parents_occupation,child_nursery,family_form,num_children,housing,financial_standing,social_conditions,health_conditions,application_decision
,,foster,2,less convenient,,problematic,,not recommended
,very critical,,2,,,,recommended,
,,,,,,,priority,
usual,,foster,,critical,,,,
,,foster,,,convenient,slightly problematic,,special priority
,,,,,,,priority,special priority
usual,very critical,foster,2,critical,,,not recommended,
,,foster,,,,problematic,,
usual,very critical,foster,2,,convenient,,priority,
,,,,critical,convenient,,,not recommended
usual,,foster,2,,,,recommended,
,very critical,,2,,inconvenient,non-problematic,priority,
,very critical,,2,critical,inconvenient,,not recommended,not recommended
,very critical,,2,critical,,,,special priority
usual,,foster,2,critical,inconvenient,,priority,
usual,very critical,,,,,,not recommended,
,,,,,,,,special priority
,,foster,2,,,problematic,priority,
,very critical,foster,,,,,not recommended,
usual,,,,convenient,,non-problematic,recommended,
usual,,foster,,,convenient,,priority,special priority
,,foster,3,,convenient,non-problematic,,not recommended
,very critical,,,convenient,,slightly problematic,recommended,
,very critical,,3,,convenient,,,
,,foster,,,,slightly problematic,not recommended,
usual,very critical,,3,,convenient,problematic,recommended,
,very critical,foster,3,convenient,convenient,problematic,,
,very critical,,,,convenient,,,
,,,,convenient,inconvenient,,recommended,special priority
usual,,,3,,,,priority,
,very critical,foster,,,inconvenient,,not recommended,not recommended
,,,3,,,,,special priority
,very critical,,,convenient,inconvenient,slightly problematic,,
usual,very critical,foster,3,,inconvenient,slightly problematic,,
usual,,foster,3,convenient,inconvenient,,,special priority
,,foster,,,,problematic,,
usual,,,3,,,problematic,,not recommended
usual,,foster,,,convenient,,recommended,
,very critical,,3,less convenient,convenient,,priority,special priority
usual,very critical,foster,3,less convenient,convenient,,,not recommended
usual,very critical,foster,3,,,,,special priority
usual,,,,,,,,special priority
,very critical,foster,,less convenient,convenient,,,not recommended
,,,,less convenient,convenient,problematic,,special priority
usual,very critical,,,less convenient,,problematic,priority,
usual,,foster,3,less convenient,convenient,problematic,not recommended,not recommended
,,foster,,less convenient,,,,special priority
usual,,foster,3,less convenient,inconvenient,,priority,
,,,3,,inconvenient,non-problematic,not recommended,not recommended
usual,,foster,,less convenient,,slightly problematic,,
usual,very critical,,3,,inconvenient,slightly problematic,,
,,foster,3,less convenient,,slightly problematic,,not recommended
,very critical,,3,,inconvenient,problematic,recommended,special priority
,,foster,,less convenient,inconvenient,,priority,special priority
usual,very critical,,3,,inconvenient,,,not recommended
,very critical,,,,,non-problematic,recommended,
,,,3,critical,convenient,non-problematic,priority,
,very critical,foster,,critical,convenient,non-problematic,,not recommended
usual,,foster,3,,convenient,,recommended,special priority
,,foster,3,,convenient,,,special priority
usual,very critical,,,critical,,,not recommended,not recommended
,,foster,3,,convenient,,recommended,
usual,very critical,foster,3,,convenient,,,
,,foster,3,critical,convenient,,,not recommended
,,,,critical,,non-problematic,,special priority
usual,very critical,,,critical,,,priority,special priority
usual,very critical,foster,3,,inconvenient,non-problematic,,
,very critical,foster,,,inconvenient,slightly problematic,,
,,foster,3,,inconvenient,,priority,
,,,,,inconvenient,,,not recommended
,very critical,,,,,problematic,,special priority
usual,,foster,,critical,inconvenient,,,
,,foster,,,,,,
,,foster,more than 3,,convenient,,recommended,
usual,very critical,foster,more than 3,convenient,,non-problematic,,
,very critical,,more than 3,convenient,,,not recommended,not recommended
,,,,,convenient,slightly problematic,recommended,
,very critical,foster,,convenient,convenient,slightly problematic,priority,special priority
,very critical,,,,,slightly problematic,,not recommended
,,foster,,convenient,,problematic,,special priority
,very critical,foster,,,convenient,problematic,,special priority
usual,very critical,foster,more than 3,convenient,convenient,,not recommended,not recommended
usual,,,more than 3,convenient,,,recommended,special priority
usual,very critical,,more than 3,convenient,inconvenient,,,special priority
usual,very critical,foster,,convenient,inconvenient,non-problematic,not recommended,
usual,,foster,more than 3,convenient,inconvenient,,,special priority
,,foster,more than 3,,,,priority,
usual,very critical,,,convenient,,slightly problematic,not recommended,
,very critical,,,,inconvenient,problematic,,special priority
,very critical,,,convenient,,,priority,special priority
usual,very critical,,,,,,not recommended,
,,,more than 3,,,non-problematic,recommended,special priority
usual,very critical,,,less convenient,,,,
usual,,,more than 3,less convenient,convenient,,,not recommended
,,foster,,,,,,
,,,more than 3,less convenient,,slightly problematic,priority,special priority
,very critical,foster,,less convenient,convenient,,,
,,foster,more than 3,less convenient,convenient,,,special priority
,very critical,,,,,problematic,priority,
usual,,,more than 3,,convenient,problematic,,
,,foster,,,inconvenient,non-problematic,recommended,special priority
usual,very critical,,more than 3,,inconvenient,,priority,special priority
usual,,,more than 3,,inconvenient,non-problematic,not recommended,
,very critical,,more than 3,less convenient,,slightly problematic,recommended,special priority
usual,,,more than 3,,inconvenient,slightly problematic,priority,special priority
usual,,,,,inconvenient,slightly problematic,,
usual,very critical,,,less convenient,,problematic,recommended,
,very critical,,,less convenient,,problematic,priority,special priority
,,,more than 3,,,problematic,not recommended,
,very critical,foster,more than 3,,,non-problematic,recommended,
,very critical,foster,,critical,convenient,non-problematic,,special priority
,,foster,more than 3,critical,,,not recommended,
,very critical,foster,more than 3,,convenient,slightly problematic,recommended,
usual,very critical,foster,more than 3,,convenient,slightly problematic,,
,very critical,foster,,critical,convenient,slightly problematic,,not recommended
usual,,,,critical,,,,
usual,,foster,,,convenient,problematic,,
,,foster,,critical,convenient,,not recommended,not recommended
usual,very critical,foster,more than 3,critical,inconvenient,non-problematic,,special priority
,,foster,more than 3,critical,inconvenient,,priority,special priority
usual,,foster,more than 3,,inconvenient,,not recommended,not recommended
usual,very critical,,more than 3,,,,,special priority
usual,,,,critical,,,priority,
,,,,critical,,,,not recommended
usual,very critical,foster,more than 3,,,,,
usual,,foster,more than 3,critical,,problematic,priority,special priority
usual,very critical,,,,inconvenient,,,not recommended
,proper,complete,,,convenient,non-problematic,recommended,
,,complete,,,convenient,,,priority
pretentious,,complete,1,convenient,convenient,non-problematic,not recommended,not recommended
pretentious,,,1,,,slightly problematic,,very recommended
,,,,,,,priority,
pretentious,proper,,,,convenient,slightly problematic,,not recommended
pretentious,proper,,,,convenient,problematic,recommended,
pretentious,proper,,,convenient,,,,priority
pretentious,,complete,1,,convenient,problematic,not recommended,
pretentious,,,1,convenient,inconvenient,,,very recommended
,,complete,1,convenient,,,priority,priority
pretentious,proper,complete,,,,non-problematic,,
pretentious,,,1,convenient,,slightly problematic,,very recommended
pretentious,,complete,,,inconvenient,,,
,proper,complete,,,inconvenient,,,
,proper,complete,1,convenient,,problematic,recommended,priority
,proper,complete,,convenient,,,,
pretentious,,,1,,inconvenient,problematic,,not recommended
pretentious,proper,complete,1,,,non-problematic,recommended,
,proper,complete,,less convenient,convenient,non-problematic,,priority
,proper,,1,,convenient,non-problematic,not recommended,
,,,,less convenient,convenient,,,very recommended
,proper,,,,,slightly problematic,,priority
,proper,complete,1,,convenient,,,not recommended
pretentious,,complete,,,convenient,problematic,,priority
pretentious,proper,,,less convenient,convenient,problematic,priority,
pretentious,,,,less convenient,,,,
,proper,,,less convenient,inconvenient,non-problematic,,very recommended
,proper,,,less convenient,,,priority,priority
pretentious,proper,complete,,less convenient,inconvenient,non-problematic,,not recommended
,proper,,1,,inconvenient,,,very recommended
,,,1,,,slightly problematic,,
pretentious,,complete,1,less convenient,inconvenient,,not recommended,not recommended
,,complete,,,inconvenient,problematic,,
,proper,complete,,less convenient,,problematic,,priority
,,,,less convenient,inconvenient,problematic,,
,,,1,,convenient,non-problematic,,very recommended
,,,1,,convenient,,,
pretentious,proper,complete,,,convenient,,,
pretentious,proper,,1,critical,,,recommended,very recommended
,proper,,1,,,slightly problematic,,
pretentious,proper,complete,,critical,,,,
,,complete,1,critical,convenient,problematic,,priority
,,,1,,convenient,problematic,,
pretentious,,complete,1,,,problematic,not recommended,
,proper,,1,critical,inconvenient,,recommended,
,proper,,1,critical,,,,
pretentious,proper,complete,1,,,,,
,proper,,1,,,,,
pretentious,proper,complete,1,critical,inconvenient,,priority,priority
pretentious,proper,,1,critical,inconvenient,slightly problematic,,
pretentious,,complete,1,,,problematic,,
pretentious,proper,complete,1,,inconvenient,problematic,priority,
,,,,critical,,,,not recommended
pretentious,proper,complete,2,convenient,,,,
pretentious,,complete,,,,non-problematic,priority,priority
pretentious,,,2,convenient,,,not recommended,
pretentious,proper,,,convenient,convenient,slightly problematic,recommended,very recommended
,proper,,,,,,priority,
pretentious,proper,,,,,,,
,,complete,,convenient,,,recommended,
,proper,,,,,,priority,priority
pretentious,proper,complete,2,convenient,,,not recommended,not recommended
,proper,complete,,convenient,inconvenient,non-problematic,,
,,,2,convenient,,,priority,
pretentious,proper,complete,,convenient,,non-problematic,,not recommended
,,,,convenient,inconvenient,slightly problematic,,
,,complete,,convenient,inconvenient,slightly problematic,priority,
,proper,complete,,,inconvenient,,not recommended,
pretentious,proper,complete,,convenient,inconvenient,problematic,,
,,complete,,convenient,,,priority,priority
pretentious,proper,complete,2,convenient,inconvenient,,not recommended,not recommended
,,complete,2,less convenient,,,,very recommended
pretentious,proper,,,,convenient,,,
pretentious,,,2,less convenient,convenient,,not recommended,not recommended
pretentious,,,2,less convenient,convenient,,recommended,
,proper,,,less convenient,,slightly problematic,priority,priority
pretentious,proper,,,less convenient,,slightly problematic,,
,,complete,2,less convenient,convenient,problematic,recommended,priority
,,complete,2,less convenient,convenient,problematic,priority,priority
,,complete,,,convenient,,not recommended,not recommended
pretentious,proper,complete,,,inconvenient,non-problematic,,very recommended
pretentious,,complete,,,inconvenient,non-problematic,,priority
,,,,,inconvenient,,,not recommended
,proper,,,less convenient,,,,
pretentious,,complete,2,,inconvenient,slightly problematic,priority,
,,,,less convenient,,slightly problematic,,not recommended
pretentious,,complete,,less convenient,inconvenient,,recommended,
,,,2,,inconvenient,,priority,
,proper,complete,2,,,,not recommended,
,proper,complete,2,,convenient,,,priority
pretentious,proper,,2,,convenient,,,
,,complete,,critical,convenient,non-problematic,,not recommended
,proper,complete,,critical,,,,priority
pretentious,,,,critical,convenient,slightly problematic,priority,priority
,,complete,2,critical,,,,not recommended
pretentious,,complete,,,,problematic,recommended,priority
pretentious,,,2,critical,,,,
,,complete,,critical,convenient,,not recommended,
pretentious,,,2,,,,,priority
,,,,critical,,non-problematic,priority,
pretentious,proper,,,,,,not recommended,not recommended
pretentious,proper,complete,2,critical,,,,
,,,2,critical,inconvenient,,priority,priority
pretentious,proper,,,critical,,,,
pretentious,,,2,,inconvenient,,recommended,
pretentious,,complete,,,inconvenient,,priority,priority
,,complete,,,inconvenient,,not recommended,
pretentious,,,3,,,non-problematic,recommended,
,proper,,3,,convenient,,,
,,,3,,convenient,,not recommended,not recommended
pretentious,,complete,,,convenient,,,
,,complete,,convenient,convenient,slightly problematic,priority,priority
,,complete,3,convenient,,,,not recommended
pretentious,proper,complete,,convenient,,problematic,,
,proper,complete,,convenient,convenient,problematic,,
,,complete,,,,,not recommended,not recommended
,proper,,3,,,non-problematic,recommended,
pretentious,proper,,,,inconvenient,non-problematic,priority,priority
pretentious,,,,convenient,inconvenient,,,not recommended
,proper,,3,convenient,,slightly problematic,,
,proper,,,convenient,,,,priority
pretentious,,complete,,convenient,,,not recommended,
,proper,complete,,convenient,inconvenient,,recommended,priority
pretentious,,,,,,,,
,,,3,,inconvenient,problematic,not recommended,not recommended
,,,,,convenient,,recommended,priority
pretentious,,complete,,,convenient,,,priority
,proper,complete,,less convenient,convenient,,,not recommended
pretentious,proper,,,less convenient,,slightly problematic,recommended,
pretentious,,complete,,,convenient,slightly problematic,,
,,complete,,less convenient,convenient,slightly problematic,not recommended,
,proper,complete,,less convenient,convenient,problematic,recommended,priority
pretentious,,complete,,,convenient,problematic,priority,
,,,3,,,,not recommended,
pretentious,,,3,,inconvenient,non-problematic,recommended,priority
pretentious,proper,,,less convenient,inconvenient,,,
pretentious,,complete,3,less convenient,,non-problematic,not recommended,
,proper,complete,,,,slightly problematic,recommended,
,proper,complete,3,less convenient,,slightly problematic,,priority
pretentious,proper,complete,,,,slightly problematic,not recommended,not recommended
pretentious,,,,less convenient,inconvenient,,recommended,
,proper,,3,,,problematic,priority,priority
,,,,less convenient,,,not recommended,not recommended
,,,,,convenient,,,
pretentious,proper,complete,,critical,,,priority,priority
pretentious,proper,,,,,non-problematic,not recommended,not recommended
pretentious,proper,,,critical,convenient,,recommended,priority
pretentious,,complete,,critical,,,priority,
pretentious,proper,complete,,,,,not recommended,
,,,3,critical,convenient,,recommended,priority
pretentious,proper,,,critical,convenient,,,priority
pretentious,proper,complete,,,convenient,problematic,,
pretentious,,complete,3,critical,inconvenient,,recommended,
pretentious,proper,,,,inconvenient,,priority,priority
pretentious,proper,,3,,,,not recommended,
pretentious,,complete,3,critical,inconvenient,slightly problematic,,
pretentious,,,,critical,,,,priority
pretentious,proper,,3,,inconvenient,slightly problematic,not recommended,not recommended
pretentious,proper,,,critical,inconvenient,,recommended,
,,complete,3,critical,inconvenient,problematic,priority,
pretentious,,complete,3,critical,,,,
pretentious,,complete,,convenient,convenient,,,very recommended
pretentious,,,more than 3,,,non-problematic,priority,
pretentious,proper,complete,,,,,not recommended,not recommended
pretentious,proper,complete,more than 3,,convenient,slightly problematic,,
,proper,,more than 3,,,slightly problematic,priority,
pretentious,,complete,more than 3,,convenient,,,
,proper,complete,more than 3,,convenient,,recommended,priority
,proper,complete,more than 3,convenient,convenient,problematic,priority,
pretentious,,complete,more than 3,convenient,convenient,problematic,,not recommended
,proper,,more than 3,,,,,
pretentious,proper,,more than 3,convenient,,,priority,
,proper,complete,,convenient,inconvenient,non-problematic,,
pretentious,,complete,,,inconvenient,,,priority
,proper,,,,inconvenient,,,priority
pretentious,proper,,more than 3,convenient,inconvenient,slightly problematic,not recommended,not recommended
,proper,complete,more than 3,convenient,inconvenient,problematic,,priority
,proper,complete,more than 3,,,problematic,,
pretentious,,,more than 3,convenient,inconvenient,problematic,not recommended,
pretentious,,,,less convenient,convenient,,,priority
,proper,,,,,non-problematic,priority,
pretentious,proper,,more than 3,less convenient,,,not recommended,not recommended
,,,,,,,recommended,
,,,,less convenient,,,priority,priority
,,complete,more than 3,,,,,
pretentious,,,more than 3,less convenient,,problematic,,
pretentious,,complete,,,convenient,,,priority
,,complete,,less convenient,convenient,,,not recommended
,proper,,,,inconvenient,,recommended,priority
,,,more than 3,less convenient,,,,
pretentious,,,more than 3,,,,not recommended,
,,,,,,,,priority
pretentious,,,,,,,,priority
,proper,complete,more than 3,less convenient,,,,
,proper,,,less convenient,,,,priority
pretentious,proper,,more than 3,,inconvenient,problematic,priority,priority
,,complete,,less convenient,inconvenient,,not recommended,
,,,more than 3,,convenient,,recommended,priority
,proper,complete,more than 3,critical,convenient,non-problematic,,
pretentious,,,,,,non-problematic,not recommended,
pretentious,,,more than 3,critical,,,,priority
,,complete,more than 3,critical,convenient,,priority,
pretentious,,complete,,,,slightly problematic,,
,,complete,,,convenient,problematic,recommended,priority
,proper,complete,more than 3,critical,,,priority,
pretentious,proper,,,,,,,
,,complete,more than 3,,,,,priority
,,complete,more than 3,critical,,non-problematic,priority,priority
pretentious,proper,complete,,,inconvenient,non-problematic,not recommended,
,,complete,,critical,inconvenient,,recommended,priority
,,complete,,critical,inconvenient,,,
,proper,complete,,critical,,slightly problematic,,
pretentious,proper,,,,,,recommended,priority
pretentious,,complete,,,inconvenient,,,
,,complete,,,,problematic,,
pretentious,,,1,,,,,very recommended
,,completed,,,convenient,non-problematic,priority,
pretentious,,,,convenient,convenient,non-problematic,not recommended,
,proper,,,convenient,convenient,,recommended,very recommended
,,,,,convenient,,priority,
,proper,,1,,convenient,,,not recommended
pretentious,,completed,1,,,,,
pretentious,proper,,,convenient,,,priority,priority
pretentious,proper,completed,,,convenient,,,
,,,,convenient,inconvenient,non-problematic,,
,proper,completed,,convenient,inconvenient,,priority,priority
,,completed,1,,inconvenient,,,
pretentious,proper,completed,1,convenient,,slightly problematic,recommended,
,proper,,,convenient,inconvenient,,,priority
pretentious,proper,completed,1,convenient,,,not recommended,
,,completed,1,,inconvenient,,recommended,priority
pretentious,,,,convenient,inconvenient,problematic,,priority
,,completed,,,,,,not recommended
,,,1,less convenient,convenient,non-problematic,,very recommended
,,completed,,,convenient,non-problematic,,priority
pretentious,proper,completed,1,less convenient,convenient,non-problematic,not recommended,
pretentious,,,1,,convenient,,recommended,very recommended
pretentious,,completed,,,,slightly problematic,,priority
,,completed,1,less convenient,,slightly problematic,not recommended,
pretentious,proper,completed,,less convenient,convenient,,recommended,priority
pretentious,proper,,1,less convenient,,problematic,priority,
pretentious,proper,,1,less convenient,,,,
pretentious,,completed,1,,inconvenient,non-problematic,recommended,
,,,1,,,non-problematic,,
pretentious,proper,,,,inconvenient,non-problematic,,
pretentious,proper,completed,,less convenient,inconvenient,slightly problematic,recommended,
,,,1,,,slightly problematic,,
,proper,,,,inconvenient,,not recommended,
,proper,,,less convenient,,problematic,,priority
pretentious,,completed,,less convenient,,problematic,priority,
,,completed,,less convenient,,,not recommended,not recommended
pretentious,proper,completed,1,,convenient,non-problematic,recommended,priority
,,,1,,,non-problematic,priority,
pretentious,,completed,1,,,,,
pretentious,,completed,1,critical,,,recommended,priority
,proper,,,critical,convenient,,,
pretentious,,,,,convenient,,not recommended,
pretentious,,completed,,critical,convenient,problematic,,priority
,proper,,,,,,,priority
pretentious,,,1,,convenient,problematic,not recommended,not recommended
pretentious,,,,critical,,non-problematic,,
,proper,completed,1,critical,inconvenient,non-problematic,,
,proper,,,critical,,non-problematic,not recommended,not recommended
pretentious,proper,completed,,critical,inconvenient,,,
pretentious,,completed,,,,slightly problematic,,
pretentious,proper,completed,1,critical,inconvenient,slightly problematic,,
,proper,completed,,critical,inconvenient,problematic,recommended,priority
,,completed,1,critical,,,,priority
pretentious,proper,completed,,,inconvenient,,not recommended,not recommended
,,,,convenient,convenient,non-problematic,recommended,
pretentious,proper,,2,convenient,convenient,non-problematic,priority,
pretentious,proper,completed,,,convenient,non-problematic,,not recommended
,proper,,2,convenient,,,,very recommended
pretentious,proper,completed,2,convenient,convenient,,priority,
pretentious,,,,convenient,,slightly problematic,,
,,,,,,,recommended,
,,completed,,convenient,convenient,,,
,,,2,,,problematic,,
pretentious,,completed,,convenient,inconvenient,,,
pretentious,proper,,2,convenient,inconvenient,,priority,
pretentious,,,2,convenient,,non-problematic,,
,,completed,,,inconvenient,,recommended,very recommended
,,completed,2,convenient,inconvenient,slightly problematic,,priority
,,,,convenient,,,,
pretentious,proper,completed,2,convenient,,problematic,,priority
pretentious,proper,,,convenient,inconvenient,problematic,,priority
pretentious,,completed,,convenient,,problematic,,
pretentious,,completed,,less convenient,,non-problematic,,
pretentious,,completed,,less convenient,convenient,non-problematic,,
,proper,completed,2,less convenient,,,,not recommended
,proper,,,less convenient,,,recommended,
,proper,completed,,less convenient,convenient,,priority,priority
,proper,completed,2,less convenient,,,not recommended,not recommended
,,completed,2,,convenient,,,
pretentious,proper,,,less convenient,,problematic,priority,
,proper,completed,,less convenient,,,not recommended,not recommended
,,completed,2,less convenient,,non-problematic,,very recommended
,proper,completed,2,less convenient,inconvenient,non-problematic,priority,priority
pretentious,,,,,inconvenient,,,
,,completed,2,,,slightly problematic,recommended,
,,,,less convenient,inconvenient,,priority,priority
pretentious,proper,completed,,,inconvenient,,not recommended,not recommended
,proper,completed,,,inconvenient,,,
pretentious,proper,completed,,less convenient,,,,
,,,2,,inconvenient,problematic,,not recommended
,,,2,critical,convenient,,,priority
pretentious,proper,,,,convenient,,,priority
,proper,completed,,critical,convenient,,not recommended,not recommended
pretentious,proper,,,critical,,slightly problematic,,priority
,proper,completed,2,,,slightly problematic,priority,
,,completed,,,,slightly problematic,not recommended,
,proper,,,critical,convenient,problematic,,
pretentious,,,,critical,convenient,,,priority
pretentious,proper,,,critical,convenient,,not recommended,
,,completed,,,,non-problematic,recommended,
,proper,,,critical,,non-problematic,,
,proper,,2,,,non-problematic,not recommended,not recommended
pretentious,,,,critical,inconvenient,,,
,,,,,inconvenient,slightly problematic,,priority
,,completed,,,inconvenient,,,not recommended
,proper,,,critical,,problematic,recommended,
pretentious,,,2,,,problematic,,
pretentious,proper,,,,,problematic,not recommended,not recommended
pretentious,proper,,,,convenient,,recommended,
pretentious,proper,,3,,convenient,,,
,proper,completed,,,convenient,,,
pretentious,proper,completed,,convenient,convenient,,recommended,very recommended
pretentious,proper,completed,3,convenient,,,priority,priority
,proper,,3,convenient,convenient,slightly problematic,not recommended,not recommended
pretentious,,,3,convenient,,,,
pretentious,,,3,,convenient,,priority,
,,completed,3,,convenient,,not recommended,
,,completed,,,,non-problematic,recommended,priority
pretentious,proper,,3,,inconvenient,non-problematic,priority,priority
,proper,completed,,,inconvenient,,,
pretentious,proper,,3,,,slightly problematic,,
pretentious,,completed,3,,,,,
pretentious,proper,,3,,inconvenient,,,not recommended
,proper,,,convenient,inconvenient,,,priority
pretentious,proper,completed,3,,inconvenient,problematic,priority,
pretentious,proper,completed,,convenient,inconvenient,problematic,not recommended,not recommended
,,,3,,convenient,non-problematic,recommended,priority
pretentious,proper,,,,,non-problematic,,priority
,proper,,,,convenient,,not recommended,not recommended
,,completed,,less convenient,,slightly problematic,recommended,priority
,proper,completed,3,less convenient,convenient,slightly problematic,priority,
,proper,,3,less convenient,,,,not recommended
,,completed,,less convenient,convenient,,,
,,completed,3,less convenient,,,,
pretentious,,,3,less convenient,convenient,,,
,proper,completed,3,,,non-problematic,,priority
pretentious,proper,completed,,less convenient,,,,
,,completed,3,less convenient,,,,not recommended
pretentious,,completed,3,,,slightly problematic,recommended,
,proper,,3,,,,priority,priority
pretentious,,completed,3,,inconvenient,slightly problematic,not recommended,not recommended
pretentious,proper,,3,,inconvenient,problematic,recommended,priority
,proper,,,less convenient,inconvenient,,,
pretentious,proper,,3,,inconvenient,,not recommended,
pretentious,proper,,,,convenient,,recommended,priority
,,completed,,,convenient,,,
pretentious,,completed,,,convenient,,,
pretentious,,completed,3,,,slightly problematic,recommended,priority
,,completed,3,critical,,slightly problematic,,
pretentious,proper,,3,,,slightly problematic,,
,,,3,critical,,problematic,recommended,priority
,,completed,,,convenient,,priority,priority
pretentious,proper,,3,critical,,problematic,not recommended,not recommended
pretentious,,,,,,non-problematic,recommended,
pretentious,,completed,3,critical,,,priority,priority
pretentious,,,,critical,inconvenient,,,not recommended
pretentious,,,,,inconvenient,,recommended,priority
,proper,completed,,,inconvenient,slightly problematic,,
pretentious,,completed,3,critical,inconvenient,slightly problematic,not recommended,
pretentious,proper,completed,3,critical,,problematic,,priority
,,completed,3,critical,,problematic,priority,
pretentious,proper,,3,critical,inconvenient,,not recommended,not recommended
,,completed,more than 3,convenient,convenient,non-problematic,recommended,
,proper,completed,more than 3,convenient,convenient,,priority,
pretentious,proper,completed,,,,non-problematic,,
pretentious,,,more than 3,convenient,convenient,slightly problematic,,
,,completed,,convenient,convenient,,,
,proper,completed,more than 3,convenient,,slightly problematic,not recommended,
pretentious,,completed,more than 3,convenient,convenient,problematic,recommended,priority
,,completed,,,,,,
,,,more than 3,convenient,convenient,problematic,,not recommended
pretentious,,,more than 3,,inconvenient,non-problematic,,
pretentious,,completed,,convenient,,non-problematic,,
pretentious,,,,,inconvenient,non-problematic,,
,proper,completed,more than 3,convenient,inconvenient,,,
,proper,completed,more than 3,,inconvenient,,,priority
,,completed,more than 3,,inconvenient,slightly problematic,,
pretentious,,,more than 3,convenient,,,recommended,
pretentious,proper,,more than 3,convenient,,,,
,,,,,,,,not recommended
,proper,,more than 3,,convenient,,recommended,
,,completed,more than 3,,convenient,non-problematic,priority,priority
,,completed,,less convenient,convenient,non-problematic,,
,proper,,,,,,,
pretentious,proper,completed,,less convenient,convenient,slightly problematic,,priority
,,,more than 3,less convenient,,slightly problematic,,
,proper,,,less convenient,convenient,,recommended,
pretentious,,,,,,problematic,priority,priority
pretentious,,completed,,less convenient,convenient,,,
,proper,completed,,,,non-problematic,recommended,priority
pretentious,proper,,more than 3,less convenient,,,priority,
pretentious,proper,completed,more than 3,less convenient,,,,not recommended
pretentious,,completed,more than 3,less convenient,,slightly problematic,recommended,
,,,,less convenient,inconvenient,slightly problematic,,priority
pretentious,,completed,more than 3,,inconvenient,slightly problematic,not recommended,not recommended
pretentious,proper,completed,more than 3,less convenient,inconvenient,,recommended,
pretentious,,,,less convenient,inconvenient,problematic,priority,priority
,proper,completed,more than 3,,inconvenient,,,
,proper,completed,,critical,convenient,non-problematic,recommended,priority
pretentious,,,,critical,convenient,non-problematic,,priority
pretentious,proper,,,critical,convenient,,,not recommended
pretentious,,completed,,critical,convenient,,,
pretentious,,completed,more than 3,critical,convenient,slightly problematic,priority,priority
pretentious,,completed,,critical,convenient,,,
,proper,completed,,,convenient,,recommended,
pretentious,,,,critical,,problematic,,
pretentious,,,,critical,convenient,problematic,,
,,,,,,,,
pretentious,,,,,inconvenient,,priority,priority
pretentious,proper,completed,,,inconvenient,non-problematic,not recommended,
,proper,,more than 3,critical,,slightly problematic,recommended,
pretentious,proper,,,,inconvenient,,,
,,,more than 3,critical,inconvenient,slightly problematic,,not recommended
,,,,,,problematic,recommended,
pretentious,proper,completed,more than 3,,inconvenient,problematic,,
,proper,,more than 3,critical,,problematic,not recommended,
,proper,incomplete,1,,,non-problematic,recommended,
pretentious,proper,,1,,convenient,,,priority
pretentious,proper,,1,,convenient,non-problematic,,
pretentious,proper,incomplete,,convenient,,,,
,,incomplete,1,convenient,,,priority,
,proper,,1,convenient,,,not recommended,not recommended
pretentious,proper,,,convenient,,problematic,recommended,priority
,proper,,1,convenient,convenient,,priority,priority
,proper,incomplete,1,,convenient,problematic,not recommended,not recommended
,,,,convenient,,non-problematic,recommended,
,proper,,,convenient,inconvenient,non-problematic,priority,priority
,proper,,1,convenient,inconvenient,non-problematic,,
,,incomplete,,convenient,inconvenient,,,
pretentious,proper,,,,,slightly problematic,priority,
pretentious,,,1,,,slightly problematic,,
pretentious,,,,convenient,,problematic,recommended,
pretentious,proper,,1,convenient,,,,
,proper,,,,inconvenient,,,
pretentious,,,,,convenient,,,very recommended
,proper,,1,less convenient,convenient,non-problematic,,priority
,proper,,,less convenient,,non-problematic,not recommended,
,,incomplete,1,less convenient,convenient,,,
pretentious,,incomplete,1,,,,priority,
,proper,,,less convenient,convenient,slightly problematic,,
pretentious,,incomplete,,,,problematic,recommended,
pretentious,,,,,,,,
,proper,incomplete,1,,,problematic,not recommended,not recommended
pretentious,proper,incomplete,1,less convenient,inconvenient,,,
,,,,less convenient,,non-problematic,,priority
pretentious,,incomplete,,less convenient,inconvenient,,,
pretentious,proper,,,,,slightly problematic,,
pretentious,,,,less convenient,inconvenient,,priority,priority
pretentious,proper,,,less convenient,,,,not recommended
,,,1,less convenient,,problematic,recommended,priority
,proper,incomplete,,,,problematic,priority,
,proper,incomplete,1,less convenient,,,not recommended,
,,incomplete,,,convenient,non-problematic,recommended,priority
,,incomplete,,critical,,,priority,priority
pretentious,proper,incomplete,1,critical,,non-problematic,not recommended,not recommended
pretentious,,,,,,slightly problematic,,
pretentious,,incomplete,,critical,,slightly problematic,priority,priority
,,incomplete,,,,,,
,,,1,critical,,problematic,recommended,priority
pretentious,,incomplete,1,,convenient,problematic,,
pretentious,proper,incomplete,1,,,problematic,not recommended,not recommended
pretentious,proper,,,,,non-problematic,,priority
pretentious,proper,,,critical,inconvenient,non-problematic,priority,
,proper,,1,critical,,,not recommended,not recommended
pretentious,,,1,,inconvenient,,recommended,
pretentious,proper,,,critical,,slightly problematic,,
pretentious,proper,,,,,,not recommended,
,proper,,1,critical,,problematic,,priority
pretentious,proper,,,,inconvenient,problematic,,
pretentious,,,,,inconvenient,problematic,,not recommended
,proper,,2,,,non-problematic,,very recommended
,,incomplete,2,,,non-problematic,,
pretentious,proper,incomplete,2,,,,,
pretentious,proper,incomplete,2,,convenient,slightly problematic,recommended,
