parents_occupation,child_nursery,family_form,num_children,housing,financial_standing,social_conditions,health_conditions,application_decision
,proper,foster,more than 3,less convenient,,slightly problematic,priority,priority
usual,proper,foster,more than 3,,inconvenient,slightly problematic,not recommended,not recommended
usual,proper,,more than 3,less convenient,inconvenient,problematic,recommended,priority
usual,,foster,more than 3,less convenient,inconvenient,problematic,priority,priority
usual,proper,foster,more than 3,less convenient,inconvenient,problematic,not recommended,not recommended
usual,proper,foster,more than 3,critical,convenient,non-problematic,recommended,priority
usual,proper,foster,more than 3,critical,convenient,non-problematic,priority,priority
usual,proper,foster,,critical,convenient,,,not recommended
usual,proper,foster,more than 3,critical,convenient,slightly problematic,recommended,priority
,proper,,more than 3,critical,convenient,slightly problematic,priority,priority
usual,,foster,more than 3,critical,convenient,slightly problematic,not recommended,not recommended
usual,proper,foster,more than 3,critical,convenient,problematic,recommended,priority
usual,,,more than 3,critical,convenient,problematic,,priority
usual,proper,foster,more than 3,,convenient,problematic,not recommended,not recommended
usual,proper,foster,more than 3,critical,inconvenient,non-problematic,recommended,priority
,,foster,more than 3,critical,inconvenient,,priority,priority
usual,,foster,more than 3,critical,inconvenient,non-problematic,not recommended,not recommended
,proper,foster,more than 3,,inconvenient,slightly problematic,recommended,priority
usual,,foster,,critical,inconvenient,slightly problematic,priority,
usual,proper,foster,more than 3,critical,inconvenient,slightly problematic,not recommended,not recommended
usual,proper,foster,more than 3,critical,inconvenient,problematic,recommended,priority
usual,proper,foster,,critical,inconvenient,problematic,priority,priority
usual,proper,foster,more than 3,critical,inconvenient,problematic,not recommended,
usual,less proper,complete,1,convenient,,non-problematic,,very recommended
usual,less proper,complete,,convenient,convenient,non-problematic,priority,priority
usual,,complete,1,convenient,convenient,,not recommended,not recommended
usual,less proper,complete,1,convenient,convenient,,recommended,
usual,less proper,complete,1,convenient,convenient,slightly problematic,priority,priority
usual,less proper,complete,1,convenient,convenient,slightly problematic,not recommended,
usual,less proper,complete,1,convenient,convenient,problematic,recommended,priority
usual,less proper,complete,,convenient,convenient,problematic,priority,priority
usual,,complete,1,convenient,convenient,problematic,not recommended,not recommended
usual,less proper,complete,,convenient,,non-problematic,recommended,very recommended
usual,less proper,complete,,convenient,,non-problematic,priority,priority
usual,less proper,complete,1,,,non-problematic,not recommended,not recommended
usual,less proper,complete,1,convenient,inconvenient,slightly problematic,recommended,very recommended
usual,less proper,complete,1,convenient,inconvenient,slightly problematic,priority,priority
usual,less proper,,1,convenient,inconvenient,slightly problematic,not recommended,not recommended
usual,less proper,,,convenient,inconvenient,problematic,recommended,priority
usual,less proper,complete,,convenient,inconvenient,problematic,priority,priority
usual,less proper,complete,1,convenient,inconvenient,problematic,not recommended,not recommended
usual,less proper,complete,1,less convenient,convenient,non-problematic,recommended,very recommended
usual,less proper,complete,1,,convenient,,priority,priority
usual,less proper,complete,,less convenient,convenient,non-problematic,not recommended,not recommended
,less proper,,1,less convenient,convenient,slightly problematic,recommended,very recommended
usual,less proper,complete,1,less convenient,convenient,slightly problematic,priority,priority
usual,less proper,complete,1,less convenient,convenient,slightly problematic,not recommended,not recommended
usual,less proper,complete,1,less convenient,convenient,problematic,recommended,priority
usual,,complete,1,less convenient,convenient,problematic,priority,
usual,less proper,complete,1,less convenient,convenient,problematic,not recommended,not recommended
usual,less proper,complete,1,less convenient,inconvenient,non-problematic,recommended,very recommended
usual,less proper,complete,1,less convenient,inconvenient,non-problematic,,priority
usual,less proper,complete,1,less convenient,,non-problematic,not recommended,not recommended
usual,,complete,1,less convenient,inconvenient,slightly problematic,recommended,very recommended
usual,less proper,complete,1,less convenient,inconvenient,slightly problematic,priority,priority
usual,,complete,1,less convenient,inconvenient,slightly problematic,not recommended,not recommended
usual,less proper,complete,1,less convenient,inconvenient,problematic,recommended,priority
usual,less proper,complete,1,less convenient,inconvenient,,priority,priority
usual,less proper,complete,1,less convenient,,problematic,not recommended,not recommended
usual,less proper,complete,,critical,convenient,non-problematic,recommended,very recommended
usual,less proper,complete,1,critical,convenient,non-problematic,priority,priority
usual,less proper,complete,1,critical,convenient,non-problematic,,not recommended
usual,less proper,complete,1,critical,convenient,slightly problematic,recommended,
usual,less proper,complete,1,critical,convenient,slightly problematic,priority,priority
,less proper,complete,1,critical,convenient,slightly problematic,not recommended,not recommended
usual,less proper,complete,1,critical,convenient,problematic,recommended,priority
usual,less proper,complete,,critical,convenient,problematic,priority,priority
usual,less proper,complete,1,critical,convenient,,,
usual,,complete,1,critical,inconvenient,non-problematic,recommended,very recommended
usual,less proper,complete,1,critical,inconvenient,non-problematic,priority,priority
,less proper,complete,1,critical,inconvenient,non-problematic,not recommended,
usual,less proper,complete,1,,inconvenient,slightly problematic,recommended,very recommended
usual,less proper,complete,1,critical,,slightly problematic,priority,priority
usual,less proper,complete,1,critical,inconvenient,slightly problematic,not recommended,
usual,less proper,complete,1,critical,inconvenient,problematic,,priority
usual,less proper,complete,1,critical,inconvenient,problematic,priority,
usual,less proper,complete,1,critical,inconvenient,problematic,,not recommended
usual,,complete,,convenient,convenient,non-problematic,recommended,very recommended
usual,,complete,2,convenient,convenient,non-problematic,priority,
usual,less proper,complete,2,convenient,convenient,non-problematic,,
usual,less proper,complete,,convenient,convenient,slightly problematic,recommended,very recommended
,less proper,complete,2,convenient,convenient,,priority,priority
usual,less proper,complete,2,convenient,,slightly problematic,not recommended,not recommended
usual,less proper,complete,2,convenient,convenient,problematic,recommended,
usual,less proper,complete,2,convenient,convenient,problematic,priority,priority
usual,less proper,complete,2,convenient,convenient,problematic,not recommended,not recommended
usual,less proper,complete,2,,inconvenient,non-problematic,recommended,
usual,less proper,complete,2,convenient,inconvenient,,priority,priority
usual,less proper,complete,2,convenient,inconvenient,non-problematic,not recommended,not recommended
usual,less proper,complete,2,convenient,inconvenient,slightly problematic,recommended,very recommended
usual,less proper,complete,2,convenient,inconvenient,slightly problematic,priority,priority
usual,,complete,,convenient,inconvenient,slightly problematic,not recommended,not recommended
usual,less proper,complete,2,convenient,inconvenient,problematic,recommended,priority
,less proper,complete,2,convenient,inconvenient,problematic,priority,priority
,less proper,complete,2,convenient,inconvenient,problematic,not recommended,
usual,less proper,complete,2,less convenient,convenient,non-problematic,recommended,
usual,less proper,complete,2,,convenient,non-problematic,priority,priority
usual,less proper,complete,2,less convenient,convenient,non-problematic,not recommended,not recommended
usual,less proper,complete,2,less convenient,convenient,slightly problematic,recommended,very recommended
usual,less proper,complete,2,less convenient,convenient,slightly problematic,priority,priority
,less proper,complete,2,less convenient,convenient,slightly problematic,,not recommended
usual,less proper,,2,less convenient,convenient,problematic,recommended,
usual,less proper,complete,2,less convenient,convenient,problematic,priority,priority
usual,less proper,complete,2,less convenient,convenient,problematic,not recommended,not recommended
usual,,complete,2,less convenient,inconvenient,non-problematic,recommended,very recommended
usual,less proper,complete,2,less convenient,inconvenient,non-problematic,priority,priority
usual,less proper,,2,less convenient,inconvenient,non-problematic,not recommended,
usual,less proper,complete,2,less convenient,inconvenient,slightly problematic,recommended,very recommended
usual,less proper,complete,2,less convenient,inconvenient,slightly problematic,priority,
usual,,complete,2,less convenient,inconvenient,,not recommended,not recommended
usual,less proper,complete,2,less convenient,inconvenient,problematic,recommended,priority
usual,less proper,complete,2,less convenient,inconvenient,problematic,,priority
usual,less proper,,2,less convenient,inconvenient,problematic,not recommended,not recommended
usual,less proper,complete,2,critical,,non-problematic,recommended,priority
usual,less proper,complete,2,critical,convenient,non-problematic,priority,priority
usual,less proper,complete,2,critical,convenient,non-problematic,not recommended,not recommended
usual,less proper,complete,2,,,slightly problematic,recommended,priority
usual,less proper,,2,critical,convenient,slightly problematic,priority,priority
usual,,complete,2,critical,convenient,slightly problematic,not recommended,not recommended
usual,less proper,complete,2,critical,convenient,problematic,,priority
usual,less proper,complete,2,critical,convenient,problematic,priority,priority
usual,less proper,complete,2,,convenient,problematic,not recommended,not recommended
usual,less proper,complete,2,critical,inconvenient,non-problematic,,priority
usual,less proper,complete,2,,inconvenient,non-problematic,priority,priority
usual,less proper,,2,critical,inconvenient,non-problematic,not recommended,
usual,less proper,complete,2,critical,inconvenient,slightly problematic,recommended,priority
usual,less proper,complete,2,critical,,slightly problematic,priority,priority
usual,less proper,complete,2,critical,inconvenient,slightly problematic,not recommended,not recommended
usual,less proper,complete,2,critical,inconvenient,problematic,recommended,priority
usual,less proper,complete,2,critical,inconvenient,problematic,,
usual,less proper,complete,2,,inconvenient,problematic,not recommended,not recommended
usual,less proper,complete,3,convenient,convenient,non-problematic,recommended,very recommended
usual,less proper,complete,,convenient,convenient,non-problematic,priority,priority
usual,less proper,complete,3,convenient,convenient,non-problematic,not recommended,not recommended
usual,less proper,complete,3,convenient,convenient,slightly problematic,recommended,very recommended
usual,less proper,complete,3,,convenient,slightly problematic,,priority
usual,less proper,complete,3,convenient,convenient,slightly problematic,not recommended,not recommended
usual,less proper,complete,3,convenient,convenient,,recommended,priority
usual,less proper,complete,3,convenient,convenient,problematic,priority,priority
,less proper,complete,,convenient,convenient,problematic,not recommended,not recommended
usual,less proper,complete,3,convenient,inconvenient,,recommended,priority
usual,,complete,3,convenient,inconvenient,,priority,priority
usual,less proper,,3,convenient,,non-problematic,not recommended,not recommended
usual,,complete,3,convenient,inconvenient,slightly problematic,recommended,
usual,less proper,complete,3,convenient,inconvenient,slightly problematic,priority,
usual,less proper,,3,convenient,inconvenient,slightly problematic,not recommended,
usual,less proper,complete,3,convenient,inconvenient,,recommended,priority
usual,less proper,,3,convenient,inconvenient,,priority,priority
usual,less proper,complete,3,convenient,inconvenient,problematic,not recommended,not recommended
usual,less proper,complete,3,,convenient,non-problematic,recommended,priority
usual,less proper,,3,less convenient,convenient,non-problematic,priority,priority
usual,less proper,complete,3,less convenient,convenient,non-problematic,not recommended,
usual,less proper,complete,3,less convenient,convenient,slightly problematic,recommended,priority
usual,less proper,complete,3,less convenient,convenient,,priority,priority
usual,less proper,complete,3,less convenient,convenient,slightly problematic,not recommended,
usual,less proper,complete,3,less convenient,,problematic,recommended,priority
,less proper,complete,3,less convenient,convenient,problematic,priority,priority
usual,less proper,,3,less convenient,convenient,problematic,not recommended,not recommended
usual,less proper,complete,3,less convenient,inconvenient,non-problematic,recommended,priority
usual,less proper,complete,3,less convenient,inconvenient,non-problematic,priority,priority
usual,less proper,complete,,,inconvenient,,not recommended,not recommended
,less proper,complete,3,less convenient,inconvenient,slightly problematic,recommended,priority
usual,less proper,complete,3,less convenient,inconvenient,slightly problematic,priority,priority
usual,less proper,complete,3,less convenient,inconvenient,slightly problematic,not recommended,not recommended
,less proper,complete,3,less convenient,inconvenient,problematic,,priority
usual,less proper,complete,3,less convenient,inconvenient,problematic,priority,priority
usual,less proper,complete,3,less convenient,,problematic,not recommended,not recommended
usual,less proper,complete,3,critical,convenient,non-problematic,recommended,priority
usual,less proper,complete,3,critical,convenient,non-problematic,priority,priority
usual,,complete,3,critical,convenient,non-problematic,,not recommended
usual,less proper,complete,3,critical,convenient,slightly problematic,recommended,priority
usual,less proper,complete,3,critical,convenient,slightly problematic,priority,priority
usual,less proper,complete,3,critical,convenient,slightly problematic,not recommended,not recommended
usual,less proper,complete,3,critical,convenient,problematic,recommended,priority
usual,less proper,complete,3,critical,convenient,problematic,priority,priority
usual,less proper,complete,3,critical,convenient,problematic,not recommended,not recommended
usual,less proper,complete,3,critical,inconvenient,non-problematic,recommended,priority
usual,less proper,complete,3,critical,inconvenient,non-problematic,priority,priority
usual,,,3,critical,inconvenient,non-problematic,not recommended,
usual,less proper,complete,3,critical,inconvenient,slightly problematic,,priority
usual,less proper,,3,critical,inconvenient,,priority,priority
usual,less proper,complete,3,critical,inconvenient,slightly problematic,,not recommended
usual,less proper,complete,3,critical,,problematic,,priority
usual,less proper,complete,3,,inconvenient,problematic,priority,priority
usual,less proper,complete,3,critical,inconvenient,problematic,not recommended,not recommended
usual,less proper,,more than 3,convenient,convenient,non-problematic,recommended,very recommended
usual,less proper,complete,more than 3,convenient,convenient,non-problematic,,priority
usual,less proper,complete,more than 3,convenient,convenient,non-problematic,not recommended,not recommended
usual,less proper,complete,more than 3,,convenient,slightly problematic,recommended,very recommended
usual,less proper,complete,more than 3,convenient,convenient,slightly problematic,priority,
,less proper,complete,more than 3,,convenient,slightly problematic,not recommended,not recommended
usual,less proper,complete,more than 3,convenient,convenient,problematic,recommended,priority
usual,less proper,,more than 3,convenient,convenient,problematic,priority,priority
usual,less proper,complete,more than 3,convenient,convenient,problematic,not recommended,not recommended
,less proper,complete,more than 3,convenient,inconvenient,non-problematic,recommended,priority
usual,less proper,complete,more than 3,convenient,inconvenient,non-problematic,priority,priority
usual,less proper,complete,more than 3,convenient,inconvenient,non-problematic,not recommended,not recommended
usual,less proper,,more than 3,convenient,inconvenient,slightly problematic,recommended,priority
usual,less proper,complete,,convenient,inconvenient,slightly problematic,priority,priority
usual,less proper,complete,more than 3,convenient,inconvenient,slightly problematic,not recommended,not recommended
usual,less proper,complete,,convenient,,problematic,recommended,priority
usual,less proper,,more than 3,convenient,inconvenient,problematic,priority,priority
usual,less proper,complete,more than 3,convenient,inconvenient,problematic,not recommended,
,less proper,complete,,less convenient,convenient,non-problematic,recommended,priority
usual,less proper,complete,more than 3,less convenient,convenient,non-problematic,priority,priority
usual,,complete,more than 3,less convenient,convenient,non-problematic,not recommended,not recommended
usual,less proper,complete,more than 3,less convenient,convenient,slightly problematic,recommended,priority
usual,less proper,complete,more than 3,less convenient,convenient,,priority,priority
usual,less proper,complete,more than 3,,convenient,slightly problematic,not recommended,not recommended
usual,less proper,complete,more than 3,less convenient,convenient,problematic,recommended,priority
usual,less proper,,more than 3,less convenient,convenient,problematic,priority,priority
usual,less proper,complete,more than 3,less convenient,convenient,problematic,not recommended,not recommended
usual,less proper,complete,more than 3,less convenient,inconvenient,non-problematic,recommended,priority
,less proper,,more than 3,less convenient,,non-problematic,priority,priority
usual,less proper,complete,more than 3,less convenient,inconvenient,non-problematic,not recommended,not recommended
usual,less proper,,more than 3,less convenient,inconvenient,slightly problematic,recommended,
usual,less proper,complete,more than 3,less convenient,inconvenient,slightly problematic,priority,priority
usual,less proper,,more than 3,less convenient,,slightly problematic,not recommended,
usual,less proper,complete,more than 3,less convenient,inconvenient,problematic,,priority
usual,less proper,complete,more than 3,less convenient,inconvenient,problematic,,priority
usual,less proper,complete,more than 3,less convenient,inconvenient,problematic,not recommended,not recommended
usual,less proper,complete,,critical,convenient,non-problematic,recommended,priority
usual,less proper,complete,more than 3,critical,,,priority,priority
usual,less proper,,more than 3,critical,convenient,non-problematic,not recommended,not recommended
usual,less proper,complete,more than 3,critical,convenient,slightly problematic,recommended,priority
usual,less proper,complete,more than 3,critical,convenient,,priority,priority
,less proper,complete,more than 3,critical,convenient,slightly problematic,not recommended,not recommended
usual,less proper,complete,more than 3,critical,convenient,problematic,recommended,priority
,less proper,complete,more than 3,critical,convenient,problematic,,priority
usual,less proper,complete,more than 3,critical,convenient,problematic,,not recommended
,less proper,complete,more than 3,critical,inconvenient,non-problematic,recommended,priority
usual,less proper,complete,more than 3,critical,inconvenient,non-problematic,priority,priority
usual,less proper,complete,more than 3,critical,inconvenient,,not recommended,not recommended
,less proper,complete,more than 3,critical,inconvenient,slightly problematic,recommended,priority
usual,less proper,,more than 3,critical,inconvenient,,priority,priority
usual,less proper,complete,more than 3,critical,inconvenient,slightly problematic,not recommended,not recommended
usual,less proper,complete,more than 3,critical,inconvenient,problematic,recommended,priority
usual,less proper,complete,more than 3,,inconvenient,problematic,priority,priority
usual,less proper,complete,more than 3,critical,inconvenient,problematic,not recommended,not recommended
usual,less proper,completed,1,convenient,convenient,non-problematic,recommended,very recommended
usual,less proper,completed,1,convenient,convenient,non-problematic,priority,
usual,less proper,,,convenient,convenient,non-problematic,not recommended,not recommended
usual,,completed,1,convenient,convenient,slightly problematic,recommended,very recommended
usual,less proper,completed,1,convenient,convenient,slightly problematic,priority,priority
usual,less proper,completed,1,convenient,convenient,slightly problematic,not recommended,not recommended
usual,less proper,completed,1,convenient,convenient,problematic,recommended,priority
usual,less proper,completed,,convenient,convenient,,priority,priority
,less proper,completed,1,convenient,convenient,problematic,not recommended,not recommended
usual,less proper,completed,1,convenient,inconvenient,non-problematic,recommended,very recommended
usual,less proper,completed,1,convenient,inconvenient,non-problematic,priority,priority
usual,less proper,completed,1,convenient,inconvenient,non-problematic,not recommended,not recommended
usual,less proper,completed,1,convenient,inconvenient,slightly problematic,,very recommended
usual,less proper,completed,1,convenient,inconvenient,slightly problematic,priority,priority
usual,less proper,completed,1,convenient,inconvenient,,not recommended,not recommended
usual,,completed,1,convenient,inconvenient,problematic,recommended,priority
usual,,completed,1,convenient,inconvenient,problematic,priority,priority
usual,less proper,,,convenient,inconvenient,problematic,not recommended,not recommended
usual,less proper,,1,less convenient,convenient,non-problematic,recommended,very recommended
,less proper,completed,1,less convenient,convenient,non-problematic,priority,
,less proper,completed,1,less convenient,convenient,non-problematic,,not recommended
,less proper,completed,,less convenient,convenient,slightly problematic,recommended,very recommended
,less proper,completed,1,less convenient,convenient,slightly problematic,,priority
usual,less proper,completed,1,less convenient,convenient,,not recommended,not recommended
usual,less proper,completed,1,less convenient,,,recommended,priority
usual,less proper,completed,1,less convenient,convenient,problematic,priority,priority
usual,less proper,completed,1,less convenient,convenient,problematic,not recommended,not recommended
usual,less proper,completed,1,less convenient,inconvenient,non-problematic,,very recommended
usual,,completed,1,less convenient,inconvenient,non-problematic,priority,priority
usual,less proper,completed,1,less convenient,inconvenient,non-problematic,,not recommended
usual,less proper,completed,1,less convenient,inconvenient,slightly problematic,recommended,very recommended
usual,less proper,completed,1,less convenient,inconvenient,slightly problematic,,priority
usual,less proper,completed,1,less convenient,inconvenient,slightly problematic,,
usual,less proper,completed,1,,inconvenient,,recommended,priority
usual,less proper,completed,1,,inconvenient,problematic,priority,priority
usual,less proper,completed,1,,inconvenient,problematic,not recommended,not recommended
usual,less proper,completed,,critical,convenient,non-problematic,recommended,priority
usual,less proper,completed,1,critical,convenient,non-problematic,priority,
usual,less proper,completed,1,critical,convenient,non-problematic,not recommended,not recommended
usual,less proper,completed,1,critical,convenient,slightly problematic,,priority
usual,less proper,completed,1,,convenient,slightly problematic,priority,priority
usual,less proper,completed,1,critical,convenient,slightly problematic,not recommended,not recommended
usual,less proper,completed,1,critical,convenient,problematic,recommended,priority
usual,less proper,completed,1,,convenient,problematic,,priority
usual,less proper,,1,,convenient,problematic,not recommended,
usual,less proper,completed,1,critical,inconvenient,non-problematic,recommended,priority
,,completed,1,critical,inconvenient,,priority,priority
usual,less proper,completed,1,critical,inconvenient,non-problematic,not recommended,not recommended
usual,,completed,1,critical,inconvenient,slightly problematic,recommended,priority
usual,less proper,completed,1,critical,inconvenient,slightly problematic,priority,priority
usual,less proper,completed,1,critical,,slightly problematic,not recommended,not recommended
usual,less proper,completed,1,critical,inconvenient,problematic,recommended,priority
usual,less proper,completed,1,,inconvenient,problematic,priority,priority
usual,less proper,completed,1,critical,inconvenient,problematic,not recommended,not recommended
usual,less proper,,2,convenient,convenient,non-problematic,recommended,very recommended
usual,less proper,completed,2,,convenient,non-problematic,priority,priority
,less proper,completed,2,convenient,convenient,non-problematic,not recommended,not recommended
usual,less proper,completed,2,convenient,convenient,slightly problematic,recommended,very recommended
usual,less proper,completed,2,convenient,convenient,slightly problematic,,priority
usual,,completed,2,,convenient,slightly problematic,not recommended,
usual,less proper,completed,2,convenient,,problematic,recommended,priority
usual,less proper,completed,2,,convenient,problematic,priority,priority
usual,less proper,completed,2,convenient,convenient,problematic,not recommended,not recommended
,less proper,completed,2,,inconvenient,non-problematic,recommended,very recommended
usual,less proper,,2,convenient,inconvenient,non-problematic,priority,priority
usual,less proper,completed,2,convenient,inconvenient,non-problematic,not recommended,
usual,less proper,completed,2,convenient,inconvenient,slightly problematic,recommended,very recommended
,less proper,completed,2,convenient,inconvenient,slightly problematic,priority,priority
,less proper,completed,2,convenient,inconvenient,slightly problematic,not recommended,not recommended
usual,less proper,completed,2,convenient,inconvenient,problematic,recommended,priority
usual,less proper,completed,2,convenient,,problematic,priority,priority
usual,less proper,completed,2,convenient,,problematic,not recommended,not recommended
usual,less proper,completed,2,less convenient,convenient,non-problematic,recommended,very recommended
usual,less proper,completed,2,less convenient,convenient,non-problematic,priority,priority
usual,less proper,completed,2,less convenient,convenient,non-problematic,not recommended,
usual,less proper,completed,2,less convenient,convenient,slightly problematic,recommended,very recommended
usual,less proper,completed,2,less convenient,convenient,slightly problematic,priority,priority
usual,less proper,completed,2,,convenient,slightly problematic,not recommended,not recommended
usual,less proper,completed,2,less convenient,convenient,problematic,recommended,priority
,less proper,completed,2,less convenient,convenient,problematic,priority,priority
usual,less proper,completed,2,less convenient,convenient,problematic,not recommended,not recommended
usual,less proper,completed,2,less convenient,inconvenient,non-problematic,recommended,very recommended
,less proper,completed,2,less convenient,inconvenient,non-problematic,priority,priority
usual,less proper,completed,2,less convenient,inconvenient,non-problematic,not recommended,not recommended
usual,,completed,2,less convenient,inconvenient,slightly problematic,recommended,
usual,,completed,2,less convenient,inconvenient,,priority,priority
usual,less proper,completed,2,less convenient,,,,not recommended
usual,less proper,completed,2,less convenient,inconvenient,problematic,recommended,priority
usual,less proper,completed,2,less convenient,inconvenient,problematic,priority,priority
usual,less proper,completed,2,less convenient,inconvenient,,not recommended,
usual,less proper,completed,,critical,convenient,non-problematic,,priority
usual,less proper,completed,2,critical,convenient,non-problematic,priority,priority
usual,less proper,completed,2,critical,convenient,non-problematic,not recommended,not recommended
usual,less proper,completed,2,critical,,slightly problematic,,priority
usual,less proper,completed,2,critical,convenient,slightly problematic,priority,priority
usual,less proper,completed,2,critical,convenient,slightly problematic,not recommended,not recommended
usual,less proper,,2,critical,convenient,problematic,recommended,priority
usual,less proper,completed,2,critical,,problematic,priority,priority
usual,less proper,completed,2,critical,convenient,problematic,not recommended,not recommended
usual,less proper,completed,2,critical,inconvenient,non-problematic,recommended,priority
usual,less proper,completed,2,critical,inconvenient,non-problematic,priority,priority
usual,less proper,completed,2,critical,inconvenient,non-problematic,not recommended,not recommended
usual,less proper,completed,2,critical,inconvenient,slightly problematic,,priority
usual,less proper,completed,2,critical,inconvenient,slightly problematic,priority,priority
usual,less proper,completed,2,critical,,slightly problematic,not recommended,not recommended
usual,,completed,2,,inconvenient,problematic,recommended,priority
,less proper,completed,2,critical,inconvenient,problematic,priority,priority
usual,less proper,completed,2,,inconvenient,problematic,not recommended,
usual,less proper,completed,3,convenient,convenient,non-problematic,recommended,very recommended
usual,less proper,completed,,convenient,convenient,non-problematic,priority,priority
usual,less proper,completed,3,convenient,,non-problematic,not recommended,
usual,less proper,completed,3,convenient,convenient,slightly problematic,recommended,very recommended
usual,less proper,completed,3,convenient,convenient,slightly problematic,priority,priority
usual,less proper,completed,3,convenient,convenient,slightly problematic,not recommended,not recommended
usual,less proper,completed,,convenient,convenient,problematic,recommended,priority
usual,less proper,completed,3,convenient,,problematic,priority,priority
usual,less proper,completed,3,convenient,convenient,problematic,not recommended,not recommended
usual,less proper,,3,convenient,inconvenient,non-problematic,recommended,priority
usual,less proper,completed,,convenient,,non-problematic,priority,priority
usual,less proper,completed,3,convenient,inconvenient,non-problematic,not recommended,
usual,less proper,,3,convenient,,slightly problematic,recommended,priority
usual,less proper,completed,3,convenient,inconvenient,slightly problematic,priority,priority
usual,less proper,completed,,convenient,inconvenient,slightly problematic,not recommended,
usual,less proper,completed,3,convenient,inconvenient,problematic,recommended,priority
usual,less proper,completed,3,convenient,inconvenient,problematic,priority,priority
usual,less proper,completed,3,,inconvenient,problematic,not recommended,not recommended
usual,less proper,completed,3,less convenient,convenient,non-problematic,recommended,priority
usual,,completed,,less convenient,convenient,non-problematic,,priority
usual,less proper,completed,3,less convenient,convenient,non-problematic,not recommended,not recommended
,less proper,completed,3,less convenient,,slightly problematic,recommended,
usual,,completed,3,less convenient,convenient,,priority,priority
usual,less proper,completed,3,less convenient,convenient,slightly problematic,not recommended,not recommended
usual,less proper,,3,less convenient,convenient,problematic,,priority
usual,less proper,completed,3,less convenient,convenient,,priority,priority
usual,less proper,completed,3,less convenient,convenient,problematic,not recommended,not recommended
usual,less proper,completed,,,inconvenient,non-problematic,recommended,priority
usual,less proper,,3,less convenient,inconvenient,non-problematic,priority,priority
,less proper,completed,3,less convenient,inconvenient,non-problematic,not recommended,not recommended
usual,less proper,completed,3,less convenient,inconvenient,slightly problematic,recommended,priority
usual,less proper,completed,3,less convenient,inconvenient,slightly problematic,priority,priority
usual,less proper,completed,3,less convenient,inconvenient,,,not recommended
usual,less proper,completed,3,less convenient,inconvenient,problematic,recommended,priority
usual,less proper,completed,3,less convenient,inconvenient,,priority,priority
usual,less proper,completed,3,less convenient,inconvenient,problematic,not recommended,not recommended
usual,less proper,completed,3,critical,,non-problematic,recommended,priority
usual,less proper,completed,3,,convenient,,priority,priority
usual,less proper,completed,3,critical,convenient,non-problematic,not recommended,not recommended
usual,less proper,completed,,critical,convenient,slightly problematic,,priority
usual,less proper,completed,3,critical,convenient,slightly problematic,priority,priority
,less proper,completed,,,,slightly problematic,not recommended,not recommended
usual,less proper,completed,,critical,convenient,problematic,recommended,priority
usual,less proper,completed,3,critical,convenient,problematic,priority,priority
usual,less proper,completed,3,,convenient,problematic,not recommended,not recommended
usual,less proper,completed,3,critical,inconvenient,non-problematic,recommended,priority
usual,less proper,completed,3,critical,inconvenient,,priority,priority
usual,less proper,completed,3,critical,inconvenient,non-problematic,not recommended,not recommended
,less proper,completed,3,critical,inconvenient,slightly problematic,recommended,priority
usual,less proper,completed,3,critical,inconvenient,slightly problematic,priority,priority
usual,less proper,,3,critical,inconvenient,slightly problematic,not recommended,
usual,less proper,completed,3,critical,inconvenient,problematic,recommended,priority
usual,less proper,completed,3,critical,inconvenient,,priority,priority
,less proper,completed,3,critical,inconvenient,problematic,not recommended,not recommended
usual,,completed,more than 3,convenient,convenient,non-problematic,recommended,
usual,less proper,completed,more than 3,convenient,convenient,non-problematic,priority,priority
usual,less proper,completed,more than 3,convenient,convenient,non-problematic,not recommended,not recommended
usual,less proper,completed,,convenient,convenient,slightly problematic,recommended,
usual,less proper,completed,more than 3,convenient,convenient,,priority,priority
usual,less proper,completed,more than 3,convenient,convenient,slightly problematic,not recommended,not recommended
usual,less proper,completed,more than 3,convenient,convenient,problematic,recommended,priority
usual,less proper,completed,more than 3,convenient,convenient,problematic,priority,priority
usual,less proper,completed,more than 3,convenient,convenient,,not recommended,not recommended
usual,less proper,completed,more than 3,convenient,inconvenient,non-problematic,recommended,priority
usual,less proper,completed,,convenient,inconvenient,non-problematic,priority,priority
usual,less proper,completed,more than 3,convenient,inconvenient,,not recommended,not recommended
usual,less proper,completed,more than 3,convenient,inconvenient,slightly problematic,recommended,
,less proper,completed,more than 3,convenient,inconvenient,slightly problematic,priority,priority
,,completed,more than 3,convenient,,slightly problematic,not recommended,not recommended
usual,less proper,completed,more than 3,convenient,inconvenient,problematic,recommended,priority
usual,,completed,more than 3,convenient,inconvenient,problematic,,priority
usual,less proper,completed,more than 3,convenient,inconvenient,problematic,not recommended,not recommended
usual,less proper,completed,more than 3,less convenient,convenient,non-problematic,recommended,priority
usual,less proper,,more than 3,less convenient,convenient,non-problematic,priority,priority
usual,less proper,completed,more than 3,less convenient,convenient,non-problematic,not recommended,not recommended
usual,less proper,completed,more than 3,less convenient,convenient,slightly problematic,recommended,priority
usual,less proper,completed,more than 3,less convenient,convenient,slightly problematic,priority,priority
usual,,completed,more than 3,less convenient,,slightly problematic,not recommended,not recommended
usual,less proper,completed,more than 3,less convenient,convenient,problematic,recommended,priority
usual,less proper,completed,more than 3,less convenient,convenient,problematic,priority,priority
,,completed,more than 3,less convenient,convenient,problematic,not recommended,not recommended
