buying_price,maintenance_price,num_doors,num_persons,luggage_boot_size,safety_rating,car_acceptability
,,2,,,,
,high,2,,big,,
medium,high,,,big,high,acceptable
,,,,small,,
medium,,,more than 4,small,medium,
medium,high,,,small,,unacceptable
,,,more than 4,,low,unacceptable
medium,high,2,,medium,medium,
,high,,more than 4,,,acceptable
,,2,,big,low,unacceptable
,,2,more than 4,big,medium,
,,,,big,,
,high,3,2,small,,unacceptable
,,3,2,,,unacceptable
,,,,small,,
medium,high,,,,low,unacceptable
medium,high,3,2,,,unacceptable
,,3,,medium,high,
medium,,,2,big,low,
medium,,3,,big,,
,high,3,2,,,
medium,,3,4,small,low,unacceptable
medium,,3,,,,
,,3,,small,,acceptable
medium,high,3,,medium,,
medium,,3,4,,,
medium,high,,,medium,high,
,high,,,big,low,
,,,4,,medium,acceptable
,,3,4,big,,acceptable
medium,high,,more than 4,small,,
,,,more than 4,,,unacceptable
,,3,more than 4,small,high,
medium,,3,,medium,low,unacceptable
,,3,more than 4,,medium,acceptable
,high,3,,,high,acceptable
,high,3,more than 4,,low,
,,,more than 4,,medium,
,high,3,,big,,
medium,high,,2,small,,unacceptable
medium,high,,2,,medium,unacceptable
,high,4,2,,,unacceptable
,high,,,,,unacceptable
,,,2,,medium,unacceptable
medium,high,4,2,,,
medium,high,4,,big,,
,,4,,,medium,unacceptable
medium,,4,2,,high,
,high,4,,small,low,unacceptable
,high,,4,,,unacceptable
,,,4,,high,
,,,,,low,unacceptable
,,4,,,medium,acceptable
medium,,,4,,high,acceptable
,high,4,4,,,
,high,,,,medium,
,,4,,big,high,
medium,,4,more than 4,,,
medium,,4,,small,,unacceptable
,high,,,,high,
medium,,4,more than 4,medium,,
,,4,more than 4,medium,,acceptable
,high,,,,high,acceptable
,,,more than 4,,low,unacceptable
medium,,4,more than 4,,medium,acceptable
,,,more than 4,,high,acceptable
medium,,5 or more,,,low,
medium,,,,small,medium,unacceptable
,,5 or more,,,high,
medium,high,,,,low,unacceptable
,,5 or more,2,,,
medium,high,,2,,,
medium,,5 or more,,,,unacceptable
,high,,,,,
,high,5 or more,,,,
,high,,,,,unacceptable
,,5 or more,,small,medium,
medium,,5 or more,,,high,acceptable
medium,high,,,,,
medium,,,,medium,medium,acceptable
,high,,4,medium,,
medium,,5 or more,,,,
,,5 or more,,big,medium,acceptable
,,,4,big,,
medium,,5 or more,more than 4,small,,
medium,high,,,small,medium,unacceptable
medium,,,more than 4,small,,
medium,,,more than 4,medium,low,
medium,high,5 or more,more than 4,,,
,high,5 or more,more than 4,medium,,
,,,more than 4,big,,
medium,,5 or more,more than 4,big,,acceptable
,high,,,big,high,acceptable
medium,medium,,2,small,low,unacceptable
,medium,,,small,,unacceptable
,,2,2,small,high,unacceptable
,,,2,medium,,unacceptable
medium,,,2,medium,medium,
medium,,,2,,high,
medium,medium,,2,,low,
,,,2,,,
,medium,2,,big,high,
medium,medium,2,4,,low,unacceptable
,medium,,4,small,,
medium,,,,,,
,medium,2,,,low,
,,2,4,medium,medium,acceptable
,medium,,4,medium,high,
,medium,2,4,,low,unacceptable
medium,medium,2,4,big,medium,
,medium,2,4,,,very good
medium,,,more than 4,,low,
medium,medium,2,,small,,
medium,medium,2,,,,unacceptable
medium,medium,2,,,,
,medium,,more than 4,,medium,acceptable
medium,,2,more than 4,,,
medium,medium,2,,,low,
medium,medium,,more than 4,,medium,
medium,,,more than 4,,high,
medium,,3,,,,unacceptable
,medium,3,,small,,
medium,medium,3,,,,unacceptable
medium,medium,,,,,
medium,medium,3,,,medium,
medium,,,2,,high,unacceptable
,,3,2,,low,
,,,,big,,
,medium,3,,,,
,,,4,,low,unacceptable
medium,,,,small,,acceptable
medium,,3,,,,
medium,,,4,medium,,unacceptable
medium,,,,medium,medium,acceptable
,,,,medium,high,
,,,,,,
,,3,,big,,
,,3,,big,high,very good
medium,medium,,more than 4,,,
medium,medium,,more than 4,,,
,,3,more than 4,,,acceptable
medium,,,more than 4,medium,,
medium,,3,,medium,,
medium,,3,,,,very good
,,,more than 4,big,,
medium,,3,more than 4,big,,acceptable
medium,medium,,,,high,very good
,,,2,small,,
,medium,4,2,,medium,
medium,,4,2,small,high,
,medium,,,,low,
,,,2,medium,medium,
medium,medium,,2,medium,high,unacceptable
,,4,,,low,unacceptable
,medium,4,2,,,
,,,,big,,unacceptable
medium,,4,4,,low,
medium,,4,,small,,acceptable
medium,,4,,small,,acceptable
medium,,,,medium,,unacceptable
medium,,4,,,medium,
,medium,,4,medium,,
medium,,,4,,low,
,,4,4,big,,
,,4,4,,high,
medium,,,,,low,
,medium,4,more than 4,,medium,acceptable
,,,,,,acceptable
medium,medium,4,,medium,low,
medium,medium,4,more than 4,,,
medium,medium,4,,,high,very good
,,4,more than 4,,,unacceptable
medium,,,more than 4,,,acceptable
,medium,,more than 4,,,
medium,medium,,2,small,low,
medium,,,2,small,,
medium,medium,,2,,,unacceptable
,,5 or more,2,,low,unacceptable
,medium,,,medium,medium,
,,,,,high,
,medium,5 or more,,,low,
,medium,,,,,
medium,,,,big,high,
medium,,,,,,unacceptable
,medium,,,,medium,
medium,,,,,,
medium,,5 or more,,medium,low,
,medium,5 or more,,,medium,
medium,,,4,medium,,
medium,medium,,4,big,low,unacceptable
,medium,5 or more,,,,acceptable
,medium,5 or more,4,big,high,
medium,,5 or more,,small,low,unacceptable
,,5 or more,,small,,acceptable
,medium,5 or more,,,,acceptable
medium,medium,5 or more,,,,
medium,medium,,more than 4,medium,,
,medium,5 or more,more than 4,,,very good
medium,medium,5 or more,,big,low,
medium,,,,,,
medium,,,,big,,
medium,low,2,,,low,
,,2,,small,medium,
medium,low,2,,small,,unacceptable
,,2,2,medium,,
medium,low,2,,,medium,unacceptable
,low,2,,,,unacceptable
,,2,,,,unacceptable
medium,,2,2,,,
,low,2,,,,unacceptable
,low,,4,small,,
medium,,2,,small,,acceptable
medium,low,2,4,,high,good
,low,2,4,,,
,low,,,medium,,
,,2,4,medium,,good
,,,,,,unacceptable
,,,4,,medium,good
,,,4,,,
medium,,,more than 4,small,low,
medium,low,,more than 4,,medium,
medium,,2,,small,high,
medium,low,,,medium,,
,,,,medium,medium,
medium,low,2,,,high,good
medium,low,,more than 4,,,unacceptable
,,2,,big,medium,good
,,,,,high,
medium,,3,2,,,unacceptable
medium,low,,,small,medium,
medium,,,,,high,
,low,3,2,medium,,unacceptable
medium,low,,,medium,,unacceptable
medium,low,3,2,,high,unacceptable
,,,2,,low,
,low,,2,big,medium,
medium,low,3,,big,high,unacceptable
,,,,,,unacceptable
,low,,,,,acceptable
medium,,,,small,high,good
medium,low,,,medium,low,unacceptable
medium,,3,4,,medium,acceptable
,,,4,,high,good
,low,3,,,low,unacceptable
,,,4,,medium,good
,low,,4,,high,very good
,,,,small,low,
medium,low,3,,,,acceptable
,,,more than 4,,,
,low,,,medium,,
medium,,,,,medium,good
medium,,,more than 4,medium,,
,,,,big,low,
,low,,more than 4,,medium,
,,,,big,,
medium,low,4,2,,low,unacceptable
medium,,,,small,medium,unacceptable
,low,4,,small,,unacceptable
medium,low,4,2,,,unacceptable
,,4,2,,,
,,4,,,,unacceptable
,,,2,big,,
,low,4,,,,
medium,,,,big,high,
,,,,small,low,unacceptable
,low,4,,,,
,low,,4,,high,
medium,,,4,,low,unacceptable
,,4,,medium,medium,
,low,,,,high,
,low,,,big,low,unacceptable
,low,,,,,good
,low,4,4,,high,
,low,,,small,,unacceptable
,,,,,medium,acceptable
medium,,4,more than 4,small,,good
medium,,4,,medium,low,unacceptable
,,4,,,medium,
,,,more than 4,medium,high,very good
medium,low,,more than 4,,low,unacceptable
,low,,more than 4,,medium,
,,,,big,,
,low,5 or more,2,small,,
,low,5 or more,,,,
medium,,5 or more,,small,high,unacceptable
medium,low,5 or more,2,medium,low,unacceptable
medium,low,,,,medium,unacceptable
,low,5 or more,,medium,high,
medium,low,,,big,,
,low,5 or more,2,,medium,
,,,2,big,,unacceptable
medium,low,,4,,low,
medium,,,4,small,medium,acceptable
,low,,,small,high,good
medium,low,,,medium,,
,low,,4,medium,,good
medium,low,5 or more,,medium,,very good
medium,low,,,,,
medium,,5 or more,,big,medium,good
medium,,5 or more,,,high,
medium,,,,,,
,low,,more than 4,,medium,
,low,,more than 4,,high,
,low,,more than 4,,low,
medium,low,,,,medium,
,,,more than 4,medium,high,very good
medium,,,more than 4,big,low,
,,5 or more,more than 4,big,,good
,,5 or more,,,high,very good
,very high,,2,small,low,unacceptable
,,,,small,,
,very high,,2,,,
low,very high,2,,,low,
low,very high,,2,,,
low,,2,2,medium,high,
,,2,2,big,low,unacceptable
,very high,2,,big,,unacceptable
low,very high,,2,big,,unacceptable
low,very high,,,small,,
low,very high,2,,,,
low,very high,,,,,
low,very high,2,,medium,low,unacceptable
,very high,2,4,,,
,very high,,,,,
low,very high,,,,,unacceptable
low,very high,2,,big,medium,acceptable
,very high,2,4,,high,acceptable
low,very high,2,,small,,unacceptable
,very high,2,more than 4,small,medium,unacceptable
,,,,small,high,unacceptable
,,2,more than 4,,low,unacceptable
,very high,,more than 4,,,unacceptable
,very high,,,,,acceptable
,very high,2,more than 4,,low,
,,,,big,,
low,,,,big,,
low,very high,3,2,,,
,,,2,small,,unacceptable
,,3,,,,unacceptable
low,,3,2,medium,low,
,very high,3,2,medium,medium,unacceptable
low,very high,3,,,,unacceptable
low,very high,,,big,,
,,3,,big,,unacceptable
,very high,3,,big,high,
,very high,3,,,low,unacceptable
low,,3,,,medium,unacceptable
,,3,4,small,high,
low,very high,3,4,medium,,
low,,,4,medium,,unacceptable
low,very high,3,,,,acceptable
low,very high,3,4,big,,
low,,,4,,medium,
,,3,,big,high,acceptable
,,3,more than 4,small,,unacceptable
,,,,,,unacceptable
,very high,,,,,acceptable
,very high,,more than 4,medium,,
,very high,,more than 4,medium,medium,acceptable
low,,3,more than 4,,high,
low,very high,,more than 4,,,
low,,,more than 4,,,
,,,more than 4,big,,
,very high,,,small,,
low,very high,,2,,medium,
low,very high,4,2,small,,
low,very high,,2,medium,low,unacceptable
,,,,medium,medium,unacceptable
low,,,,,high,
,,4,,,,unacceptable
,very high,4,2,big,,
,very high,,,big,high,
low,very high,,,small,low,
,very high,4,4,,,unacceptable
,very high,4,,small,,acceptable
,,4,4,,low,
,,,,,,
,very high,,4,medium,high,acceptable
low,,4,4,big,low,
low,very high,,,big,medium,
low,,,,,,
low,very high,,,,low,
,very high,4,,,,unacceptable
low,,4,,,,
,,,,medium,,
low,very high,4,,,medium,acceptable
,very high,,more than 4,medium,high,acceptable
low,,,,,low,
,very high,4,,,,acceptable
,very high,,,big,,
,,5 or more,,,,unacceptable
low,very high,5 or more,,,,
,very high,5 or more,2,,high,unacceptable
low,,,,,low,
,very high,5 or more,,medium,,
,very high,5 or more,,medium,,unacceptable
,,5 or more,2,,,
,very high,5 or more,,,medium,
low,,5 or more,2,big,high,
low,very high,,,,,
low,,5 or more,,,,
,,,4,small,,acceptable
low,,5 or more,4,,,
,very high,,4,medium,medium,acceptable
,,5 or more,,,high,acceptable
,very high,5 or more,,,low,
,,5 or more,,,,acceptable
,very high,5 or more,,big,high,acceptable
,very high,5 or more,more than 4,,low,
,,5 or more,,small,medium,
low,,,more than 4,small,high,acceptable
,,5 or more,,,low,
,very high,5 or more,more than 4,medium,,acceptable
low,,,more than 4,medium,high,acceptable
low,very high,5 or more,,big,,unacceptable
low,very high,5 or more,,,,acceptable
low,very high,,,big,,acceptable
low,high,,2,,low,
,high,,2,small,medium,unacceptable
,high,,,small,,unacceptable
low,high,2,,medium,low,
,high,,,medium,medium,unacceptable
low,high,,,,high,
,high,,,big,,
,high,2,,big,,unacceptable
,high,2,2,,,unacceptable
,high,2,4,,low,unacceptable
low,,,,,medium,acceptable
,high,,,,,acceptable
,high,,4,,,
,,2,4,medium,medium,
,high,2,4,medium,,
,,,,big,low,unacceptable
low,,,4,,,
,high,,4,big,,
,,2,more than 4,small,,unacceptable
low,,2,,small,medium,
low,,,more than 4,small,,
,,2,more than 4,medium,,unacceptable
,high,2,more than 4,,,
low,,,,medium,,acceptable
low,high,,,,,
low,,2,,big,medium,acceptable
low,high,2,,big,,
,,,,,low,
low,,3,2,small,medium,
low,high,3,2,,high,
low,,3,,,low,unacceptable
low,,,2,medium,medium,
low,,3,,,high,unacceptable
,,,2,,,unacceptable
low,high,3,2,big,medium,unacceptable
,high,,,,,unacceptable
low,high,3,,,low,unacceptable
,high,,,,,acceptable
low,,3,4,,,acceptable
low,high,,4,,,unacceptable
,,,,medium,,
,,3,,medium,,
low,high,,4,,low,unacceptable
low,high,,4,,,
,high,3,4,,,very good
,high,3,more than 4,small,low,
low,,,,small,,
,high,3,more than 4,small,,
low,,,,,,unacceptable
,high,,,,medium,
low,high,3,,,,very good
,high,3,,,low,
,high,,more than 4,big,medium,
,high,,,,,
low,,,2,small,,
low,high,4,2,,medium,
low,high,4,,,high,unacceptable
low,,,2,,low,
low,high,4,,medium,,unacceptable
,,,,medium,,unacceptable
low,,4,,,,unacceptable
,high,4,2,,medium,unacceptable
low,high,4,,,,
,,,4,,low,
low,high,,,,,acceptable
low,,,,,high,
low,,,4,,low,unacceptable
,,4,4,medium,,acceptable
,high,4,,medium,,very good
,high,,4,big,,
low,,4,,big,,
,,,,big,high,very good
,high,,more than 4,,,
low,,4,,small,medium,
,high,4,,small,high,
low,,,more than 4,,,unacceptable
low,high,4,more than 4,,,acceptable
,high,4,,medium,high,
low,,,more than 4,big,low,unacceptable
low,,4,more than 4,,,acceptable
low,high,4,more than 4,big,high,
low,high,5 or more,2,,,
,,5 or more,,,medium,unacceptable
,high,5 or more,,,high,unacceptable
low,,,2,,,unacceptable
,high,5 or more,,medium,,unacceptable
,,5 or more,,medium,,
low,,,2,big,low,unacceptable
,high,,2,,medium,unacceptable
low,high,5 or more,2,,,
,high,5 or more,4,small,low,
,,,4,small,medium,acceptable
low,,5 or more,,,,
,,5 or more,4,,,unacceptable
,high,5 or more,,,,
,high,,4,medium,,
,,5 or more,,big,,
low,high,,,big,,
low,,5 or more,4,big,high,very good
low,high,,,small,low,
low,,5 or more,more than 4,small,,acceptable
,,,more than 4,,,acceptable
low,high,5 or more,,medium,low,
,,,more than 4,medium,medium,acceptable
,high,,more than 4,,high,
,,5 or more,more than 4,,low,unacceptable
low,high,,,big,medium,acceptable
low,,5 or more,,big,,very good
low,,,2,small,,unacceptable
low,,,2,small,medium,unacceptable
,,,,small,high,
,medium,2,2,medium,low,unacceptable
,,,2,medium,medium,
,,,2,medium,high,unacceptable
low,medium,,2,big,low,
,,2,,big,medium,
low,medium,,2,,,unacceptable
low,medium,2,4,small,low,unacceptable
,medium,,4,,medium,
,medium,,4,,,
low,,2,,,,
low,medium,2,,,,acceptable
,medium,,,,,good
,medium,,4,,low,unacceptable
low,,2,,,,
low,,2,4,big,high,
low,,2,more than 4,small,,
,,,more than 4,,medium,unacceptable
low,,,,,high,
low,medium,2,,,low,
,,,more than 4,,medium,
low,medium,2,,,,good
low,medium,,more than 4,,low,
low,,,more than 4,,medium,good
low,,,more than 4,,high,
,,,,small,low,
low,medium,3,2,small,,
,medium,,2,,high,
,,,,medium,,
low,,3,2,,,
low,medium,3,2,,high,unacceptable
low,medium,3,,,,
low,,3,2,,medium,unacceptable
low,,,,,high,unacceptable
low,medium,3,,small,,unacceptable
,,3,4,small,medium,
low,,3,4,,high,good
,medium,3,4,,,unacceptable
,medium,,4,medium,,
low,medium,,4,,,good
,medium,,,,low,unacceptable
low,,,4,,medium,
low,,3,,,,
,medium,3,more than 4,small,low,
,,3,,,medium,
low,medium,,,,high,
low,medium,,,medium,,unacceptable
,medium,3,more than 4,,,good
,,3,,,,very good
low,,,,big,,unacceptable
,medium,,more than 4,,,good
low,,3,more than 4,big,,very good
,,4,,,low,unacceptable
,,4,,small,medium,
low,medium,,2,small,high,unacceptable
,,,,,low,unacceptable
low,medium,4,,medium,,unacceptable
low,,4,2,,high,
,medium,4,2,big,,unacceptable
low,medium,,2,big,medium,unacceptable
,medium,4,,big,,
low,,,4,,,
,medium,4,4,small,,acceptable
low,medium,4,4,small,,good
,,,,,,unacceptable
low,medium,,4,medium,,good
low,,4,4,,,
,medium,4,,big,,
,medium,,,,medium,good
,,4,4,,high,very good
,medium,4,more than 4,,,
,medium,4,more than 4,small,,acceptable
low,,4,,small,high,
low,medium,,,,low,unacceptable
low,medium,4,,medium,,
low,,4,more than 4,,,very good
low,,,more than 4,big,,
low,medium,4,more than 4,big,,good
,medium,,,big,high,
low,,,2,,low,
low,medium,,,small,medium,
low,,,,,high,unacceptable
low,medium,5 or more,2,medium,low,unacceptable
,medium,5 or more,2,medium,medium,unacceptable
,medium,,2,medium,,
low,,,2,,,unacceptable
,,5 or more,2,big,medium,unacceptable
,,,,big,high,
low,,,4,,,
,medium,5 or more,,,medium,acceptable
,,5 or more,4,,high,
low,medium,5 or more,,,,unacceptable
,,,4,,,
low,medium,5 or more,4,medium,,very good
,,5 or more,,,,unacceptable
,medium,5 or more,4,,medium,
,,5 or more,,,,
low,medium,5 or more,,,low,
low,,5 or more,,,medium,acceptable
,medium,5 or more,,,,
low,,,,medium,,
,medium,,more than 4,,,good
,medium,5 or more,more than 4,medium,,
low,medium,5 or more,,,low,
,,5 or more,,big,,good
low,,5 or more,,,high,
,,,2,,low,unacceptable
,,2,,,,unacceptable
low,,,2,small,high,unacceptable
,low,,,medium,,unacceptable
,low,2,,medium,,unacceptable
,low,,,,,unacceptable
low,low,,,,low,unacceptable
,,,2,big,medium,
low,low,,2,,,unacceptable
,low,2,,small,low,
,,,,,,acceptable
,low,2,4,,high,good
low,,,4,,,
low,low,,4,medium,,acceptable
low,low,,4,,,
low,low,,,big,,unacceptable
,,2,,,,good
low,,,4,,high,
,low,,more than 4,,,unacceptable
,low,,more than 4,small,,unacceptable
low,,2,more than 4,,,
,low,,more than 4,,,unacceptable
low,low,,,,medium,
low,low,,more than 4,medium,high,
,,,more than 4,big,,unacceptable
low,,,more than 4,big,medium,
,,2,more than 4,,high,very good
low,low,,2,,,unacceptable
low,low,3,2,small,,unacceptable
,,,2,small,high,unacceptable
,low,3,2,medium,low,unacceptable
low,,3,,,medium,
low,,,,,high,
,,,2,,low,unacceptable
low,low,,,big,medium,unacceptable
low,,,2,big,,unacceptable
,,3,4,small,,
low,,3,4,small,,acceptable
,,,,small,,
low,,3,,,low,
low,,,,,,acceptable
,,,4,medium,high,good
,,3,4,,,unacceptable
low,,3,,,,
,low,,4,,,very good
low,low,3,,,low,unacceptable
low,low,3,,small,medium,acceptable
,,,,small,,
,low,3,,,,unacceptable
,low,,,medium,,good
,low,3,more than 4,,,
low,low,,,,,
,low,3,more than 4,,medium,good
,low,,,,,very good
,,,2,,low,unacceptable
,,4,,,medium,
,,,2,small,high,unacceptable
,,,,medium,low,
,,,,medium,medium,unacceptable
,,4,2,medium,high,unacceptable
low,,4,,,low,
,,,,,,
low,,,2,big,high,
low,low,4,4,small,low,unacceptable
,low,4,,small,,
low,,,,,,
,low,4,,medium,,
,low,4,,,,good
low,,4,,medium,high,
low,low,,,big,,
,low,4,4,big,,good
low,,,,big,high,very good
low,,4,more than 4,,low,
low,low,4,more than 4,,medium,
low,low,4,,small,high,good
,,,more than 4,medium,low,
,low,4,more than 4,medium,,good
low,,,,,high,
,,4,,big,,
,,,,big,medium,
,low,4,,big,high,very good
,,,2,small,,unacceptable
low,low,5 or more,2,,medium,unacceptable
,,5 or more,,small,,
,,5 or more,2,,,
,low,,,,,
,low,5 or more,2,,,unacceptable
low,low,,,big,low,unacceptable
low,low,5 or more,2,big,medium,
,low,,2,,,unacceptable
,,,4,,low,
low,,,,,medium,
,low,,,small,high,
,low,,4,,low,
low,,5 or more,,,medium,good
low,,5 or more,,medium,high,
low,low,,4,,low,
,,5 or more,4,big,,
low,low,,,big,,very good
low,low,5 or more,,small,low,
low,,5 or more,,small,,
low,low,,,,high,good
low,low,5 or more,,,low,unacceptable
low,low,5 or more,more than 4,,,good
low,,,,,high,
low,,5 or more,,big,low,unacceptable
,,,,big,medium,good
low,,,,big,high,
