class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
edible,,scaly,,,almond,free,,broad,,enlarging,,smooth,scaly,white,white,partial,white,one,,brown,,grasses
edible,convex,,gray,,,,,broad,black,,equal,fibrous,fibrous,white,,partial,white,one,evanescent,black,abundant,grasses
,convex,fibrous,brown,,,,,,,,equal,fibrous,smooth,,,partial,,one,evanescent,black,abundant,grasses
edible,,fibrous,white,no,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,,partial,,one,evanescent,black,abundant,grasses
,convex,scaly,yellow,bruises,almond,,close,,,enlarging,club,,smooth,white,white,partial,,one,pendant,brown,scattered,
edible,,fibrous,brown,bruises,,free,close,,pink,tapering,,,smooth,,white,partial,white,,pendant,black,solitary,woods
,convex,fibrous,white,,,free,crowded,broad,,tapering,equal,smooth,smooth,white,white,,white,,,,abundant,grasses
edible,convex,,white,no,none,,crowded,broad,brown,tapering,equal,,smooth,,,,white,one,evanescent,,,grasses
poisonous,flat,,brown,bruises,,free,close,,brown,enlarging,equal,,smooth,,white,partial,white,one,,brown,,
poisonous,flat,smooth,white,bruises,pungent,,close,,,,,smooth,smooth,white,white,partial,white,one,,,several,urban
,convex,smooth,,no,none,,crowded,broad,pink,,equal,,,white,white,partial,white,one,evanescent,,abundant,grasses
,convex,fibrous,,,none,free,,narrow,brown,enlarging,equal,smooth,smooth,white,,,white,one,,brown,several,urban
,flat,,brown,no,none,,crowded,,pink,tapering,equal,fibrous,fibrous,,,partial,,,evanescent,black,,grasses
edible,convex,,white,no,none,free,crowded,broad,,,equal,,,white,white,,white,one,evanescent,black,abundant,grasses
poisonous,flat,smooth,white,bruises,pungent,,close,,white,,equal,smooth,smooth,,white,partial,white,one,pendant,,scattered,grasses
,bell,smooth,yellow,,almond,free,close,broad,black,enlarging,club,smooth,smooth,,white,partial,white,one,,brown,scattered,
edible,convex,,brown,no,,free,crowded,,,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,,
,flat,,,bruises,,,close,narrow,,enlarging,equal,smooth,smooth,,white,partial,white,one,pendant,black,scattered,urban
edible,convex,,gray,,none,,,broad,,,equal,fibrous,fibrous,white,,partial,white,one,evanescent,black,abundant,
,convex,,gray,,none,free,crowded,broad,black,tapering,,smooth,fibrous,white,,,white,,evanescent,brown,,grasses
edible,convex,smooth,white,no,none,free,crowded,broad,brown,tapering,,,smooth,,white,partial,white,,evanescent,,scattered,grasses
,,,,,pungent,free,close,narrow,brown,,,smooth,smooth,,white,,white,one,pendant,,,urban
edible,flat,smooth,white,,none,,crowded,broad,black,,equal,,fibrous,white,white,partial,white,,evanescent,,abundant,
,,,brown,no,,,crowded,broad,chocolate,tapering,equal,fibrous,smooth,,white,,white,one,evanescent,,abundant,
edible,flat,fibrous,brown,no,none,,,broad,pink,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses
edible,,fibrous,brown,,none,,,,pink,,equal,fibrous,fibrous,white,white,partial,white,one,,,,grasses
poisonous,flat,scaly,brown,bruises,pungent,free,close,narrow,black,enlarging,equal,,,,white,partial,white,one,,,several,grasses
edible,convex,,,no,none,free,crowded,broad,pink,tapering,equal,smooth,,white,white,partial,white,one,,brown,scattered,grasses
,flat,smooth,white,,none,,crowded,,pink,tapering,equal,,,white,white,partial,white,one,evanescent,brown,,grasses
poisonous,flat,scaly,,,pungent,,close,,,,,smooth,smooth,,,partial,white,one,,black,several,urban
edible,flat,,,,none,,crowded,broad,,tapering,equal,,,white,,partial,,one,evanescent,,,
edible,flat,,brown,bruises,none,free,close,broad,white,,,smooth,smooth,white,gray,partial,,,,brown,,
edible,,fibrous,gray,,,free,crowded,broad,chocolate,tapering,,smooth,,white,,partial,white,,,brown,,grasses
edible,convex,fibrous,gray,,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,,partial,white,one,pendant,black,several,woods
edible,,scaly,brown,bruises,none,free,close,broad,pink,,,smooth,,pink,,partial,white,one,,brown,,woods
edible,flat,fibrous,brown,,none,free,,broad,,,bulbous,smooth,smooth,pink,,,white,one,,brown,solitary,
edible,flat,,red,bruises,none,free,close,,pink,tapering,,,smooth,pink,,partial,,,pendant,black,several,woods
,flat,,gray,no,,,crowded,broad,,tapering,equal,fibrous,smooth,white,white,,white,one,evanescent,brown,scattered,
edible,convex,fibrous,gray,bruises,none,free,close,broad,purple,tapering,,smooth,smooth,pink,pink,,,one,pendant,brown,solitary,woods
edible,,scaly,gray,bruises,,,,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,,pendant,black,solitary,woods
edible,convex,fibrous,,,none,,crowded,,pink,tapering,equal,fibrous,smooth,,white,,white,,,,scattered,grasses
poisonous,flat,,brown,bruises,,,close,narrow,brown,enlarging,equal,smooth,smooth,white,,,,one,,brown,scattered,grasses
edible,flat,fibrous,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,,gray,white,partial,white,one,pendant,black,,
poisonous,convex,,brown,,pungent,,,,brown,enlarging,equal,,smooth,,,partial,white,one,pendant,,several,
,,smooth,white,,,free,close,broad,,enlarging,club,smooth,,white,,partial,,one,,brown,scattered,grasses
edible,,,white,no,,free,,broad,,,equal,smooth,,white,white,,white,one,evanescent,black,,
edible,convex,scaly,,bruises,,,close,broad,,,club,smooth,smooth,white,,,white,one,pendant,brown,scattered,
poisonous,,fibrous,gray,no,foul,free,close,broad,,enlarging,,,silky,brown,,partial,,one,large,chocolate,,
,,smooth,brown,no,none,free,,,black,tapering,equal,fibrous,,white,white,partial,white,one,evanescent,brown,abundant,grasses
,flat,smooth,white,,none,free,,,pink,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,brown,scattered,grasses
edible,,fibrous,brown,bruises,none,,close,broad,pink,tapering,bulbous,smooth,smooth,,,partial,white,one,,black,several,woods
,,smooth,,no,none,free,,,chocolate,tapering,equal,,smooth,,white,,white,,evanescent,black,scattered,
edible,convex,fibrous,brown,no,,free,,broad,chocolate,tapering,equal,,fibrous,white,,partial,white,one,evanescent,black,scattered,grasses
,convex,smooth,,bruises,,,close,,pink,enlarging,,,,,,partial,white,,pendant,,several,
,flat,fibrous,brown,bruises,,free,close,,pink,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,solitary,woods
,convex,scaly,white,bruises,anise,,close,,black,,club,smooth,smooth,white,white,partial,white,,,,numerous,
edible,,fibrous,gray,no,none,free,,broad,brown,,,fibrous,,white,,partial,white,one,evanescent,black,scattered,grasses
edible,convex,scaly,red,,,free,,broad,brown,,bulbous,smooth,smooth,white,gray,partial,,one,pendant,,,woods
,flat,fibrous,white,no,none,,,broad,brown,,equal,smooth,smooth,white,,,white,,evanescent,black,scattered,
,convex,smooth,gray,no,none,free,crowded,broad,pink,,,fibrous,,,white,partial,white,one,,,abundant,grasses
edible,convex,scaly,,bruises,none,free,,,brown,,bulbous,,,,pink,partial,white,one,pendant,black,several,woods
edible,convex,scaly,gray,bruises,none,free,,broad,white,tapering,bulbous,smooth,smooth,,,partial,white,,,brown,solitary,woods
,convex,,gray,,none,,close,broad,,,bulbous,smooth,,gray,white,,,one,pendant,,several,
edible,,smooth,white,no,none,free,crowded,broad,brown,,equal,,smooth,white,,,white,one,evanescent,brown,,grasses
edible,convex,fibrous,gray,,,free,close,broad,purple,tapering,,smooth,,,,partial,,one,pendant,,several,woods
edible,,,brown,,,free,,broad,purple,tapering,bulbous,smooth,smooth,gray,,partial,white,one,pendant,brown,,
,,fibrous,red,bruises,none,free,close,broad,white,,bulbous,smooth,smooth,gray,,,,one,pendant,,,woods
edible,convex,,brown,bruises,none,free,close,broad,,tapering,bulbous,smooth,,pink,gray,,white,one,,brown,solitary,woods
edible,flat,fibrous,,no,none,free,crowded,broad,,tapering,equal,fibrous,fibrous,,white,partial,white,,evanescent,brown,scattered,grasses
edible,,scaly,brown,bruises,,free,close,,,tapering,bulbous,smooth,smooth,pink,white,,,one,pendant,black,solitary,woods
,convex,smooth,gray,no,none,free,crowded,broad,brown,tapering,,smooth,fibrous,,white,partial,white,one,,black,,grasses
edible,convex,fibrous,gray,no,,,,broad,chocolate,tapering,equal,fibrous,smooth,white,,partial,,one,evanescent,black,abundant,grasses
edible,flat,,white,no,none,,,broad,,tapering,equal,smooth,,white,white,partial,white,one,evanescent,brown,,
edible,,scaly,gray,bruises,none,free,,broad,,tapering,,smooth,,white,pink,,white,one,pendant,black,several,
,flat,scaly,brown,bruises,pungent,free,,,black,,equal,smooth,smooth,,white,partial,white,one,,brown,scattered,urban
,convex,scaly,red,,none,,close,broad,pink,,bulbous,smooth,smooth,pink,gray,partial,white,one,,,several,
edible,flat,,,,,free,crowded,broad,,tapering,,smooth,,white,,partial,,,evanescent,black,scattered,grasses
edible,flat,smooth,gray,,none,free,crowded,broad,chocolate,tapering,,,,white,,partial,,,,,abundant,grasses
edible,convex,scaly,gray,bruises,none,,close,,white,tapering,bulbous,smooth,,gray,pink,,white,one,,,several,woods
,flat,fibrous,gray,bruises,,free,,broad,pink,tapering,bulbous,smooth,,pink,,partial,white,one,pendant,,,woods
edible,,,,bruises,none,free,close,broad,,tapering,bulbous,,smooth,gray,white,partial,white,one,pendant,black,,woods
,flat,fibrous,,bruises,none,free,close,broad,brown,,,,,,pink,partial,white,one,pendant,black,several,woods
edible,,smooth,white,no,none,free,crowded,broad,chocolate,tapering,equal,,smooth,,white,partial,white,one,evanescent,brown,abundant,grasses
edible,convex,fibrous,red,bruises,none,free,close,,,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,,,woods
edible,convex,fibrous,,bruises,none,free,,broad,pink,tapering,bulbous,,smooth,white,pink,partial,white,one,pendant,black,several,woods
edible,,fibrous,gray,bruises,none,free,close,broad,purple,,bulbous,,smooth,white,,,,,pendant,black,,
edible,,fibrous,,bruises,none,,,broad,brown,tapering,,smooth,smooth,pink,,partial,white,one,pendant,,,
,,,,,almond,,,narrow,,,,smooth,smooth,,white,partial,white,one,pendant,,several,woods
edible,convex,,,bruises,none,free,close,,white,tapering,bulbous,smooth,smooth,,,,white,one,,brown,,
poisonous,flat,smooth,white,bruises,pungent,free,close,narrow,white,enlarging,,,smooth,white,white,partial,white,one,pendant,,several,grasses
edible,,,white,,none,free,,broad,chocolate,tapering,equal,fibrous,fibrous,white,white,,white,one,evanescent,black,scattered,
edible,,fibrous,red,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,,,gray,partial,white,one,pendant,,solitary,woods
,convex,scaly,brown,bruises,none,free,close,broad,,tapering,bulbous,smooth,smooth,pink,,partial,white,one,pendant,black,,
edible,,fibrous,white,no,none,free,,broad,chocolate,tapering,,fibrous,smooth,,white,partial,white,one,evanescent,black,abundant,grasses
,,,,bruises,,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,,pendant,brown,solitary,woods
edible,convex,,gray,,,free,,broad,brown,tapering,equal,,smooth,white,white,,white,,evanescent,brown,scattered,grasses
,convex,scaly,,bruises,none,free,close,broad,white,,,smooth,,pink,gray,partial,white,one,,brown,solitary,
edible,,scaly,brown,bruises,,,close,broad,purple,tapering,bulbous,smooth,smooth,,,,white,,,brown,several,woods
edible,convex,smooth,white,no,,free,crowded,broad,pink,,equal,,smooth,white,white,partial,,one,evanescent,black,abundant,
edible,convex,smooth,,no,none,,,,brown,tapering,,smooth,,white,white,partial,white,,,black,,grasses
edible,convex,,white,no,none,free,crowded,broad,brown,tapering,equal,,,,,partial,white,one,evanescent,black,scattered,grasses
edible,convex,smooth,brown,no,none,free,crowded,,,,,smooth,,white,,partial,,one,evanescent,black,scattered,
edible,flat,fibrous,,,none,free,,broad,,,bulbous,smooth,smooth,pink,gray,partial,,one,pendant,,solitary,woods
edible,flat,,,no,,,,broad,,,,smooth,fibrous,,white,partial,white,,evanescent,black,,
,flat,fibrous,,,none,free,crowded,broad,black,,equal,smooth,smooth,white,white,,,one,evanescent,black,abundant,
edible,convex,scaly,red,,,free,close,broad,white,tapering,bulbous,smooth,,gray,gray,partial,white,,,brown,,woods
edible,convex,,red,bruises,none,,close,,pink,tapering,bulbous,smooth,,pink,white,,white,,,brown,,woods
edible,convex,scaly,,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,,,partial,white,one,pendant,,several,woods
edible,convex,fibrous,red,,none,,close,broad,,tapering,bulbous,smooth,,,gray,partial,white,one,,,solitary,
edible,flat,smooth,brown,no,none,free,crowded,,chocolate,,equal,,smooth,white,white,partial,white,,evanescent,brown,scattered,
,convex,smooth,white,,none,free,,broad,,tapering,equal,,smooth,white,,partial,white,one,evanescent,black,abundant,
,convex,smooth,,,none,free,,,chocolate,tapering,equal,smooth,fibrous,,white,,white,one,,black,,grasses
,,fibrous,white,no,,free,crowded,broad,black,tapering,equal,smooth,smooth,white,white,,white,one,evanescent,brown,abundant,grasses
edible,convex,fibrous,,bruises,none,,,broad,purple,tapering,,,,gray,pink,partial,white,one,,,,woods
,convex,,,bruises,none,free,close,,purple,tapering,bulbous,,smooth,,,,white,one,pendant,brown,solitary,woods
,flat,fibrous,brown,bruises,none,,close,,,tapering,bulbous,,smooth,gray,,partial,,one,pendant,black,several,woods
edible,,,white,bruises,anise,free,crowded,narrow,pink,,bulbous,smooth,smooth,white,white,,white,one,pendant,,several,
,,,white,,,free,crowded,broad,black,tapering,equal,fibrous,,white,,partial,white,,evanescent,black,abundant,grasses
,flat,scaly,white,bruises,pungent,free,close,narrow,,enlarging,equal,smooth,smooth,,white,partial,white,,pendant,black,,grasses
,flat,fibrous,gray,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,,one,pendant,,several,
edible,,fibrous,brown,bruises,,free,close,broad,,tapering,bulbous,,,white,gray,partial,white,one,pendant,,,
,convex,,white,no,none,free,,broad,,tapering,equal,fibrous,fibrous,white,white,,,one,evanescent,brown,,grasses
,convex,,,no,none,,crowded,,chocolate,tapering,equal,fibrous,,,white,partial,white,,evanescent,brown,,grasses
edible,convex,smooth,brown,,none,free,crowded,,chocolate,tapering,equal,smooth,,white,white,,,one,evanescent,brown,abundant,
edible,convex,fibrous,brown,,none,,,broad,,tapering,,smooth,,white,,partial,white,one,evanescent,,,
edible,convex,,gray,no,,free,crowded,broad,chocolate,,equal,smooth,smooth,white,white,,white,one,,brown,,grasses
edible,,,brown,bruises,,free,close,,white,,,smooth,,gray,gray,partial,,,,brown,several,
edible,,,,bruises,,free,,broad,purple,,bulbous,smooth,,pink,pink,partial,white,one,pendant,,solitary,woods
edible,,smooth,gray,no,none,free,crowded,broad,,tapering,,,,white,white,partial,white,one,,brown,,grasses
edible,,smooth,,,none,free,,broad,brown,tapering,,,,white,white,partial,,,evanescent,black,abundant,grasses
edible,,,,no,none,free,crowded,broad,pink,,,fibrous,smooth,white,,,white,one,,brown,scattered,grasses
edible,flat,,gray,,,,close,broad,brown,tapering,bulbous,,smooth,pink,white,,white,,,black,,woods
edible,,smooth,white,,none,free,crowded,broad,,tapering,equal,fibrous,,,,,white,,,brown,abundant,grasses
,flat,fibrous,brown,no,none,,,broad,,tapering,equal,smooth,fibrous,white,,,white,one,evanescent,,,
,flat,,white,no,none,free,crowded,broad,chocolate,,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,,grasses
edible,convex,fibrous,gray,,,free,crowded,broad,,tapering,,,,white,,,white,,evanescent,brown,scattered,grasses
edible,flat,fibrous,brown,no,none,free,crowded,,black,tapering,,smooth,,,white,,white,,evanescent,brown,abundant,grasses
,flat,fibrous,brown,no,none,free,crowded,broad,,tapering,,fibrous,,white,white,,white,one,evanescent,black,,grasses
edible,convex,fibrous,,bruises,,free,close,,white,tapering,bulbous,smooth,,,,,white,one,,brown,several,woods
,flat,smooth,gray,,none,free,crowded,,chocolate,tapering,,smooth,fibrous,white,white,,,,,,abundant,grasses
edible,flat,,white,no,none,free,,broad,brown,tapering,,fibrous,,white,,partial,white,one,evanescent,brown,,grasses
edible,convex,,,bruises,none,,,broad,,tapering,bulbous,smooth,smooth,,white,partial,white,one,pendant,black,several,woods
edible,,scaly,gray,bruises,none,free,,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,partial,,one,,black,several,
edible,,scaly,red,bruises,none,free,,broad,brown,tapering,,,,gray,pink,partial,white,one,pendant,black,,woods
edible,convex,fibrous,gray,no,,free,crowded,broad,chocolate,tapering,equal,,,,,,,one,evanescent,,scattered,grasses
edible,flat,fibrous,gray,,,free,crowded,broad,pink,,equal,,smooth,,white,partial,,one,,,abundant,
edible,flat,,yellow,,,,,broad,pink,enlarging,rooted,smooth,,white,white,,white,one,pendant,,,
poisonous,flat,scaly,white,bruises,,free,close,narrow,white,enlarging,,smooth,smooth,white,white,partial,,one,pendant,black,several,urban
edible,flat,,,no,,free,,broad,chocolate,tapering,equal,,fibrous,white,white,,white,,evanescent,black,abundant,grasses
,flat,fibrous,brown,no,none,free,crowded,broad,,tapering,equal,smooth,fibrous,white,,partial,white,,,black,scattered,
edible,flat,,brown,bruises,,,close,,pink,tapering,bulbous,smooth,smooth,,white,partial,white,one,pendant,black,several,woods
edible,,fibrous,red,,none,free,,broad,purple,tapering,bulbous,smooth,,gray,white,partial,white,,pendant,black,,woods
,,,gray,no,,free,,broad,,tapering,equal,smooth,,white,white,partial,white,one,,brown,abundant,grasses
,,fibrous,brown,no,,,crowded,broad,brown,tapering,equal,fibrous,,white,white,partial,,one,evanescent,black,scattered,grasses
edible,convex,,gray,no,none,free,crowded,,chocolate,,,fibrous,fibrous,white,white,,white,,,,,grasses
,convex,scaly,red,bruises,none,free,close,broad,,tapering,bulbous,,smooth,gray,white,,white,one,pendant,brown,several,
edible,flat,fibrous,,bruises,none,free,,broad,white,tapering,bulbous,smooth,smooth,,,partial,white,one,pendant,,several,woods
edible,convex,fibrous,,,none,free,crowded,broad,,tapering,equal,smooth,fibrous,white,white,,,,evanescent,,scattered,grasses
edible,convex,,brown,no,,,,broad,,tapering,equal,,fibrous,,,,white,one,,,abundant,grasses
,flat,smooth,,,,free,,broad,chocolate,tapering,,smooth,fibrous,white,white,partial,white,one,,black,scattered,grasses
edible,flat,,gray,,none,,crowded,broad,,,equal,,smooth,white,white,partial,white,,evanescent,black,scattered,
poisonous,,,white,,pungent,free,,narrow,white,,equal,,smooth,white,white,partial,white,,pendant,,,urban
edible,bell,,white,bruises,almond,free,,broad,black,enlarging,,,smooth,,,partial,,,,brown,,grasses
edible,convex,,brown,bruises,,free,,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,brown,,woods
edible,flat,,gray,no,,free,crowded,broad,black,tapering,equal,fibrous,fibrous,,white,partial,,one,evanescent,black,,grasses
,convex,,,no,none,free,,broad,,,,,smooth,,white,partial,,one,evanescent,brown,scattered,grasses
edible,,,brown,no,none,free,,,,tapering,,smooth,fibrous,,white,partial,white,one,,brown,scattered,grasses
edible,flat,smooth,,bruises,anise,free,crowded,narrow,brown,,,smooth,,white,white,,white,one,,,several,woods
edible,convex,fibrous,,no,none,,,broad,chocolate,tapering,equal,smooth,,white,,partial,white,one,evanescent,,abundant,grasses
,,smooth,white,no,none,free,crowded,,chocolate,,,fibrous,,white,white,,white,one,evanescent,black,abundant,
,convex,smooth,gray,no,,,crowded,broad,,tapering,equal,fibrous,smooth,white,,,,,evanescent,,scattered,grasses
edible,convex,scaly,red,bruises,,,close,broad,pink,tapering,bulbous,smooth,smooth,,pink,partial,white,one,pendant,black,,woods
edible,,fibrous,brown,,none,free,close,broad,brown,,,smooth,smooth,,,partial,,one,pendant,black,several,
edible,,fibrous,brown,bruises,none,,close,broad,brown,,bulbous,smooth,smooth,white,white,partial,,one,pendant,,several,woods
edible,flat,fibrous,white,no,none,free,crowded,broad,black,tapering,equal,smooth,smooth,white,,partial,white,,evanescent,black,,
,,smooth,brown,no,none,free,crowded,broad,brown,tapering,,fibrous,,white,,partial,white,one,,,scattered,
poisonous,flat,,,bruises,pungent,,close,narrow,black,enlarging,,,smooth,white,white,partial,white,one,pendant,brown,,urban
,flat,fibrous,brown,no,,free,,,pink,,,,fibrous,white,,partial,white,one,evanescent,brown,scattered,grasses
,,scaly,gray,bruises,none,free,close,,white,tapering,bulbous,smooth,,gray,,partial,white,one,pendant,brown,solitary,
edible,convex,scaly,,bruises,none,free,,,brown,tapering,bulbous,,,gray,,partial,white,one,pendant,,several,woods
edible,convex,,gray,,none,free,crowded,,,tapering,,smooth,smooth,white,,,white,one,evanescent,brown,abundant,
edible,convex,fibrous,gray,,none,,close,,white,tapering,bulbous,,smooth,pink,pink,partial,white,one,,brown,,woods
edible,,scaly,red,bruises,,,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,,white,one,pendant,brown,several,woods
edible,convex,fibrous,gray,,none,,close,,,tapering,bulbous,,,gray,,partial,white,one,,,solitary,woods
,,fibrous,,,none,free,close,broad,purple,,bulbous,smooth,smooth,pink,,partial,white,,pendant,brown,several,woods
edible,convex,fibrous,brown,,none,free,close,broad,,tapering,bulbous,smooth,,pink,,partial,white,,,,,
,convex,smooth,white,bruises,pungent,free,close,,,,equal,smooth,smooth,,white,,,one,,black,several,grasses
,convex,fibrous,brown,no,,free,,broad,black,,equal,smooth,smooth,white,white,partial,white,one,evanescent,,scattered,grasses
edible,convex,,brown,bruises,none,free,,broad,white,,,,smooth,pink,,partial,,one,pendant,brown,,woods
,convex,,gray,bruises,none,free,close,,pink,tapering,bulbous,smooth,smooth,white,gray,,white,,pendant,,,
poisonous,,scaly,,bruises,,,close,narrow,white,enlarging,,,smooth,white,white,,white,,pendant,,scattered,grasses
edible,,,gray,bruises,none,,close,broad,purple,tapering,,,smooth,,,,white,one,pendant,black,solitary,
edible,convex,fibrous,,,none,,crowded,,,tapering,equal,smooth,fibrous,white,white,partial,white,,,black,scattered,grasses
,,fibrous,red,bruises,none,free,close,broad,,tapering,bulbous,smooth,smooth,,gray,partial,white,,,black,several,woods
edible,flat,fibrous,brown,no,none,free,crowded,broad,,tapering,,fibrous,,,white,partial,white,one,evanescent,brown,scattered,grasses
,flat,smooth,white,,none,free,crowded,broad,chocolate,tapering,equal,fibrous,,,white,,white,one,evanescent,,abundant,grasses
edible,flat,,brown,no,,free,crowded,,pink,tapering,equal,,smooth,white,,partial,white,one,evanescent,black,,grasses
edible,,,red,bruises,none,free,,broad,,tapering,,smooth,smooth,white,gray,,white,,pendant,,several,woods
,flat,smooth,brown,no,,,,broad,black,tapering,equal,,fibrous,white,white,partial,,,evanescent,,scattered,grasses
edible,flat,fibrous,brown,bruises,none,free,close,broad,,tapering,bulbous,smooth,,pink,pink,partial,white,,pendant,brown,,woods
edible,flat,smooth,white,no,,,crowded,broad,chocolate,tapering,equal,smooth,smooth,white,white,,,one,evanescent,black,scattered,
edible,,,brown,no,none,free,crowded,broad,black,tapering,equal,,fibrous,white,white,,white,one,evanescent,,abundant,grasses
edible,flat,fibrous,,,none,free,crowded,,chocolate,tapering,equal,,fibrous,white,,partial,white,one,evanescent,brown,scattered,
,,smooth,,bruises,pungent,free,close,narrow,,enlarging,equal,smooth,smooth,,white,partial,,one,,black,several,urban
edible,,fibrous,brown,,none,,close,,pink,,bulbous,smooth,smooth,white,,,white,one,pendant,black,,woods
,,,brown,no,,,,broad,black,tapering,equal,fibrous,,,white,partial,white,,evanescent,,,grasses
,,,,,,free,close,narrow,brown,,,smooth,smooth,,white,partial,,one,pendant,brown,,
edible,,,brown,,none,free,close,broad,brown,tapering,bulbous,smooth,,,,partial,white,,,brown,several,woods
edible,,fibrous,,bruises,none,free,close,broad,purple,tapering,,smooth,,white,pink,partial,white,one,pendant,,solitary,woods
edible,flat,fibrous,,no,none,free,crowded,broad,pink,,,fibrous,,,white,partial,white,one,,,abundant,grasses
edible,,fibrous,red,,,free,,broad,,,bulbous,,,gray,,partial,white,,,black,several,woods
edible,,fibrous,white,,,free,crowded,,pink,,equal,,smooth,white,white,partial,white,,,brown,scattered,grasses
,convex,,white,,none,,crowded,broad,chocolate,tapering,,fibrous,fibrous,,white,partial,white,one,evanescent,,scattered,
edible,convex,scaly,white,bruises,anise,free,,,black,enlarging,club,smooth,smooth,white,,partial,,one,,black,,
edible,,smooth,white,no,none,free,,broad,pink,,,fibrous,smooth,white,white,partial,white,one,,,scattered,grasses
edible,convex,,,bruises,,,close,broad,purple,tapering,bulbous,,smooth,pink,,partial,white,one,pendant,brown,several,woods
edible,convex,fibrous,gray,bruises,,free,close,broad,,tapering,bulbous,smooth,smooth,gray,white,,white,one,pendant,black,solitary,woods
edible,,smooth,gray,no,,free,crowded,broad,,tapering,equal,fibrous,smooth,white,white,partial,white,one,,,abundant,
,flat,,white,bruises,pungent,,close,,brown,enlarging,equal,,,white,white,partial,white,one,,brown,scattered,urban
edible,,fibrous,red,,,free,close,,,tapering,,,smooth,,pink,partial,white,one,pendant,,several,woods
poisonous,flat,smooth,brown,,,free,,narrow,brown,enlarging,equal,smooth,smooth,white,white,,white,one,pendant,black,scattered,urban
poisonous,flat,,,bruises,pungent,free,close,narrow,white,,equal,smooth,smooth,,white,,white,one,pendant,,several,grasses
edible,convex,fibrous,gray,bruises,none,free,close,,,tapering,bulbous,smooth,smooth,,pink,partial,white,,pendant,brown,several,woods
edible,flat,smooth,brown,no,none,,,broad,chocolate,tapering,equal,,,white,,partial,white,one,evanescent,,abundant,grasses
edible,,fibrous,gray,,,free,,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,,one,pendant,brown,solitary,woods
edible,convex,,brown,,,,,broad,chocolate,tapering,,,fibrous,white,white,,,,,black,abundant,
edible,convex,fibrous,,bruises,none,free,close,,white,tapering,,smooth,smooth,pink,gray,partial,,one,pendant,brown,solitary,woods
edible,flat,smooth,,no,,,crowded,broad,pink,tapering,,fibrous,smooth,white,white,,white,,,brown,scattered,grasses
edible,flat,,,,none,free,crowded,,,tapering,equal,,fibrous,white,,,white,one,evanescent,,abundant,
,,smooth,brown,,none,free,,broad,black,tapering,equal,fibrous,,white,,partial,white,,evanescent,black,abundant,grasses
edible,,smooth,,,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,,one,,,scattered,grasses
edible,convex,,,bruises,,free,close,,,tapering,bulbous,,,gray,gray,partial,white,one,pendant,,several,woods
,,,red,bruises,,free,close,broad,purple,tapering,bulbous,smooth,smooth,,white,,white,,,,several,
edible,,smooth,brown,no,none,,,broad,black,tapering,equal,fibrous,fibrous,white,white,,white,,evanescent,,abundant,grasses
,,,,,none,free,close,broad,white,,bulbous,smooth,,gray,,,,one,pendant,black,solitary,woods
poisonous,flat,scaly,white,bruises,pungent,free,,narrow,,enlarging,equal,,smooth,white,white,,,,,brown,several,
,convex,scaly,yellow,,anise,,close,broad,brown,,,smooth,scaly,white,,partial,white,one,,brown,,grasses
poisonous,flat,,,bruises,pungent,,close,narrow,pink,enlarging,,smooth,smooth,white,white,partial,,one,pendant,,scattered,grasses
edible,,,white,no,,free,,broad,,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scattered,
edible,flat,fibrous,brown,no,none,free,crowded,broad,,,equal,fibrous,fibrous,white,white,partial,,one,evanescent,black,,grasses
poisonous,,,brown,,,free,,,white,,equal,smooth,,white,,,white,,pendant,brown,several,grasses
edible,convex,smooth,brown,no,none,free,crowded,,black,,,,fibrous,white,white,partial,white,one,evanescent,,abundant,grasses
edible,,fibrous,,,none,free,crowded,broad,brown,,equal,smooth,fibrous,white,,partial,white,one,evanescent,black,,grasses
edible,convex,fibrous,red,bruises,,free,close,broad,,tapering,,smooth,,,,partial,white,one,pendant,black,several,woods
