class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
,,,,,,,,broad,,,equal,fibrous,,,white,partial,,,evanescent,brown,,
,,smooth,,no,,,,broad,,tapering,equal,,fibrous,,white,,,one,,brown,scattered,
,convex,fibrous,,no,none,,crowded,,brown,,,smooth,,white,white,,,one,,brown,,grasses
,,,,,none,,,,pink,tapering,,fibrous,smooth,,white,,white,one,evanescent,,,grasses
edible,convex,smooth,white,no,,,,broad,,,,smooth,,,,,,,,brown,scattered,
edible,convex,smooth,,,none,,,,chocolate,,,fibrous,fibrous,,,partial,,one,evanescent,,,
edible,,,,,none,,crowded,,,tapering,equal,fibrous,,,white,partial,white,one,,brown,scattered,
,convex,,gray,no,none,free,,,pink,,,smooth,,,,partial,,,evanescent,,,grasses
,,smooth,,no,none,,crowded,,,tapering,,smooth,,,white,,white,one,evanescent,,scattered,grasses
edible,convex,smooth,brown,no,none,,,broad,brown,tapering,equal,fibrous,,,,,white,one,,,,
,,,gray,,none,free,,broad,pink,,,smooth,,,,,white,one,evanescent,,scattered,grasses
edible,,,white,,none,free,,broad,,tapering,equal,smooth,smooth,white,white,partial,,,evanescent,,scattered,
,,fibrous,white,,none,free,crowded,broad,,tapering,,,,,white,,white,one,evanescent,brown,abundant,
edible,,fibrous,,no,,,crowded,broad,,tapering,,fibrous,smooth,,,,,one,evanescent,black,,grasses
,convex,,gray,,none,,crowded,broad,pink,tapering,,,fibrous,,white,partial,,one,evanescent,black,abundant,
edible,,scaly,,,almond,,close,,,,,smooth,smooth,,,,,one,pendant,black,numerous,grasses
,,smooth,yellow,,anise,free,close,,brown,enlarging,,smooth,smooth,,white,,white,one,,,numerous,grasses
,convex,,,no,none,free,,,pink,,,smooth,fibrous,,,partial,white,,evanescent,,abundant,
poisonous,convex,scaly,brown,,pungent,,,,,,equal,smooth,smooth,white,,,white,,,,,grasses
,convex,,white,no,none,,,broad,,,equal,smooth,fibrous,white,white,partial,,one,evanescent,,,
poisonous,convex,,,bruises,pungent,,,,,enlarging,equal,,smooth,,white,,,,,,,urban
,,scaly,,bruises,,,,,brown,,bulbous,smooth,,pink,,partial,white,,,,,
poisonous,,,,,,,,,white,enlarging,,smooth,,white,,partial,white,one,pendant,black,,urban
,,,yellow,,anise,free,,,gray,enlarging,,,,,,partial,white,one,,,scattered,grasses
,convex,scaly,white,bruises,anise,,close,,,,,smooth,,white,,,white,,pendant,,numerous,
edible,,scaly,brown,,,free,close,,brown,enlarging,rooted,smooth,scaly,white,white,,white,one,pendant,,,paths
edible,,,white,no,none,free,,broad,brown,tapering,,,fibrous,white,white,partial,,one,evanescent,brown,scattered,
edible,,smooth,brown,no,none,,,broad,,,equal,fibrous,,,,partial,,one,evanescent,,,grasses
,convex,smooth,,,none,,,,pink,tapering,,smooth,,white,,,white,,,black,abundant,grasses
edible,,,,,,free,,,,,equal,,,white,white,partial,white,one,,,abundant,
,,,brown,,,free,crowded,broad,,,equal,,,white,,,,,,,,
,flat,smooth,,no,none,free,,broad,brown,,equal,smooth,,,,,,one,evanescent,black,abundant,
,convex,,gray,,,,,broad,brown,,equal,,,white,,partial,white,,,,,grasses
,,smooth,white,bruises,anise,free,close,,brown,,club,,smooth,white,white,,,one,,brown,numerous,grasses
,,smooth,,no,none,,crowded,broad,pink,tapering,,,smooth,,white,partial,white,one,evanescent,,,
,convex,smooth,,,anise,free,,,white,,club,smooth,,,white,,,one,,black,scattered,meadows
,,,white,,,free,close,,,enlarging,equal,smooth,,,white,partial,,,pendant,black,,grasses
edible,flat,,white,,,free,crowded,broad,,,equal,,,white,white,partial,,one,evanescent,black,,grasses
edible,flat,smooth,,no,none,,,,chocolate,tapering,,fibrous,fibrous,white,,partial,white,,,,scattered,
,,,gray,,none,,,broad,brown,,,,,white,,partial,white,,evanescent,brown,scattered,grasses
edible,flat,fibrous,gray,no,,free,,,chocolate,tapering,equal,fibrous,,white,white,partial,,one,evanescent,,scattered,
edible,convex,scaly,brown,,none,,,,,tapering,bulbous,,,,white,,,one,,,,
,convex,,,,none,free,close,broad,brown,,,,,,gray,,white,one,pendant,,solitary,woods
edible,convex,scaly,,,,free,,,brown,,rooted,smooth,,,white,partial,white,,,,solitary,
,convex,,,bruises,none,,close,broad,white,tapering,bulbous,smooth,smooth,pink,,,white,,,black,,woods
,,,,,,,crowded,,pink,tapering,,,,white,white,,white,one,evanescent,,,
edible,flat,smooth,,no,none,,,broad,,,,fibrous,smooth,,white,partial,,one,evanescent,black,,grasses
,,smooth,white,no,,,crowded,,,tapering,equal,smooth,,,white,partial,white,one,evanescent,,,
edible,,,gray,,,free,crowded,,black,,equal,fibrous,,white,,,white,,,,,grasses
edible,,,white,,,,,broad,brown,tapering,equal,,fibrous,white,white,,white,one,,black,,
,,fibrous,,,none,,crowded,broad,,tapering,equal,fibrous,smooth,white,,,white,one,,,abundant,grasses
,convex,fibrous,gray,,none,,crowded,,black,,equal,smooth,smooth,,,,,,evanescent,brown,,
edible,,smooth,,,,,crowded,,black,,equal,smooth,fibrous,,white,,,one,evanescent,,abundant,
,convex,fibrous,,bruises,none,free,,,white,tapering,bulbous,smooth,,white,,,,one,,,,
,flat,,,no,none,free,,broad,,tapering,,,smooth,,,partial,white,one,evanescent,brown,,grasses
edible,flat,,brown,,none,,crowded,,brown,,,fibrous,,,,partial,,,evanescent,,,grasses
,flat,scaly,brown,bruises,,free,close,,,enlarging,,,smooth,white,,,,one,pendant,,scattered,
edible,,fibrous,,,,,close,broad,brown,,,,,,white,,white,one,,black,,
,convex,,brown,,,,crowded,broad,pink,,,fibrous,,,,partial,white,,evanescent,black,,
edible,flat,,white,,none,,,broad,,,equal,smooth,fibrous,,white,,,,,,,grasses
poisonous,flat,scaly,brown,,pungent,,,,brown,,equal,smooth,,,white,,white,one,,,several,urban
,,fibrous,,no,none,free,,broad,,,equal,,smooth,white,,,,,evanescent,black,scattered,grasses
,,,,,,free,,broad,,,,,,white,white,partial,white,one,pendant,,several,woods
edible,convex,,white,no,none,free,,,pink,,equal,fibrous,,,white,,,one,evanescent,black,abundant,
edible,convex,fibrous,,,,,,broad,,,,fibrous,fibrous,white,white,partial,white,,,,,grasses
,convex,,,,none,free,close,broad,,,bulbous,smooth,,,pink,,white,one,,,several,woods
edible,convex,smooth,,no,,,,,,tapering,,smooth,fibrous,,,,,,,,,
edible,,fibrous,,,none,,,broad,,,,,,white,white,partial,white,one,evanescent,brown,,
edible,convex,,gray,bruises,,free,close,broad,,,,,,pink,pink,,,one,,black,solitary,woods
,convex,,white,,anise,,,,,enlarging,club,smooth,,,,,white,,pendant,black,numerous,grasses
,,scaly,white,,,free,,broad,,enlarging,club,smooth,,white,white,partial,,,,,numerous,
edible,,,gray,no,none,free,crowded,broad,pink,tapering,,fibrous,smooth,,,partial,white,one,,,,grasses
edible,flat,,,,none,,,,black,,,smooth,smooth,white,,partial,white,one,,,abundant,grasses
edible,,smooth,,,none,,,broad,,tapering,equal,fibrous,fibrous,white,,,white,,evanescent,,,
,flat,smooth,white,no,none,free,crowded,,,tapering,equal,fibrous,smooth,white,white,partial,,,evanescent,,,grasses
,convex,fibrous,brown,no,none,,,broad,chocolate,,equal,smooth,,white,,,white,one,,brown,,
,,,brown,,,free,,broad,,,equal,,,,,partial,,one,evanescent,,scattered,grasses
edible,,,,,,free,,broad,,enlarging,club,,smooth,,white,partial,,one,,,,
poisonous,,scaly,,bruises,,,close,narrow,black,,,,smooth,,,partial,white,one,,black,,
edible,convex,smooth,,no,,free,,,,,,smooth,,white,white,partial,,one,,black,abundant,
edible,,,,no,none,,,,black,tapering,equal,fibrous,smooth,,,partial,white,one,,,,grasses
edible,,scaly,,,,free,close,broad,brown,,,smooth,scaly,,,,,,,black,,grasses
edible,,smooth,,no,,,crowded,,,,,fibrous,,,,,white,,evanescent,brown,,grasses
edible,,,,,,free,crowded,broad,black,tapering,equal,fibrous,,,,,,,,brown,abundant,grasses
,convex,smooth,brown,bruises,,,close,,,,,smooth,,,white,,white,,pendant,,several,
edible,,,gray,,none,free,,,brown,,,fibrous,,white,,partial,,,evanescent,,,grasses
edible,,,white,,none,,crowded,,,,,,,white,,partial,,one,evanescent,brown,,grasses
,,smooth,,,,,,narrow,,enlarging,equal,smooth,smooth,white,,,white,one,pendant,,,
edible,convex,fibrous,brown,,none,,crowded,,,,equal,smooth,,white,white,partial,,,,,abundant,
,,,brown,no,,free,,broad,,,equal,fibrous,,white,white,,,,evanescent,black,abundant,grasses
edible,,,,bruises,none,,,broad,,tapering,,smooth,smooth,,pink,,,,pendant,,,woods
,,,white,no,,free,,broad,,,equal,,,white,white,,white,one,,black,scattered,grasses
,,,,,,,,,,,equal,,smooth,white,white,partial,,,,,,urban
,convex,fibrous,white,,none,,,broad,,,equal,,fibrous,white,,partial,white,,,black,abundant,grasses
,,fibrous,,no,none,,crowded,,chocolate,,,smooth,smooth,,,,,one,,brown,scattered,grasses
edible,,,gray,no,,free,crowded,broad,pink,tapering,equal,,fibrous,,,partial,white,one,,,,
edible,,,,no,,free,,,brown,,equal,fibrous,fibrous,white,white,partial,,,evanescent,black,,
,flat,,brown,bruises,anise,,close,broad,,,rooted,smooth,,,,partial,white,,,brown,solitary,grasses
poisonous,,smooth,,bruises,pungent,free,close,,,,equal,smooth,smooth,white,,,,one,pendant,,scattered,
,convex,,white,,,free,crowded,broad,,,,,smooth,,,partial,white,,,,,
edible,,,,no,none,free,,narrow,,,equal,smooth,smooth,white,,,,,pendant,black,solitary,urban
poisonous,,,brown,bruises,,free,close,narrow,,enlarging,,smooth,,,white,,white,one,pendant,,,
,flat,,,,,free,crowded,broad,,tapering,equal,smooth,fibrous,,,partial,white,,,brown,scattered,grasses
edible,,,gray,no,,,crowded,,black,tapering,equal,fibrous,,white,,partial,white,,,,scattered,
edible,flat,scaly,yellow,,almond,,,,brown,,rooted,,scaly,white,white,partial,white,,,brown,,
,convex,,,,none,free,crowded,,chocolate,,equal,fibrous,fibrous,white,white,partial,,,evanescent,brown,,grasses
,,,white,no,none,free,crowded,broad,,tapering,,fibrous,fibrous,white,,,,,evanescent,,abundant,
poisonous,flat,,,bruises,pungent,,,narrow,,,equal,smooth,,white,white,partial,,,,,scattered,grasses
edible,flat,fibrous,brown,,none,free,,,,tapering,,fibrous,,,white,partial,,one,,black,scattered,
edible,,,,,none,free,crowded,,black,,equal,smooth,,white,white,partial,white,one,evanescent,brown,,grasses
,convex,fibrous,brown,no,none,,crowded,,brown,,equal,,,,,,white,one,,black,scattered,
,convex,,,bruises,none,,close,broad,pink,,,smooth,,pink,,,white,,,brown,,woods
,,,gray,,,free,crowded,broad,,tapering,equal,fibrous,fibrous,white,white,,white,one,evanescent,black,scattered,grasses
,convex,,gray,no,none,,,broad,,,equal,,,white,white,partial,white,one,,black,,
,convex,fibrous,,,none,,crowded,,,,,fibrous,fibrous,,white,partial,,one,evanescent,,,grasses
edible,,,,,,,,broad,,,,,,white,,,white,one,,,scattered,grasses
,,,,,none,,,broad,brown,,bulbous,,,white,,partial,,,pendant,,,woods
,,smooth,,no,none,,,broad,,tapering,,,,white,,partial,white,,,,scattered,grasses
,,,,bruises,,,close,,,,equal,,,,,,,,,,scattered,urban
,,,,,,,crowded,,brown,tapering,equal,smooth,,,,,,one,,,abundant,
,,smooth,brown,no,,free,,broad,black,tapering,equal,,,white,,partial,white,,evanescent,,,
,convex,,brown,,none,free,,broad,pink,tapering,bulbous,smooth,smooth,,,partial,,,,,,woods
edible,,scaly,,,almond,free,,,,enlarging,,,scaly,white,white,partial,,one,,brown,,grasses
,,,gray,,,,,broad,,,equal,fibrous,fibrous,white,,partial,white,one,evanescent,,,grasses
,convex,fibrous,,,,,,,,,,fibrous,smooth,,,,,one,,,abundant,grasses
edible,,fibrous,white,no,none,free,crowded,,,tapering,equal,smooth,,,,partial,,one,evanescent,,abundant,grasses
,,scaly,,bruises,almond,,,,,enlarging,club,,smooth,,white,,,one,pendant,,,
,,fibrous,brown,bruises,,free,,,pink,,,,,,white,,,,pendant,,,woods
,,fibrous,,,,,crowded,,,tapering,,,smooth,white,white,,white,,,,abundant,grasses
edible,convex,,,no,,,crowded,broad,,tapering,equal,,,,,,white,,evanescent,,,grasses
,flat,,brown,,,free,close,,brown,enlarging,,,,,,partial,white,,,brown,,
poisonous,flat,smooth,white,bruises,,,close,,,,,,,,white,partial,white,,,,several,urban
,convex,smooth,,no,none,,,broad,pink,,equal,,,,white,partial,white,one,evanescent,,abundant,grasses
,,fibrous,,,none,free,,,brown,enlarging,equal,smooth,smooth,white,,,white,,,,several,urban
,flat,,brown,no,none,,,,pink,tapering,equal,,fibrous,,,partial,,,,,,grasses
,,,white,no,none,free,,broad,,,equal,,,white,white,,white,one,evanescent,black,abundant,grasses
poisonous,flat,smooth,,bruises,,,close,,white,,equal,smooth,smooth,,white,,,,pendant,,scattered,
,bell,smooth,yellow,,almond,free,,broad,black,enlarging,,smooth,smooth,,white,partial,white,one,,brown,scattered,
edible,convex,,brown,no,,free,crowded,,,,,fibrous,,white,white,,white,one,evanescent,,,
,flat,,,bruises,,,close,narrow,,,,smooth,smooth,,,partial,white,one,,black,scattered,urban
edible,,,,,none,,,broad,,,,fibrous,,,,partial,,one,,,abundant,
,convex,,gray,,none,free,,broad,,tapering,,smooth,fibrous,,,,white,,evanescent,,,grasses
edible,convex,smooth,white,no,,free,crowded,broad,brown,,,,smooth,,,partial,white,,evanescent,,scattered,grasses
,,,,,pungent,,close,narrow,brown,,,smooth,smooth,,white,,,one,pendant,,,
edible,,,,,none,,crowded,,black,,equal,,fibrous,white,white,,white,,evanescent,,,
,,,brown,no,,,crowded,,chocolate,tapering,equal,fibrous,smooth,,,,white,,evanescent,,,
edible,flat,fibrous,brown,no,none,,,,pink,,,smooth,,white,white,partial,white,one,evanescent,,scattered,grasses
,,,brown,,none,,,,pink,,,fibrous,fibrous,white,white,partial,white,one,,,,grasses
poisonous,,scaly,brown,bruises,pungent,free,,,black,enlarging,equal,,,,white,partial,white,one,,,several,
edible,convex,,,,,free,crowded,broad,pink,,equal,smooth,,white,white,partial,white,one,,brown,scattered,grasses
,,smooth,white,,none,,crowded,,pink,tapering,,,,white,white,partial,white,one,evanescent,brown,,grasses
,flat,,,,pungent,,close,,,,,,,,,,white,,,,several,
edible,flat,,,,,,,broad,,,equal,,,white,,partial,,one,evanescent,,,
edible,flat,,brown,bruises,none,,close,,white,,,smooth,smooth,,gray,,,,,brown,,
edible,,fibrous,gray,,,free,crowded,broad,chocolate,tapering,,smooth,,,,,white,,,,,grasses
edible,convex,fibrous,gray,,none,,close,broad,purple,,,smooth,smooth,white,,partial,white,,pendant,,several,
edible,,,brown,,none,,close,,pink,,,smooth,,pink,,partial,white,one,,,,woods
edible,flat,fibrous,,,,free,,broad,,,bulbous,,,pink,,,white,one,,brown,solitary,
edible,flat,,red,bruises,none,free,,,pink,tapering,,,smooth,pink,,partial,,,,black,several,
,flat,,gray,no,,,crowded,broad,,tapering,,,smooth,white,,,white,one,evanescent,,scattered,
edible,,fibrous,gray,bruises,none,free,close,broad,purple,tapering,,,,,pink,,,,,,solitary,woods
,,scaly,gray,,,,,,pink,tapering,,smooth,smooth,gray,pink,partial,,,pendant,,solitary,woods
,convex,fibrous,,,none,,,,pink,tapering,equal,,smooth,,,,,,,,scattered,
poisonous,flat,,brown,,,,close,narrow,brown,,,smooth,smooth,white,,,,one,,,scattered,
edible,flat,,brown,bruises,,free,close,broad,brown,,,smooth,,gray,,partial,,one,pendant,black,,
poisonous,convex,,,,pungent,,,,brown,enlarging,,,smooth,,,partial,white,one,,,several,
,,smooth,white,,,free,close,broad,,,club,smooth,,white,,,,one,,,,grasses
edible,,,white,,,free,,broad,,,,smooth,,white,,,white,one,evanescent,black,,
,convex,scaly,,,,,,,,,club,smooth,,white,,,white,,,brown,,
poisonous,,fibrous,,,foul,,close,broad,,enlarging,,,silky,,,partial,,,large,chocolate,,
,,smooth,brown,no,none,free,,,,tapering,,fibrous,,white,white,,white,,evanescent,,,
,flat,smooth,,,none,,,,pink,tapering,equal,,fibrous,white,,partial,white,one,evanescent,brown,scattered,grasses
,,fibrous,brown,,none,,close,broad,pink,tapering,bulbous,smooth,smooth,,,partial,white,,,,,woods
,,smooth,,no,,free,,,,tapering,equal,,smooth,,white,,,,evanescent,,,
edible,convex,fibrous,brown,no,,free,,broad,chocolate,tapering,equal,,fibrous,white,,,white,,,,scattered,grasses
,convex,,,bruises,,,close,,pink,enlarging,,,,,,partial,white,,pendant,,several,
,flat,,brown,,,free,close,,,tapering,bulbous,smooth,smooth,pink,,partial,white,one,,brown,solitary,woods
,convex,scaly,white,bruises,anise,,,,black,,club,smooth,smooth,white,white,partial,,,,,numerous,
edible,,fibrous,,,,free,,broad,brown,,,fibrous,,white,,partial,white,one,,black,scattered,grasses
edible,convex,scaly,red,,,free,,broad,brown,,,,smooth,,,partial,,one,pendant,,,
,,fibrous,white,no,,,,,brown,,,smooth,smooth,white,,,,,evanescent,black,scattered,
,convex,,gray,no,none,free,,broad,,,,,,,white,partial,white,,,,abundant,grasses
,convex,scaly,,,none,free,,,brown,,bulbous,,,,pink,partial,white,,pendant,black,,woods
edible,convex,scaly,gray,bruises,,free,,broad,white,tapering,bulbous,,smooth,,,partial,white,,,,solitary,woods
,convex,,gray,,none,,close,broad,,,,smooth,,gray,white,,,one,,,several,
,,smooth,,no,,,crowded,,,,equal,,smooth,white,,,white,one,evanescent,,,grasses
edible,convex,,gray,,,free,close,,purple,,,smooth,,,,,,one,pendant,,several,woods
edible,,,brown,,,free,,broad,purple,tapering,bulbous,,smooth,gray,,partial,white,one,pendant,,,
,,fibrous,red,,none,,close,broad,white,,,smooth,smooth,gray,,,,one,pendant,,,woods
edible,,,,,none,,close,broad,,tapering,bulbous,,,pink,gray,,,one,,brown,solitary,woods
edible,flat,fibrous,,no,none,free,crowded,broad,,tapering,,fibrous,,,white,partial,white,,evanescent,brown,,grasses
edible,,scaly,brown,bruises,,free,close,,,tapering,bulbous,smooth,smooth,pink,white,,,one,pendant,black,solitary,woods
,convex,,gray,no,none,,,,brown,,,smooth,,,white,partial,white,one,,,,
edible,,fibrous,gray,,,,,broad,chocolate,tapering,equal,,smooth,white,,partial,,one,evanescent,black,abundant,grasses
edible,flat,,,no,,,,,,,,,,white,white,partial,white,,evanescent,brown,,
edible,,scaly,gray,,,free,,broad,,tapering,,smooth,,,pink,,,,,black,several,
,,scaly,brown,bruises,pungent,free,,,,,equal,smooth,smooth,,white,,,one,,,scattered,urban
,convex,scaly,,,none,,,broad,pink,,,smooth,,pink,gray,,white,one,,,,
,,,,,,,,broad,,tapering,,smooth,,white,,partial,,,,black,scattered,
edible,flat,smooth,gray,,,free,,broad,chocolate,tapering,,,,white,,,,,,,,grasses
edible,convex,,gray,bruises,none,,close,,,,bulbous,smooth,,gray,,,,one,,,several,woods
,flat,,gray,,,,,,pink,tapering,bulbous,smooth,,pink,,partial,white,,,,,woods
edible,,,,bruises,none,free,close,broad,,tapering,bulbous,,,gray,,partial,white,one,pendant,black,,
,flat,fibrous,,bruises,none,free,,broad,brown,,,,,,pink,partial,white,,pendant,black,,woods
edible,,smooth,white,no,none,free,crowded,broad,chocolate,tapering,equal,,smooth,,white,,,,evanescent,brown,abundant,grasses
edible,,fibrous,red,bruises,,free,,,,,bulbous,smooth,,white,gray,partial,white,one,pendant,,,
edible,convex,fibrous,,bruises,none,free,,,pink,tapering,,,smooth,white,,partial,,one,pendant,,,
edible,,fibrous,gray,bruises,none,free,close,broad,purple,,bulbous,,smooth,white,,,,,pendant,black,,
edible,,fibrous,,bruises,,,,broad,,tapering,,,smooth,,,,white,one,pendant,,,
,,,,,,,,narrow,,,,,smooth,,white,partial,white,one,pendant,,,woods
edible,convex,,,bruises,,free,close,,white,tapering,,smooth,smooth,,,,white,,,,,
,flat,smooth,white,bruises,,free,,,,,,,smooth,white,,partial,white,one,pendant,,several,grasses
,,,white,,none,free,,broad,chocolate,,,fibrous,fibrous,white,,,white,one,,black,scattered,
edible,,fibrous,,,none,free,close,,purple,,bulbous,smooth,,,gray,partial,white,,pendant,,,
,,,brown,bruises,none,,,broad,,,bulbous,,smooth,pink,,,white,one,pendant,black,,
edible,,fibrous,white,no,,free,,broad,chocolate,tapering,,fibrous,smooth,,white,partial,white,,evanescent,black,abundant,grasses
,,,,bruises,,free,close,,,tapering,,,smooth,pink,white,partial,white,,pendant,,solitary,woods
edible,convex,,,,,free,,broad,brown,,,,smooth,white,,,,,evanescent,brown,,grasses
,,scaly,,,none,,,broad,,,,smooth,,pink,gray,,white,one,,brown,solitary,
,,,,bruises,,,,broad,,,,smooth,,,,,white,,,brown,,woods
,convex,smooth,white,no,,free,,broad,,,equal,,smooth,white,,,,one,evanescent,black,abundant,
,,smooth,,no,none,,,,brown,,,smooth,,,white,partial,white,,,black,,grasses
,,,white,no,,free,,,,,,,,,,partial,white,one,,,scattered,grasses
edible,convex,smooth,brown,no,none,free,,,,,,,,white,,partial,,one,evanescent,,scattered,
edible,flat,,,,none,free,,,,,bulbous,,,pink,,,,one,pendant,,solitary,woods
edible,flat,,,no,,,,broad,,,,smooth,fibrous,,white,partial,white,,evanescent,black,,
,flat,fibrous,,,none,free,crowded,broad,,,equal,,,,white,,,one,evanescent,black,abundant,
,convex,,red,,,free,close,broad,white,tapering,bulbous,smooth,,gray,gray,partial,white,,,,,
edible,,,red,,none,,close,,pink,tapering,bulbous,,,pink,,,,,,,,
,convex,scaly,,bruises,none,free,close,,purple,tapering,,smooth,smooth,,,partial,white,one,pendant,,,woods
edible,convex,fibrous,red,,,,,broad,,tapering,bulbous,smooth,,,gray,partial,white,one,,,solitary,
edible,flat,,,no,none,free,,,chocolate,,equal,,smooth,,white,partial,,,evanescent,,scattered,
,convex,smooth,,,,,,broad,,,equal,,smooth,white,,partial,,one,evanescent,black,,
,convex,smooth,,,none,,,,,tapering,equal,,fibrous,,white,,white,,,black,,grasses
,,fibrous,white,,,free,,,black,tapering,equal,smooth,,,,,,one,evanescent,brown,abundant,
edible,convex,fibrous,,bruises,none,,,broad,purple,tapering,,,,,pink,partial,white,one,,,,woods
,convex,,,,,free,close,,purple,tapering,bulbous,,smooth,,,,white,one,pendant,brown,solitary,woods
,flat,,brown,bruises,none,,close,,,tapering,bulbous,,smooth,gray,,partial,,one,,,several,woods
edible,,,white,,anise,,,narrow,pink,,bulbous,smooth,smooth,white,white,,white,one,,,several,
,,,white,,,,,broad,,,,fibrous,,white,,partial,,,evanescent,black,,
,flat,scaly,,bruises,,free,close,,,enlarging,equal,smooth,,,white,partial,white,,pendant,black,,
,flat,fibrous,gray,bruises,,free,close,broad,,tapering,bulbous,smooth,smooth,,gray,partial,,one,,,several,
edible,,,,bruises,,free,close,broad,,,bulbous,,,,gray,,,one,pendant,,,
,,,white,,,free,,,,tapering,equal,fibrous,fibrous,white,white,,,one,evanescent,,,grasses
,convex,,,,none,,crowded,,chocolate,,equal,fibrous,,,white,,,,evanescent,brown,,grasses
edible,,,,,none,,crowded,,chocolate,tapering,equal,smooth,,white,white,,,,evanescent,brown,abundant,
edible,,fibrous,brown,,none,,,broad,,,,,,white,,partial,white,,evanescent,,,
,convex,,gray,no,,free,crowded,broad,chocolate,,,smooth,,white,white,,,one,,,,
,,,brown,,,free,close,,white,,,smooth,,gray,gray,,,,,brown,,
edible,,,,bruises,,,,broad,,,,smooth,,pink,,partial,white,one,pendant,,solitary,woods
edible,,smooth,,no,none,free,crowded,,,,,,,,,partial,white,,,brown,,grasses
,,,,,,free,,broad,brown,tapering,,,,white,white,,,,evanescent,,abundant,grasses
edible,,,,no,,free,crowded,broad,pink,,,,smooth,white,,,white,,,,scattered,grasses
edible,flat,,gray,,,,,broad,brown,tapering,bulbous,,smooth,pink,,,white,,,,,woods
edible,,smooth,white,,none,,crowded,broad,,tapering,equal,,,,,,,,,brown,abundant,grasses
,flat,fibrous,brown,no,none,,,,,tapering,,smooth,fibrous,,,,white,one,evanescent,,,
,flat,,white,,,free,crowded,,chocolate,,equal,fibrous,smooth,,white,partial,,one,,black,,grasses
edible,,,,,,,,,,tapering,,,,white,,,,,,,scattered,grasses
edible,flat,fibrous,brown,,none,,crowded,,black,tapering,,smooth,,,white,,,,evanescent,,abundant,grasses
,,fibrous,brown,no,none,,crowded,broad,,tapering,,,,white,,,white,,,,,
,,fibrous,,bruises,,,,,white,,bulbous,smooth,,,,,white,one,,,,woods
,flat,smooth,gray,,none,free,crowded,,chocolate,tapering,,smooth,,white,white,,,,,,abundant,grasses
,flat,,,no,,,,broad,brown,,,fibrous,,,,partial,white,one,evanescent,brown,,grasses
,convex,,,bruises,,,,broad,,,bulbous,,smooth,,white,partial,,one,pendant,black,,
edible,,scaly,gray,bruises,none,free,,broad,purple,,bulbous,smooth,smooth,,gray,partial,,,,black,several,
edible,,scaly,red,bruises,none,,,broad,brown,,,,,,,partial,,one,,,,woods
edible,convex,fibrous,gray,no,,,,broad,,tapering,,,,,,,,one,,,,grasses
edible,flat,fibrous,gray,,,free,crowded,broad,pink,,,,,,,partial,,,,,,
edible,,,,,,,,broad,pink,,rooted,,,,white,,white,one,pendant,,,
poisonous,flat,scaly,white,bruises,,free,close,,,enlarging,,smooth,,,white,partial,,one,pendant,black,several,urban
,flat,,,no,,free,,broad,chocolate,tapering,equal,,,white,white,,white,,evanescent,black,abundant,
,,,,no,,,crowded,broad,,tapering,equal,smooth,fibrous,white,,partial,white,,,,scattered,
edible,flat,,brown,,,,,,pink,tapering,bulbous,smooth,,,white,partial,,one,pendant,black,several,
edible,,fibrous,,,,,,broad,,,bulbous,smooth,,gray,,partial,white,,,black,,woods
,,,gray,,,free,,,,tapering,equal,smooth,,white,white,,,one,,brown,,grasses
,,fibrous,brown,no,,,crowded,,brown,tapering,equal,fibrous,,white,,partial,,,evanescent,black,scattered,grasses
edible,,,gray,no,none,free,crowded,,chocolate,,,,fibrous,white,white,,,,,,,
,,scaly,red,bruises,none,,close,broad,,tapering,,,smooth,gray,white,,,,pendant,brown,several,
,,,,bruises,,free,,,white,tapering,bulbous,smooth,smooth,,,partial,white,one,,,,
edible,,,,,,,crowded,broad,,,equal,,fibrous,,,,,,evanescent,,scattered,grasses
edible,convex,,brown,no,,,,broad,,,equal,,fibrous,,,,white,one,,,abundant,grasses
,flat,smooth,,,,free,,broad,chocolate,tapering,,smooth,,,white,partial,,,,black,scattered,
edible,flat,,gray,,none,,crowded,,,,equal,,smooth,,white,,,,,black,scattered,
poisonous,,,white,,pungent,free,,narrow,white,,,,smooth,white,white,partial,white,,pendant,,,urban
edible,bell,,white,bruises,almond,free,,broad,black,,,,smooth,,,,,,,brown,,grasses
edible,convex,,brown,,,,,,,,bulbous,smooth,,,white,partial,,one,pendant,brown,,
edible,,,,,,free,crowded,broad,,,equal,fibrous,fibrous,,white,partial,,,evanescent,black,,grasses
,convex,,,no,none,free,,broad,,,,,smooth,,white,partial,,one,,brown,scattered,grasses
edible,,,brown,,none,free,,,,tapering,,smooth,fibrous,,white,partial,,one,,,scattered,
,flat,smooth,,,,free,crowded,narrow,brown,,,,,white,white,,white,,,,several,
edible,,fibrous,,no,none,,,,chocolate,tapering,equal,smooth,,,,,white,one,evanescent,,,grasses
,,,,no,,free,crowded,,chocolate,,,fibrous,,,,,,,,black,,
,convex,smooth,gray,no,,,crowded,broad,,tapering,equal,fibrous,smooth,white,,,,,evanescent,,scattered,grasses
edible,convex,,,bruises,,,,,,tapering,bulbous,smooth,,,pink,partial,white,one,pendant,,,woods
