class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
edible,convex,scaly,gray,bruises,none,,close,broad,brown,tapering,bulbous,,smooth,pink,white,partial,white,one,pendant,black,,
edible,,scaly,gray,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,,partial,,one,pendant,brown,several,
edible,,fibrous,red,bruises,none,,,,pink,tapering,,smooth,smooth,gray,pink,partial,white,,pendant,black,solitary,woods
poisonous,,,white,bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,,pendant,brown,several,urban
edible,flat,fibrous,,bruises,,free,close,broad,purple,tapering,,smooth,smooth,white,white,,white,one,pendant,brown,solitary,woods
edible,,,red,,none,,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,,solitary,woods
edible,convex,,red,bruises,none,free,,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,,woods
,convex,scaly,gray,bruises,none,free,close,broad,pink,,bulbous,,smooth,white,gray,partial,white,one,,black,several,woods
edible,,smooth,white,no,none,free,crowded,broad,chocolate,tapering,equal,,fibrous,white,white,partial,white,one,evanescent,,scattered,grasses
edible,,fibrous,,no,none,free,crowded,,,tapering,,fibrous,smooth,white,white,partial,white,one,evanescent,brown,abundant,
edible,convex,fibrous,brown,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,,white,one,pendant,black,several,woods
,flat,fibrous,brown,,none,free,close,broad,,tapering,bulbous,smooth,,pink,gray,partial,white,,pendant,,several,woods
edible,,,red,bruises,,free,close,,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,solitary,woods
edible,convex,scaly,red,bruises,none,free,close,broad,,tapering,bulbous,smooth,,pink,pink,partial,white,,,,solitary,woods
edible,,scaly,red,bruises,,free,close,,pink,tapering,bulbous,smooth,smooth,pink,white,partial,white,,pendant,brown,,woods
edible,flat,,brown,bruises,none,free,close,broad,,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,solitary,woods
edible,convex,fibrous,gray,bruises,none,free,close,broad,white,,bulbous,,smooth,white,white,partial,,one,,black,several,
edible,flat,fibrous,brown,,none,free,close,,white,,bulbous,smooth,smooth,white,,partial,white,one,pendant,black,,woods
,flat,fibrous,,,none,free,close,broad,brown,,,smooth,smooth,,pink,partial,white,one,pendant,brown,solitary,woods
,convex,scaly,,bruises,none,free,close,broad,,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,,,several,woods
poisonous,convex,smooth,white,no,,free,crowded,,pink,,bulbous,,smooth,white,white,partial,white,one,,brown,scattered,woods
edible,flat,fibrous,brown,bruises,,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,,partial,white,one,pendant,black,solitary,woods
edible,flat,fibrous,gray,bruises,,,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,brown,solitary,woods
edible,flat,fibrous,brown,bruises,,free,close,broad,purple,,bulbous,smooth,smooth,white,,partial,,one,pendant,black,several,woods
,convex,scaly,,bruises,,free,close,,pink,tapering,bulbous,smooth,smooth,,,partial,white,one,pendant,black,several,woods
edible,convex,,red,bruises,none,free,,broad,white,,bulbous,smooth,,gray,pink,partial,white,one,,black,solitary,woods
edible,flat,smooth,white,no,none,,crowded,,brown,,equal,,smooth,white,white,,,one,evanescent,brown,scattered,
edible,convex,scaly,gray,,none,free,close,broad,,tapering,bulbous,smooth,smooth,,,partial,white,,pendant,brown,solitary,woods
edible,convex,fibrous,red,bruises,none,free,close,broad,pink,,bulbous,smooth,,pink,pink,partial,white,,pendant,black,several,woods
,flat,,brown,,none,free,close,,,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,brown,several,woods
edible,,fibrous,brown,bruises,none,free,close,broad,pink,tapering,bulbous,,smooth,white,gray,partial,white,,,black,several,woods
edible,convex,scaly,brown,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,partial,white,,pendant,,solitary,
edible,,scaly,gray,bruises,,free,close,,brown,tapering,bulbous,smooth,smooth,,pink,partial,white,one,pendant,brown,solitary,woods
edible,convex,scaly,brown,bruises,,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,several,woods
,convex,fibrous,gray,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,,pink,white,partial,white,one,pendant,brown,,
edible,convex,scaly,,bruises,,,close,broad,white,,bulbous,smooth,smooth,white,white,,white,one,pendant,,solitary,woods
,convex,scaly,brown,,none,,,,,tapering,bulbous,smooth,smooth,white,pink,,white,one,pendant,black,,woods
,flat,,brown,bruises,none,,close,,pink,,bulbous,,smooth,pink,,,white,one,,brown,solitary,woods
edible,convex,,gray,,none,free,close,broad,brown,tapering,bulbous,smooth,,white,pink,partial,white,one,pendant,brown,,woods
edible,convex,,red,,none,free,close,,white,tapering,bulbous,,smooth,pink,,,white,one,pendant,black,solitary,woods
,convex,scaly,brown,bruises,,free,close,,,tapering,bulbous,smooth,smooth,pink,pink,,,one,pendant,black,solitary,woods
poisonous,convex,fibrous,gray,no,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,,,white,one,large,chocolate,,paths
edible,flat,fibrous,gray,bruises,none,free,close,,purple,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,,several,woods
,convex,,,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,,partial,,one,pendant,black,several,woods
poisonous,,fibrous,gray,no,foul,,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,partial,,one,,chocolate,several,woods
edible,convex,scaly,red,bruises,none,free,close,broad,,tapering,bulbous,smooth,smooth,white,white,,white,one,pendant,black,several,woods
,convex,fibrous,red,bruises,none,,close,broad,brown,tapering,bulbous,smooth,smooth,,gray,partial,,one,pendant,black,several,
,convex,fibrous,gray,no,foul,,,,chocolate,,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,solitary,woods
poisonous,,fibrous,pink,no,,,,,brown,,bulbous,smooth,,,white,partial,,one,pendant,brown,scattered,woods
edible,convex,,gray,bruises,none,,close,broad,,tapering,bulbous,smooth,smooth,white,,partial,white,one,pendant,black,,woods
,,,gray,,none,,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,partial,white,,pendant,brown,,woods
,convex,fibrous,gray,bruises,,free,,,,tapering,bulbous,,smooth,white,pink,partial,white,one,pendant,brown,several,
edible,convex,scaly,gray,,,free,close,,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,,pendant,black,solitary,
edible,convex,,gray,,,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,,brown,several,woods
,flat,fibrous,gray,bruises,none,free,close,broad,brown,tapering,,smooth,smooth,gray,,partial,white,one,,brown,solitary,woods
edible,convex,fibrous,gray,bruises,none,free,close,broad,white,tapering,bulbous,,smooth,,pink,partial,white,one,pendant,brown,solitary,woods
,,fibrous,,bruises,none,free,close,broad,,tapering,bulbous,,smooth,gray,pink,partial,white,one,pendant,,several,woods
edible,convex,fibrous,brown,bruises,,,close,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,,pendant,black,solitary,woods
edible,convex,scaly,,bruises,none,,close,,purple,,bulbous,smooth,,pink,gray,partial,white,one,pendant,,several,woods
,flat,fibrous,brown,bruises,,,close,broad,pink,tapering,bulbous,,smooth,,gray,partial,white,one,pendant,black,solitary,woods
,flat,fibrous,brown,bruises,,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,partial,white,,pendant,brown,several,woods
edible,flat,fibrous,gray,bruises,none,,,broad,brown,tapering,,smooth,,pink,,partial,white,,pendant,black,solitary,woods
edible,convex,fibrous,gray,bruises,none,free,close,broad,pink,,bulbous,smooth,smooth,white,,partial,white,one,pendant,black,,woods
edible,convex,scaly,brown,bruises,none,free,,broad,purple,tapering,bulbous,smooth,,,pink,partial,,one,,brown,several,woods
edible,convex,scaly,red,bruises,,free,close,broad,white,,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,several,woods
edible,flat,,,bruises,none,free,close,broad,purple,,bulbous,smooth,smooth,pink,gray,,white,one,pendant,brown,several,
edible,convex,scaly,,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,,partial,white,one,pendant,brown,several,woods
edible,,,brown,bruises,none,free,close,broad,,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,,,solitary,
poisonous,convex,fibrous,white,,,,,,gray,,bulbous,smooth,,white,white,partial,,,pendant,black,several,woods
edible,flat,,brown,bruises,none,,close,broad,purple,tapering,,smooth,smooth,white,pink,partial,white,,pendant,black,solitary,woods
edible,convex,scaly,red,bruises,none,free,,broad,white,tapering,bulbous,smooth,smooth,pink,white,,white,one,pendant,brown,,woods
edible,convex,scaly,brown,,none,free,,,brown,tapering,bulbous,,smooth,gray,,,white,one,pendant,brown,,woods
edible,flat,fibrous,gray,bruises,,free,,broad,brown,,bulbous,smooth,smooth,pink,,partial,,one,pendant,black,,woods
edible,convex,fibrous,red,bruises,none,free,close,broad,white,tapering,,smooth,smooth,white,pink,,white,one,pendant,black,solitary,woods
poisonous,convex,fibrous,,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,partial,,one,large,,solitary,woods
edible,convex,scaly,,bruises,none,,,broad,brown,tapering,bulbous,,smooth,,pink,partial,white,one,pendant,black,solitary,
edible,flat,,gray,bruises,none,,close,broad,pink,tapering,bulbous,smooth,smooth,gray,,partial,,one,pendant,brown,several,woods
edible,flat,scaly,red,bruises,none,free,close,broad,white,tapering,bulbous,,,white,white,partial,white,one,,black,,woods
edible,convex,fibrous,,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,,pink,pink,partial,white,one,,brown,,woods
poisonous,convex,fibrous,gray,no,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,,pink,partial,white,one,large,chocolate,several,grasses
edible,,scaly,brown,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,,pendant,brown,solitary,woods
edible,convex,scaly,,bruises,none,free,close,broad,pink,tapering,bulbous,,smooth,,pink,partial,,one,pendant,,,woods
edible,convex,scaly,brown,bruises,none,,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,,one,,black,several,woods
edible,,scaly,brown,bruises,none,,,broad,brown,tapering,bulbous,smooth,,white,white,partial,white,one,pendant,black,solitary,
edible,convex,scaly,gray,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,,gray,partial,white,one,pendant,brown,solitary,
edible,convex,scaly,brown,bruises,none,free,close,broad,brown,tapering,bulbous,,smooth,white,gray,partial,,one,,,solitary,woods
edible,convex,fibrous,gray,bruises,none,free,close,broad,,tapering,bulbous,,,gray,gray,partial,white,one,pendant,black,solitary,woods
edible,convex,,,bruises,,free,,broad,brown,tapering,,smooth,smooth,pink,pink,partial,white,one,,,solitary,woods
edible,convex,scaly,red,bruises,none,free,,broad,brown,tapering,bulbous,smooth,smooth,,white,,white,one,pendant,black,several,woods
,convex,scaly,gray,bruises,none,free,close,broad,pink,tapering,,smooth,smooth,pink,gray,partial,white,one,pendant,brown,several,woods
edible,flat,fibrous,red,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,,gray,,white,one,pendant,brown,,woods
,flat,fibrous,,,none,free,close,broad,brown,tapering,,smooth,,pink,pink,partial,white,one,pendant,black,several,woods
,flat,fibrous,brown,bruises,none,free,close,broad,white,,bulbous,smooth,smooth,white,,partial,white,one,pendant,,several,woods
edible,,scaly,,bruises,none,free,close,broad,,tapering,bulbous,smooth,smooth,pink,pink,partial,white,,pendant,brown,several,
edible,convex,,gray,,none,free,close,broad,white,tapering,bulbous,smooth,,,gray,partial,white,one,,brown,solitary,woods
edible,,fibrous,,bruises,,free,close,broad,,tapering,bulbous,,smooth,pink,gray,partial,,one,,black,,
edible,flat,fibrous,,bruises,,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,several,woods
edible,flat,,brown,bruises,none,free,close,,,tapering,,smooth,smooth,pink,gray,partial,white,one,,brown,,
edible,convex,scaly,,,none,free,,,pink,tapering,,smooth,smooth,gray,pink,partial,white,one,pendant,,solitary,woods
edible,convex,scaly,,bruises,none,free,close,broad,brown,tapering,bulbous,,smooth,,white,partial,white,one,pendant,brown,several,
edible,flat,fibrous,brown,bruises,none,free,close,broad,pink,tapering,,smooth,smooth,white,white,partial,white,one,pendant,,solitary,woods
edible,flat,fibrous,,bruises,none,free,close,broad,white,,bulbous,smooth,smooth,pink,pink,,white,one,pendant,brown,several,woods
poisonous,convex,fibrous,gray,no,foul,free,close,,gray,enlarging,,silky,silky,,,partial,white,one,large,chocolate,several,paths
,convex,fibrous,gray,bruises,none,free,,broad,brown,tapering,bulbous,smooth,smooth,,white,,white,one,pendant,,solitary,woods
edible,convex,scaly,brown,bruises,none,,close,,white,tapering,bulbous,smooth,smooth,gray,gray,,,one,,,solitary,woods
edible,convex,fibrous,,,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,,pendant,brown,,woods
edible,convex,fibrous,gray,bruises,none,free,close,,,tapering,bulbous,smooth,smooth,pink,pink,,,one,,brown,solitary,woods
edible,convex,scaly,gray,bruises,none,,,broad,white,tapering,bulbous,smooth,,gray,white,partial,white,one,pendant,black,several,woods
,flat,fibrous,brown,,none,free,,,,,bulbous,,smooth,,,partial,,,pendant,black,,woods
,flat,fibrous,gray,bruises,none,,close,,brown,tapering,,smooth,smooth,gray,,partial,white,one,pendant,,solitary,woods
,convex,scaly,brown,bruises,none,free,close,broad,,tapering,bulbous,smooth,,pink,,partial,,,pendant,black,several,
edible,convex,fibrous,red,bruises,none,free,close,,white,tapering,bulbous,,smooth,,white,partial,white,one,pendant,black,solitary,woods
,flat,fibrous,,bruises,none,free,close,broad,brown,tapering,,smooth,smooth,gray,,partial,,one,pendant,brown,,woods
poisonous,convex,fibrous,gray,no,foul,free,,broad,gray,,bulbous,silky,silky,,brown,partial,white,one,large,chocolate,several,
edible,convex,fibrous,red,bruises,none,free,close,,pink,tapering,,smooth,,pink,white,partial,,one,pendant,brown,,woods
,flat,fibrous,brown,bruises,none,free,close,broad,brown,tapering,,smooth,,gray,gray,partial,white,one,pendant,brown,several,woods
edible,convex,fibrous,red,bruises,,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,one,pendant,black,solitary,woods
edible,convex,fibrous,red,,none,free,close,broad,brown,,bulbous,smooth,,white,,partial,white,one,pendant,brown,several,woods
,,,red,bruises,none,free,,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,one,pendant,black,,woods
edible,flat,scaly,gray,bruises,none,free,close,broad,white,tapering,bulbous,smooth,smooth,,white,,white,one,pendant,,several,woods
edible,flat,fibrous,brown,bruises,,free,,,purple,,bulbous,smooth,smooth,white,gray,partial,white,,pendant,brown,solitary,woods
,convex,fibrous,gray,,none,,close,broad,brown,tapering,bulbous,smooth,smooth,gray,,partial,,one,pendant,,solitary,woods
edible,flat,,,bruises,,free,close,broad,pink,tapering,,smooth,smooth,pink,gray,partial,,one,pendant,black,,
edible,convex,scaly,brown,bruises,none,free,close,,white,tapering,bulbous,smooth,smooth,white,pink,,white,one,pendant,black,solitary,
edible,convex,scaly,gray,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,,,partial,white,one,,brown,solitary,woods
edible,convex,scaly,gray,bruises,none,free,close,broad,purple,tapering,,smooth,,gray,white,,white,one,pendant,brown,solitary,
edible,convex,fibrous,,bruises,none,free,,,white,tapering,bulbous,smooth,smooth,white,,partial,white,one,pendant,brown,solitary,
edible,,,red,bruises,none,free,close,broad,pink,,bulbous,smooth,smooth,gray,gray,partial,white,,pendant,black,,woods
edible,flat,fibrous,brown,bruises,none,free,,,purple,,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,several,
edible,convex,scaly,,bruises,none,free,close,broad,brown,,,smooth,smooth,pink,pink,partial,white,one,pendant,brown,several,woods
edible,convex,fibrous,,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,,white,,partial,,,pendant,brown,solitary,woods
edible,flat,fibrous,brown,,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,,white,one,pendant,black,solitary,woods
edible,convex,scaly,red,,none,free,,broad,pink,tapering,,smooth,smooth,,,,white,,pendant,brown,several,woods
edible,convex,fibrous,gray,bruises,,free,,broad,white,tapering,bulbous,,smooth,white,gray,partial,white,one,,brown,,woods
edible,convex,scaly,brown,bruises,none,free,,broad,pink,tapering,,smooth,smooth,white,white,partial,white,one,,brown,several,woods
poisonous,convex,fibrous,,no,creosote,free,close,narrow,gray,enlarging,,smooth,smooth,white,white,partial,white,one,pendant,,several,
,,fibrous,gray,bruises,none,free,,broad,,tapering,,smooth,smooth,pink,,partial,white,,pendant,,several,woods
edible,,fibrous,,bruises,,,close,broad,white,,bulbous,smooth,,gray,gray,partial,white,one,pendant,brown,solitary,woods
edible,flat,smooth,brown,no,none,free,crowded,broad,pink,,equal,smooth,,white,white,partial,,,,black,abundant,grasses
,flat,fibrous,brown,bruises,none,,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,brown,several,woods
edible,convex,scaly,gray,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,,one,pendant,brown,solitary,woods
edible,flat,scaly,gray,bruises,,free,close,,white,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,several,
edible,,scaly,gray,bruises,,free,,broad,,,,smooth,smooth,white,white,,,one,pendant,brown,several,
edible,flat,scaly,,,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,several,woods
edible,convex,scaly,gray,,none,free,close,broad,brown,,bulbous,smooth,smooth,pink,gray,partial,,one,pendant,brown,solitary,woods
,,fibrous,gray,bruises,none,free,,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,,,,,,woods
edible,flat,fibrous,,bruises,none,free,close,broad,brown,tapering,,smooth,smooth,,gray,partial,,one,pendant,brown,several,
edible,convex,scaly,,bruises,none,free,close,,pink,,bulbous,smooth,,gray,gray,,white,one,pendant,black,,woods
edible,flat,,,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,,gray,,partial,,one,,black,solitary,woods
edible,convex,scaly,red,,none,free,close,broad,pink,tapering,,smooth,smooth,pink,white,partial,,one,pendant,brown,,
edible,convex,scaly,red,bruises,none,free,,broad,white,tapering,bulbous,,,white,white,,white,one,pendant,black,,
edible,flat,scaly,brown,bruises,none,free,close,broad,purple,tapering,,smooth,smooth,,gray,partial,white,one,pendant,black,several,woods
,convex,scaly,brown,bruises,,free,close,broad,white,tapering,bulbous,smooth,,pink,pink,partial,white,one,pendant,brown,solitary,woods
edible,convex,fibrous,gray,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,,partial,white,one,pendant,brown,solitary,
edible,flat,fibrous,gray,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,,,partial,white,one,pendant,black,solitary,woods
edible,flat,fibrous,,no,,free,crowded,,,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,black,scattered,grasses
edible,convex,scaly,brown,,none,,,,pink,tapering,,smooth,smooth,white,,partial,,one,pendant,brown,several,
edible,convex,fibrous,gray,bruises,,free,close,,purple,tapering,bulbous,smooth,smooth,gray,gray,partial,white,,pendant,black,solitary,woods
edible,flat,scaly,red,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,,,gray,partial,,,,brown,solitary,
edible,,,red,bruises,,free,close,broad,,tapering,,smooth,smooth,,gray,partial,white,one,pendant,black,several,woods
,,scaly,brown,bruises,none,free,close,,purple,tapering,bulbous,smooth,smooth,gray,gray,partial,white,,pendant,brown,solitary,woods
edible,flat,scaly,brown,,none,free,close,broad,white,tapering,bulbous,,smooth,pink,white,partial,,,pendant,black,solitary,woods
,convex,scaly,gray,,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,,,,white,one,,black,several,
edible,flat,fibrous,brown,,none,,close,,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,,several,woods
edible,convex,scaly,red,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,black,solitary,
edible,convex,,red,bruises,,free,close,broad,pink,tapering,,smooth,smooth,gray,gray,partial,,one,,black,several,woods
,,scaly,red,bruises,none,,close,,white,tapering,bulbous,smooth,smooth,pink,white,,white,one,pendant,black,several,woods
,convex,fibrous,red,bruises,none,free,,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,,woods
edible,convex,fibrous,red,,none,,close,,,tapering,bulbous,smooth,smooth,,white,partial,white,,pendant,brown,several,woods
,convex,fibrous,red,bruises,none,free,close,,pink,,bulbous,smooth,smooth,gray,gray,partial,,one,,brown,several,woods
edible,flat,fibrous,brown,bruises,none,free,close,,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,,brown,solitary,woods
edible,convex,,gray,,none,free,close,broad,,tapering,bulbous,smooth,smooth,gray,,partial,white,,pendant,black,several,
edible,convex,fibrous,,bruises,,free,close,,pink,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,black,several,woods
edible,,scaly,gray,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,,,white,one,pendant,,solitary,woods
edible,convex,scaly,brown,,none,,close,broad,,tapering,bulbous,smooth,,,gray,partial,white,one,pendant,brown,,woods
,convex,fibrous,red,bruises,none,free,,broad,,,bulbous,,smooth,gray,,partial,white,one,,black,,woods
edible,convex,fibrous,red,,none,,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,solitary,woods
edible,convex,fibrous,gray,bruises,,,close,,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,,brown,solitary,woods
,,fibrous,,bruises,none,free,,broad,white,tapering,,smooth,smooth,,pink,partial,white,one,pendant,,,woods
edible,flat,fibrous,,bruises,none,free,close,,brown,tapering,bulbous,smooth,smooth,pink,white,,white,one,pendant,brown,,
edible,convex,fibrous,red,bruises,,free,,broad,,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,several,woods
edible,flat,fibrous,brown,bruises,,free,close,broad,white,,bulbous,smooth,,white,,partial,white,one,pendant,brown,,woods
,,fibrous,brown,bruises,none,free,close,,white,tapering,bulbous,,smooth,gray,,,,one,pendant,,several,woods
edible,flat,fibrous,brown,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,partial,white,,pendant,black,several,woods
edible,convex,fibrous,gray,bruises,,free,,broad,brown,tapering,,smooth,smooth,white,,partial,white,one,pendant,,several,woods
,convex,,red,bruises,none,free,close,broad,purple,,bulbous,smooth,smooth,pink,pink,partial,white,,pendant,,several,woods
edible,convex,scaly,,bruises,none,free,close,broad,purple,,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,solitary,woods
,flat,fibrous,gray,bruises,none,free,close,broad,brown,tapering,,smooth,,pink,pink,partial,white,one,pendant,black,,woods
edible,flat,fibrous,brown,bruises,none,free,close,broad,pink,tapering,,smooth,smooth,pink,,partial,white,one,pendant,brown,several,woods
edible,convex,scaly,,,none,free,,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,,pendant,brown,solitary,woods
edible,,fibrous,,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,,pendant,black,several,woods
poisonous,,,pink,no,,free,,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,one,,,several,
edible,,fibrous,red,,none,free,,broad,,tapering,bulbous,,smooth,white,white,partial,white,one,pendant,black,solitary,woods
edible,convex,fibrous,brown,bruises,,free,close,,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,,,several,woods
edible,,scaly,red,bruises,none,free,,broad,white,tapering,,smooth,smooth,gray,pink,partial,white,one,pendant,,solitary,woods
edible,flat,fibrous,brown,,,,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,,,one,pendant,brown,several,woods
edible,flat,fibrous,,bruises,none,free,close,broad,white,,bulbous,,,gray,gray,partial,white,one,,black,solitary,woods
edible,,scaly,gray,bruises,none,,,broad,,tapering,,smooth,smooth,pink,,partial,white,one,pendant,black,,woods
edible,flat,smooth,brown,no,none,free,crowded,broad,brown,tapering,,smooth,,,,partial,white,,evanescent,brown,abundant,
,convex,scaly,gray,,none,free,close,,white,tapering,bulbous,smooth,smooth,pink,gray,partial,,one,pendant,,solitary,woods
edible,convex,scaly,brown,bruises,none,,close,broad,,tapering,bulbous,smooth,smooth,,pink,partial,white,one,pendant,,several,woods
edible,convex,scaly,brown,bruises,,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,,,white,one,pendant,black,several,woods
edible,flat,fibrous,,,none,free,close,broad,,,bulbous,smooth,,white,gray,,white,one,pendant,,,woods
,convex,fibrous,,bruises,none,free,close,,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,one,pendant,brown,solitary,woods
edible,flat,,brown,bruises,none,,,broad,pink,,bulbous,smooth,smooth,gray,pink,partial,,one,,black,solitary,woods
poisonous,convex,fibrous,gray,no,foul,,,broad,,enlarging,bulbous,silky,silky,buff,,partial,white,one,large,,solitary,grasses
edible,convex,,red,bruises,none,free,close,broad,white,,bulbous,smooth,smooth,,white,partial,white,one,pendant,brown,several,woods
edible,convex,fibrous,gray,bruises,,,,,purple,,bulbous,smooth,smooth,pink,gray,partial,,,pendant,,several,woods
edible,,fibrous,,bruises,none,free,close,broad,,tapering,bulbous,smooth,smooth,pink,white,,white,one,,brown,several,woods
edible,convex,fibrous,red,bruises,none,free,close,broad,brown,,,smooth,smooth,pink,gray,partial,,one,pendant,,solitary,
edible,convex,scaly,red,bruises,none,free,close,broad,,tapering,,smooth,smooth,gray,white,partial,white,,pendant,black,several,woods
,flat,fibrous,brown,bruises,none,free,close,broad,white,tapering,,smooth,smooth,white,,partial,white,one,pendant,brown,solitary,woods
edible,flat,fibrous,brown,,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,one,pendant,black,,woods
,convex,,brown,,none,free,close,,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,one,pendant,,,woods
edible,convex,,red,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,,gray,white,partial,white,one,pendant,,solitary,woods
edible,convex,scaly,,bruises,none,,close,,white,tapering,bulbous,smooth,smooth,pink,,partial,white,one,pendant,black,,woods
,,scaly,brown,bruises,,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,black,solitary,
edible,convex,,gray,,none,free,,broad,purple,,bulbous,,smooth,,white,partial,white,one,,,several,woods
edible,convex,scaly,brown,bruises,none,free,,broad,purple,tapering,bulbous,smooth,smooth,,white,partial,white,one,pendant,black,several,
edible,convex,,red,bruises,none,free,close,,pink,,bulbous,,smooth,white,pink,partial,,one,,brown,solitary,woods
edible,,,red,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,,partial,,one,pendant,brown,solitary,woods
edible,convex,fibrous,red,bruises,none,free,,broad,purple,tapering,bulbous,smooth,smooth,white,pink,,white,,,black,solitary,woods
edible,convex,scaly,red,bruises,none,free,,broad,,tapering,bulbous,smooth,smooth,white,gray,,white,one,pendant,,,
edible,convex,scaly,brown,bruises,none,,close,broad,pink,,bulbous,,smooth,,white,partial,white,one,pendant,,,woods
