class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
edible,convex,smooth,white,,,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,meadows
edible,bell,scaly,yellow,bruises,,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,,numerous,meadows
edible,flat,scaly,yellow,bruises,almond,free,close,broad,white,,rooted,smooth,scaly,white,white,partial,,one,pendant,,scattered,
edible,flat,smooth,,no,none,free,crowded,broad,pink,tapering,,fibrous,fibrous,white,white,,white,one,evanescent,brown,,grasses
edible,convex,smooth,white,,anise,free,close,broad,white,,club,smooth,,white,white,partial,white,one,pendant,brown,scattered,
edible,bell,scaly,yellow,bruises,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,grasses
edible,bell,scaly,yellow,bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,
edible,bell,scaly,yellow,bruises,almond,free,,broad,,enlarging,club,smooth,smooth,white,,partial,white,one,pendant,,scattered,meadows
edible,bell,smooth,white,bruises,anise,free,close,,black,enlarging,club,smooth,smooth,,white,partial,white,one,pendant,brown,scattered,
edible,convex,scaly,,bruises,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,scattered,paths
edible,convex,scaly,brown,bruises,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,scattered,grasses
edible,sunken,fibrous,,no,none,free,close,narrow,gray,,equal,,smooth,white,white,partial,white,one,pendant,black,several,urban
,flat,scaly,brown,bruises,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,,pendant,brown,scattered,grasses
edible,convex,smooth,white,bruises,,free,close,broad,black,enlarging,club,,smooth,white,white,partial,white,one,pendant,black,numerous,grasses
edible,flat,smooth,yellow,bruises,anise,free,,narrow,white,tapering,bulbous,,smooth,white,white,partial,white,one,pendant,brown,several,woods
edible,convex,smooth,brown,,none,free,crowded,,pink,tapering,equal,smooth,smooth,white,white,partial,white,one,evanescent,brown,,
edible,flat,scaly,yellow,bruises,,free,,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,scattered,grasses
poisonous,convex,scaly,,bruises,pungent,free,,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,grasses
edible,,smooth,,bruises,anise,free,,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,grasses
edible,convex,fibrous,white,no,,,crowded,broad,chocolate,,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,scattered,grasses
edible,bell,smooth,white,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,,white,one,pendant,brown,scattered,meadows
edible,convex,scaly,white,bruises,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,,partial,white,one,pendant,black,scattered,meadows
edible,,scaly,yellow,bruises,anise,free,close,,white,enlarging,rooted,smooth,scaly,white,white,partial,white,one,,black,solitary,grasses
edible,convex,,brown,,none,free,crowded,broad,brown,tapering,equal,,smooth,,white,partial,white,,evanescent,brown,scattered,grasses
poisonous,convex,,white,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,,partial,white,one,pendant,brown,,grasses
poisonous,convex,scaly,white,bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,,white,white,partial,,one,pendant,black,scattered,urban
edible,convex,scaly,white,bruises,anise,free,close,broad,gray,,club,smooth,smooth,,white,partial,white,one,pendant,black,numerous,grasses
edible,bell,,white,,almond,free,close,broad,,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,grasses
,convex,fibrous,white,bruises,,free,crowded,narrow,white,tapering,bulbous,smooth,,white,white,partial,white,one,pendant,,several,woods
,convex,scaly,white,bruises,pungent,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,urban
edible,convex,smooth,white,,anise,free,close,broad,gray,enlarging,,smooth,smooth,white,white,,white,one,,black,scattered,grasses
edible,convex,fibrous,gray,no,none,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,,several,urban
edible,convex,fibrous,,no,none,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,several,urban
edible,,smooth,white,bruises,almond,free,close,,brown,,club,,smooth,white,white,,white,one,pendant,,scattered,meadows
edible,convex,scaly,brown,bruises,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,scattered,grasses
edible,,scaly,white,bruises,almond,free,close,broad,black,,club,smooth,smooth,white,,partial,white,one,pendant,brown,numerous,meadows
edible,flat,scaly,yellow,,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,scattered,paths
edible,convex,scaly,white,bruises,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,grasses
edible,bell,scaly,white,bruises,anise,free,close,broad,white,enlarging,club,smooth,smooth,,white,,white,one,pendant,brown,scattered,grasses
edible,bell,scaly,white,bruises,almond,free,,broad,white,enlarging,club,smooth,smooth,white,white,partial,,one,pendant,black,scattered,meadows
,convex,smooth,brown,bruises,pungent,free,close,narrow,,enlarging,equal,smooth,smooth,white,white,,white,one,pendant,brown,several,urban
edible,flat,,yellow,bruises,almond,free,crowded,narrow,brown,tapering,bulbous,smooth,,white,white,partial,white,one,,purple,several,woods
edible,convex,scaly,brown,bruises,almond,,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,scattered,paths
edible,bell,smooth,yellow,bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,grasses
edible,flat,smooth,white,bruises,almond,,,narrow,,tapering,bulbous,,smooth,white,white,partial,white,one,pendant,purple,several,woods
edible,bell,,yellow,,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,,one,pendant,,scattered,grasses
edible,bell,scaly,yellow,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,meadows
edible,bell,smooth,yellow,bruises,almond,free,,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,grasses
edible,flat,scaly,yellow,bruises,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,,white,partial,white,one,pendant,brown,solitary,grasses
edible,convex,smooth,,no,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,,white,,white,one,evanescent,brown,abundant,
,bell,scaly,yellow,bruises,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,,brown,numerous,meadows
edible,,scaly,brown,bruises,almond,,close,broad,brown,,rooted,smooth,scaly,white,white,partial,white,,pendant,black,solitary,paths
edible,bell,smooth,white,bruises,anise,free,close,broad,gray,enlarging,,smooth,,white,white,partial,white,one,pendant,brown,numerous,grasses
,flat,scaly,brown,bruises,anise,free,close,broad,,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,solitary,grasses
edible,convex,smooth,white,bruises,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,grasses
edible,convex,fibrous,brown,no,none,free,close,narrow,gray,enlarging,equal,smooth,smooth,,white,partial,white,one,pendant,brown,several,urban
edible,convex,scaly,brown,,,,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,scattered,paths
edible,flat,fibrous,gray,no,none,free,crowded,broad,,tapering,,smooth,fibrous,white,,partial,white,one,evanescent,black,abundant,grasses
edible,convex,,white,bruises,anise,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,,pendant,brown,several,woods
edible,flat,fibrous,brown,no,,free,close,narrow,gray,enlarging,equal,smooth,smooth,white,,partial,,one,pendant,brown,solitary,urban
edible,bell,scaly,yellow,bruises,almond,,close,broad,gray,enlarging,club,smooth,,white,white,partial,white,one,pendant,brown,scattered,meadows
edible,bell,smooth,white,bruises,almond,free,,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,,numerous,meadows
edible,convex,smooth,white,bruises,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,grasses
edible,bell,smooth,yellow,bruises,anise,free,close,,black,enlarging,club,,smooth,white,white,partial,white,one,pendant,brown,scattered,meadows
edible,convex,scaly,yellow,bruises,almond,free,close,broad,black,,club,smooth,smooth,white,white,partial,white,one,pendant,black,,meadows
edible,,smooth,yellow,,almond,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,,white,one,pendant,brown,several,woods
edible,flat,fibrous,gray,no,none,free,crowded,broad,chocolate,,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,abundant,grasses
edible,convex,scaly,yellow,bruises,almond,free,,broad,pink,enlarging,,smooth,scaly,white,white,,white,one,pendant,brown,scattered,grasses
poisonous,convex,scaly,brown,bruises,pungent,,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,,,pendant,brown,scattered,
edible,convex,scaly,brown,bruises,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,solitary,grasses
edible,convex,smooth,yellow,bruises,anise,,close,broad,,enlarging,club,smooth,smooth,white,white,partial,,one,pendant,brown,numerous,grasses
edible,bell,scaly,,bruises,anise,free,close,broad,white,,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,meadows
edible,convex,scaly,yellow,bruises,almond,free,close,broad,white,enlarging,club,,smooth,white,white,partial,white,,pendant,black,,meadows
edible,sunken,fibrous,brown,no,none,free,,narrow,,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,solitary,urban
edible,bell,scaly,,bruises,anise,,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,meadows
edible,convex,smooth,white,bruises,anise,free,close,broad,brown,,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,meadows
edible,convex,smooth,white,bruises,almond,free,close,broad,white,enlarging,,smooth,smooth,white,white,,white,one,pendant,black,numerous,grasses
poisonous,convex,smooth,brown,bruises,,free,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,one,,black,several,grasses
,convex,fibrous,brown,no,none,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,,pendant,black,,
edible,convex,,yellow,bruises,anise,free,close,broad,white,,,smooth,smooth,,white,partial,white,one,pendant,brown,numerous,grasses
poisonous,convex,scaly,brown,bruises,pungent,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,,scattered,grasses
edible,convex,scaly,yellow,bruises,anise,free,close,broad,pink,,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,solitary,paths
edible,bell,scaly,,bruises,anise,free,close,broad,black,enlarging,club,,smooth,white,white,,white,one,pendant,brown,scattered,grasses
edible,flat,scaly,brown,bruises,anise,free,close,broad,pink,enlarging,,smooth,scaly,white,white,partial,white,one,,black,solitary,paths
edible,,,white,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,grasses
edible,convex,smooth,,,almond,free,,broad,brown,enlarging,club,,smooth,white,white,,white,one,pendant,brown,numerous,grasses
,convex,scaly,brown,bruises,pungent,,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,,white,one,pendant,,several,grasses
poisonous,,scaly,brown,bruises,pungent,free,close,narrow,brown,enlarging,,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,urban
edible,bell,scaly,yellow,bruises,anise,free,close,,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,grasses
edible,convex,smooth,white,no,none,free,crowded,broad,chocolate,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses
,convex,smooth,white,bruises,pungent,,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,grasses
edible,convex,scaly,,bruises,anise,free,close,broad,white,,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,scattered,
edible,bell,smooth,white,,,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,,meadows
edible,convex,scaly,yellow,bruises,almond,free,close,broad,,enlarging,club,,smooth,white,white,partial,white,one,pendant,brown,numerous,grasses
poisonous,convex,smooth,brown,bruises,pungent,free,,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,urban
edible,bell,scaly,yellow,bruises,anise,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,grasses
edible,bell,scaly,white,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,,white,one,pendant,brown,numerous,grasses
edible,flat,scaly,yellow,bruises,,free,close,broad,white,enlarging,rooted,smooth,scaly,white,,partial,white,one,pendant,black,scattered,grasses
edible,bell,scaly,white,bruises,almond,free,close,broad,black,enlarging,,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses
edible,convex,scaly,yellow,bruises,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,solitary,grasses
edible,bell,smooth,yellow,bruises,anise,free,close,broad,brown,enlarging,club,,,white,white,partial,white,one,pendant,brown,scattered,meadows
edible,convex,smooth,yellow,bruises,anise,free,crowded,narrow,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,woods
edible,bell,smooth,yellow,bruises,almond,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,meadows
edible,bell,smooth,yellow,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,meadows
poisonous,convex,scaly,white,bruises,pungent,free,,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,several,urban
poisonous,convex,scaly,white,bruises,,free,close,narrow,white,enlarging,equal,smooth,smooth,white,,partial,white,,pendant,brown,several,grasses
poisonous,convex,,brown,,,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,several,
edible,,smooth,white,bruises,,free,close,broad,brown,enlarging,club,smooth,smooth,white,,partial,white,one,pendant,black,scattered,meadows
edible,convex,scaly,brown,bruises,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,,white,partial,white,one,pendant,black,solitary,grasses
edible,convex,scaly,yellow,bruises,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,,one,pendant,black,solitary,
edible,,smooth,white,bruises,almond,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,
edible,bell,scaly,white,bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,,white,partial,white,one,pendant,brown,numerous,grasses
edible,bell,,yellow,bruises,anise,free,close,,white,,club,smooth,,white,white,partial,white,one,,,numerous,meadows
edible,convex,fibrous,gray,no,none,,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,,urban
edible,bell,smooth,yellow,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,,partial,,one,pendant,black,scattered,
edible,convex,smooth,white,bruises,anise,free,close,broad,,enlarging,club,,smooth,white,white,partial,,one,pendant,brown,scattered,grasses
edible,convex,scaly,brown,bruises,almond,free,close,broad,white,enlarging,rooted,smooth,scaly,,white,partial,white,one,pendant,black,scattered,paths
edible,convex,scaly,yellow,,anise,free,close,broad,white,enlarging,club,smooth,smooth,,white,,white,one,pendant,,scattered,meadows
edible,flat,fibrous,white,,,free,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,,,white,,pendant,brown,several,woods
edible,flat,fibrous,white,bruises,almond,free,crowded,,white,tapering,bulbous,smooth,smooth,white,white,partial,white,,pendant,purple,several,woods
edible,convex,smooth,white,bruises,anise,free,,broad,gray,enlarging,club,smooth,,white,white,partial,white,one,pendant,,scattered,
edible,flat,smooth,yellow,bruises,anise,free,crowded,narrow,pink,tapering,,smooth,smooth,white,white,partial,white,one,pendant,purple,several,woods
,sunken,fibrous,gray,no,none,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,,one,pendant,black,several,urban
edible,flat,fibrous,yellow,bruises,almond,free,crowded,,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,brown,several,woods
edible,,scaly,brown,bruises,anise,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,solitary,grasses
edible,convex,scaly,yellow,bruises,anise,free,,broad,,enlarging,rooted,smooth,scaly,white,white,partial,white,,pendant,brown,scattered,grasses
edible,convex,scaly,yellow,bruises,anise,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,partial,white,,pendant,brown,,paths
poisonous,convex,smooth,brown,bruises,,free,close,narrow,black,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,grasses
edible,convex,smooth,yellow,bruises,anise,free,close,broad,brown,enlarging,club,smooth,,white,white,partial,white,one,,brown,scattered,meadows
poisonous,convex,scaly,white,bruises,pungent,,close,narrow,pink,enlarging,equal,smooth,smooth,white,,partial,white,one,pendant,brown,,urban
edible,convex,scaly,yellow,,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses
edible,convex,scaly,white,bruises,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,,black,scattered,grasses
edible,flat,smooth,,bruises,almond,,crowded,,white,,bulbous,smooth,smooth,white,white,partial,white,one,pendant,purple,several,woods
poisonous,convex,scaly,brown,bruises,pungent,free,,,,enlarging,equal,smooth,smooth,white,white,,,one,pendant,brown,several,grasses
edible,,smooth,white,,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,,partial,white,one,pendant,brown,scattered,grasses
edible,sunken,fibrous,gray,no,none,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,black,solitary,
edible,convex,smooth,yellow,bruises,almond,free,close,broad,gray,enlarging,club,smooth,smooth,,white,partial,white,one,,black,numerous,grasses
edible,convex,,gray,no,none,free,crowded,broad,black,tapering,equal,smooth,fibrous,white,white,partial,white,one,evanescent,brown,,
edible,,scaly,yellow,bruises,almond,free,close,broad,brown,enlarging,club,,smooth,white,white,partial,,one,,brown,scattered,meadows
edible,bell,scaly,white,bruises,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,grasses
edible,,smooth,yellow,bruises,anise,free,close,broad,black,enlarging,club,smooth,,white,white,partial,white,one,pendant,brown,numerous,meadows
edible,convex,smooth,white,bruises,anise,free,,narrow,white,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,purple,several,woods
edible,,smooth,white,bruises,anise,free,,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,,pendant,brown,scattered,grasses
edible,flat,scaly,brown,,almond,free,close,broad,pink,enlarging,,smooth,scaly,white,white,partial,white,one,pendant,,scattered,grasses
edible,sunken,fibrous,gray,no,,free,close,narrow,gray,enlarging,equal,smooth,smooth,,,,white,one,pendant,brown,solitary,urban
edible,convex,fibrous,white,no,none,free,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,brown,abundant,grasses
edible,sunken,fibrous,brown,no,none,free,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,,,several,urban
edible,flat,scaly,brown,bruises,anise,free,close,broad,pink,enlarging,rooted,smooth,,white,white,partial,white,one,,black,scattered,paths
edible,flat,,,,anise,free,crowded,narrow,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,one,pendant,,several,woods
edible,bell,,yellow,bruises,,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,,white,one,pendant,brown,scattered,grasses
edible,bell,smooth,yellow,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,,pendant,black,numerous,meadows
poisonous,convex,smooth,brown,bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,,partial,white,one,pendant,black,several,grasses
,flat,scaly,,bruises,anise,free,,broad,white,enlarging,rooted,smooth,,white,white,partial,white,one,pendant,brown,,paths
edible,convex,smooth,yellow,,almond,free,close,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,grasses
edible,flat,scaly,yellow,bruises,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,partial,white,one,,brown,,
edible,convex,scaly,,bruises,almond,free,,broad,gray,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,
edible,convex,scaly,yellow,bruises,almond,free,,broad,white,enlarging,club,smooth,smooth,white,white,partial,white,one,,brown,,meadows
edible,convex,scaly,yellow,bruises,anise,free,close,,,enlarging,club,smooth,smooth,white,white,partial,white,one,,black,scattered,grasses
edible,flat,fibrous,brown,no,none,,close,narrow,brown,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,
edible,flat,scaly,yellow,bruises,anise,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,solitary,paths
edible,,fibrous,gray,no,none,free,close,narrow,pink,enlarging,equal,,smooth,,white,partial,white,one,pendant,brown,solitary,urban
edible,convex,smooth,yellow,bruises,,free,close,broad,,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,grasses
edible,,scaly,brown,bruises,almond,free,close,broad,pink,enlarging,rooted,smooth,scaly,white,white,partial,,one,pendant,black,solitary,paths
edible,,smooth,yellow,bruises,anise,,close,broad,white,enlarging,,smooth,smooth,white,white,partial,,one,pendant,brown,numerous,grasses
edible,convex,scaly,yellow,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,meadows
edible,convex,fibrous,brown,bruises,,free,close,,brown,tapering,bulbous,smooth,smooth,gray,white,partial,white,one,pendant,black,several,
edible,convex,smooth,white,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,,white,one,pendant,brown,scattered,meadows
edible,convex,,yellow,bruises,anise,,close,broad,,,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,scattered,paths
edible,convex,,,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,meadows
,,smooth,white,bruises,anise,,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,,,black,numerous,grasses
edible,flat,scaly,yellow,bruises,anise,,close,broad,white,enlarging,rooted,smooth,scaly,white,white,partial,,one,pendant,brown,solitary,grasses
edible,bell,smooth,yellow,bruises,anise,free,close,broad,brown,,club,smooth,smooth,white,white,partial,white,,pendant,brown,numerous,grasses
edible,flat,fibrous,white,bruises,almond,free,crowded,narrow,white,tapering,bulbous,smooth,smooth,white,white,,white,one,pendant,brown,several,woods
edible,,smooth,gray,no,none,free,crowded,broad,brown,tapering,equal,smooth,fibrous,white,white,,white,one,evanescent,brown,scattered,grasses
edible,convex,scaly,white,bruises,almond,free,close,broad,white,enlarging,club,smooth,,white,white,partial,,one,pendant,black,numerous,grasses
edible,convex,scaly,white,bruises,anise,,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,grasses
edible,flat,scaly,yellow,bruises,,free,close,broad,brown,enlarging,,smooth,scaly,white,white,partial,white,one,pendant,black,scattered,grasses
edible,convex,smooth,white,bruises,almond,free,crowded,narrow,pink,tapering,bulbous,smooth,,white,white,partial,white,one,pendant,purple,several,woods
edible,convex,smooth,yellow,bruises,almond,free,close,broad,brown,enlarging,,smooth,,white,white,,white,one,pendant,brown,scattered,grasses
edible,flat,scaly,yellow,bruises,almond,free,close,broad,brown,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,solitary,grasses
edible,convex,scaly,,,,free,close,broad,white,enlarging,rooted,smooth,scaly,white,,partial,white,one,pendant,black,solitary,
edible,convex,smooth,yellow,bruises,anise,free,close,broad,gray,enlarging,club,smooth,smooth,white,white,,white,one,pendant,brown,numerous,grasses
edible,convex,fibrous,,bruises,none,free,close,broad,purple,tapering,,smooth,smooth,gray,pink,partial,white,one,pendant,brown,,
edible,flat,scaly,yellow,,anise,free,close,broad,,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,black,solitary,grasses
edible,convex,smooth,white,bruises,almond,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,,numerous,
edible,bell,,yellow,,almond,free,close,,gray,enlarging,club,smooth,,white,white,partial,white,one,pendant,brown,scattered,
edible,convex,smooth,yellow,bruises,anise,free,close,broad,black,,club,smooth,smooth,white,white,partial,white,one,pendant,brown,scattered,meadows
edible,convex,scaly,brown,bruises,anise,free,close,broad,,enlarging,rooted,smooth,scaly,white,white,partial,white,one,pendant,brown,,grasses
edible,bell,scaly,yellow,bruises,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,,one,pendant,black,numerous,grasses
edible,convex,smooth,white,bruises,anise,free,close,,black,enlarging,,smooth,smooth,white,,partial,,one,pendant,black,numerous,meadows
edible,convex,scaly,white,bruises,anise,free,close,broad,black,enlarging,club,smooth,smooth,white,white,,white,one,pendant,black,scattered,meadows
edible,convex,,yellow,bruises,anise,free,close,broad,brown,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,scattered,grasses
edible,flat,scaly,yellow,bruises,anise,free,close,broad,brown,enlarging,rooted,smooth,scaly,,white,partial,white,one,pendant,black,solitary,paths
edible,,fibrous,white,no,none,free,crowded,broad,brown,tapering,equal,fibrous,fibrous,,white,partial,white,one,evanescent,brown,abundant,grasses
edible,convex,smooth,brown,no,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,,partial,white,one,evanescent,black,scattered,grasses
edible,convex,smooth,white,no,none,free,crowded,broad,chocolate,tapering,equal,,smooth,white,white,partial,white,one,evanescent,brown,,grasses
edible,convex,smooth,yellow,bruises,anise,free,close,broad,white,,club,smooth,smooth,white,white,partial,white,one,pendant,,numerous,meadows
edible,flat,fibrous,white,no,none,,crowded,broad,pink,tapering,equal,fibrous,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses
poisonous,flat,,brown,bruises,pungent,free,close,narrow,brown,enlarging,equal,smooth,smooth,,white,partial,white,one,pendant,black,scattered,grasses
edible,convex,fibrous,gray,,none,free,crowded,broad,pink,tapering,,fibrous,,white,white,partial,white,one,evanescent,brown,scattered,grasses
poisonous,,scaly,brown,bruises,pungent,free,close,narrow,pink,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,brown,several,urban
poisonous,convex,smooth,brown,bruises,pungent,,close,narrow,white,enlarging,equal,smooth,smooth,white,white,partial,white,one,pendant,,,grasses
edible,bell,smooth,white,,anise,free,close,,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,black,numerous,grasses
edible,convex,fibrous,gray,no,none,free,crowded,broad,pink,tapering,equal,fibrous,fibrous,white,white,partial,white,one,evanescent,black,abundant,grasses
edible,convex,smooth,white,bruises,anise,free,close,broad,,enlarging,club,smooth,smooth,white,,partial,,one,pendant,black,numerous,grasses
edible,flat,fibrous,gray,,none,free,crowded,,,tapering,equal,smooth,smooth,,white,partial,white,one,evanescent,black,abundant,grasses
edible,convex,smooth,gray,no,none,free,crowded,broad,black,tapering,,smooth,smooth,white,white,partial,white,one,evanescent,black,scattered,grasses
edible,convex,smooth,white,,almond,free,close,broad,black,enlarging,club,smooth,smooth,white,white,partial,white,one,pendant,brown,numerous,grasses
