class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
edible,convex,scaly,red,bruises,none,free,,,,tapering,bulbous,smooth,smooth,,gray,partial,white,one,pendant,brown,solitary,woods
edible,,fibrous,red,,none,free,close,,brown,tapering,bulbous,smooth,smooth,,,,white,one,pendant,,,
poisonous,convex,,,bruises,pungent,,close,,,enlarging,,smooth,smooth,white,white,,,one,,,,
edible,flat,fibrous,gray,,,,,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,,,pendant,,several,woods
edible,,,gray,bruises,,free,close,broad,pink,,bulbous,smooth,smooth,gray,pink,partial,white,one,,black,several,
edible,flat,scaly,,bruises,none,free,close,broad,,,,smooth,smooth,white,,,,,pendant,,several,woods
,flat,scaly,gray,,none,free,close,broad,,,bulbous,,,,pink,partial,white,one,pendant,black,several,
edible,convex,scaly,,bruises,,,close,,white,tapering,bulbous,smooth,smooth,,white,,,,pendant,brown,,
,convex,,red,bruises,none,free,,,white,tapering,bulbous,smooth,smooth,,white,,white,,,brown,,
edible,convex,fibrous,red,bruises,,free,close,broad,,,,smooth,,white,white,partial,white,,pendant,brown,,
edible,convex,scaly,red,bruises,,free,close,,white,tapering,bulbous,smooth,smooth,,white,,,,pendant,black,solitary,woods
edible,flat,,,,,,close,,,,bulbous,smooth,smooth,pink,gray,partial,white,one,pendant,brown,solitary,
edible,,fibrous,,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,,white,,,white,one,,black,,woods
edible,flat,fibrous,,bruises,none,free,close,broad,,,bulbous,,smooth,white,,partial,white,one,,,several,
,convex,scaly,brown,,,,close,,,,bulbous,smooth,smooth,,pink,partial,white,one,,brown,several,
,convex,,gray,bruises,,free,,,brown,tapering,,,smooth,,pink,,white,,pendant,black,several,woods
,convex,fibrous,gray,bruises,,,close,,purple,tapering,bulbous,,smooth,,pink,,white,one,pendant,,,
edible,,,,bruises,none,free,close,,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,,pendant,,,woods
edible,,,brown,,,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,,,,,
,convex,,brown,bruises,,,,,purple,tapering,bulbous,smooth,,gray,white,partial,,one,,,solitary,
edible,convex,,,bruises,none,free,close,,,,bulbous,smooth,,,gray,partial,white,,pendant,black,solitary,
,,fibrous,brown,bruises,,,,broad,pink,tapering,bulbous,,smooth,,gray,partial,,,,,several,woods
edible,convex,fibrous,,,none,free,close,,,tapering,bulbous,smooth,smooth,pink,,,,,pendant,brown,,
edible,,fibrous,brown,,none,free,,broad,pink,tapering,bulbous,,,,,,,,,brown,,woods
edible,convex,scaly,brown,bruises,,,close,broad,pink,tapering,,smooth,smooth,gray,pink,partial,white,one,pendant,black,solitary,
edible,,fibrous,,bruises,,,close,,,,bulbous,smooth,smooth,,pink,partial,white,one,pendant,,,woods
edible,convex,fibrous,,bruises,,free,,broad,purple,tapering,,,,,,partial,white,,,brown,solitary,woods
edible,flat,fibrous,brown,,none,,close,,,,,,smooth,gray,gray,partial,,one,pendant,brown,several,woods
poisonous,convex,,pink,,,,close,narrow,,enlarging,,,smooth,,,,,,,black,,woods
edible,,fibrous,,,none,free,,,,tapering,bulbous,,,,pink,partial,,,,,solitary,
edible,flat,,brown,,,free,close,,,,,,,pink,gray,,white,,,black,solitary,
edible,convex,fibrous,,,none,,close,,white,,bulbous,,smooth,,,partial,white,one,,black,solitary,woods
edible,flat,,red,,none,free,close,broad,purple,tapering,bulbous,,smooth,,gray,,,one,,brown,,
edible,convex,scaly,,bruises,,free,close,broad,brown,tapering,bulbous,smooth,,,,partial,white,one,pendant,black,,
,,,gray,,,free,close,broad,,tapering,bulbous,,smooth,,gray,partial,,one,,brown,,
,,fibrous,gray,,,free,close,,brown,,,smooth,smooth,pink,white,partial,,one,pendant,brown,solitary,
,,fibrous,,bruises,none,free,close,broad,pink,tapering,,,smooth,gray,white,partial,white,one,pendant,black,several,woods
edible,convex,fibrous,,bruises,,free,close,,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,,one,,brown,solitary,woods
,flat,fibrous,,bruises,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,,pendant,brown,,woods
edible,convex,,red,bruises,none,free,close,broad,purple,,bulbous,smooth,smooth,,,partial,,one,pendant,,several,woods
,,,,bruises,none,,close,broad,pink,tapering,,,,pink,gray,partial,white,one,pendant,,solitary,
,,scaly,red,,,,,,purple,tapering,bulbous,,smooth,,,,white,one,pendant,,several,woods
,,scaly,gray,bruises,none,free,close,broad,,tapering,,,,white,,partial,white,one,,brown,solitary,
,convex,,,bruises,none,free,,,,tapering,bulbous,,smooth,pink,,partial,,one,pendant,black,,
,,fibrous,gray,bruises,,free,,broad,,tapering,,,smooth,pink,white,,,,pendant,,solitary,woods
poisonous,convex,fibrous,,,,free,,broad,,enlarging,bulbous,silky,,buff,buff,,white,,,chocolate,,grasses
,convex,scaly,brown,,none,,close,broad,,,bulbous,,,,pink,,white,one,pendant,black,several,
,convex,scaly,red,,none,free,,broad,,tapering,,,smooth,gray,,,white,one,,brown,solitary,woods
,,,,bruises,,,close,broad,,tapering,bulbous,smooth,smooth,,gray,partial,white,,,,several,woods
edible,,,brown,bruises,none,free,close,broad,pink,,bulbous,smooth,smooth,white,,partial,white,one,,brown,,
,flat,fibrous,,,,free,,broad,pink,tapering,bulbous,smooth,smooth,pink,,partial,white,,pendant,,several,woods
,,fibrous,gray,,none,free,,,brown,,bulbous,,smooth,,white,,,,,black,solitary,woods
edible,,,,bruises,,free,close,broad,pink,tapering,,smooth,smooth,,,,white,,pendant,,solitary,woods
,convex,scaly,gray,bruises,,free,,,,,bulbous,smooth,smooth,,,partial,white,,pendant,,solitary,woods
,convex,,,no,none,free,crowded,broad,black,tapering,equal,,fibrous,white,,partial,white,one,evanescent,brown,,grasses
edible,,,,,none,,close,broad,brown,,bulbous,smooth,,,white,partial,white,one,pendant,,solitary,
,convex,,red,,none,free,close,broad,pink,tapering,,smooth,smooth,,pink,partial,white,,pendant,,solitary,woods
edible,,,brown,bruises,,,close,broad,pink,,bulbous,smooth,smooth,,pink,,white,one,pendant,black,several,woods
edible,convex,scaly,red,bruises,,free,,broad,brown,,,smooth,smooth,gray,,,white,one,pendant,brown,solitary,woods
edible,convex,,gray,bruises,,free,close,broad,,,,smooth,smooth,white,white,,white,one,,brown,,woods
edible,convex,,,bruises,,free,,broad,pink,tapering,,smooth,smooth,gray,gray,partial,white,,pendant,black,solitary,
,convex,scaly,,,none,,,broad,white,tapering,bulbous,,smooth,,,,white,one,pendant,,several,woods
,convex,fibrous,brown,,none,,close,broad,white,,bulbous,smooth,,,,,,,pendant,black,several,
edible,flat,fibrous,gray,bruises,,,,,pink,tapering,bulbous,,smooth,,,partial,white,one,,black,solitary,woods
edible,,scaly,gray,bruises,none,,,,brown,,,smooth,smooth,gray,white,partial,,one,,black,solitary,woods
,,scaly,,bruises,none,free,close,broad,,tapering,,smooth,,white,pink,,white,one,pendant,black,several,
,,,,bruises,,,close,,,tapering,,smooth,smooth,pink,,,white,one,pendant,brown,,woods
,,fibrous,,bruises,none,,,,,tapering,,smooth,smooth,,gray,partial,,one,pendant,black,,woods
edible,flat,fibrous,brown,bruises,none,,,broad,,tapering,,smooth,smooth,gray,,partial,white,one,pendant,brown,,
edible,,scaly,,bruises,,free,close,broad,pink,tapering,bulbous,,,pink,white,partial,white,one,pendant,black,several,
,,fibrous,brown,bruises,none,free,close,,,,bulbous,smooth,,pink,,partial,white,one,pendant,black,,
edible,convex,scaly,gray,bruises,none,free,close,,,tapering,,smooth,smooth,gray,,partial,white,one,pendant,black,several,woods
,flat,fibrous,gray,,none,,close,broad,pink,tapering,,,smooth,white,gray,,white,,,black,several,
,convex,,,bruises,,free,close,,pink,,,smooth,smooth,white,,partial,white,one,pendant,brown,several,woods
edible,convex,fibrous,,bruises,none,,,,white,tapering,,,smooth,gray,,partial,white,one,pendant,,several,woods
edible,,scaly,gray,bruises,none,,,,white,tapering,,smooth,smooth,pink,white,partial,,,,brown,several,
,,,gray,bruises,,,close,,pink,,bulbous,smooth,,,pink,partial,white,one,pendant,,,
,convex,,,,,,,broad,brown,tapering,bulbous,smooth,,white,pink,,white,,,,several,woods
,convex,,,,none,free,,broad,white,,bulbous,smooth,smooth,pink,gray,,,one,pendant,black,several,
,convex,scaly,gray,,,,close,broad,purple,tapering,,,,white,gray,partial,white,one,pendant,black,,woods
poisonous,flat,,,bruises,,free,,narrow,,enlarging,,smooth,,,white,,white,,pendant,black,scattered,urban
edible,convex,,gray,no,,free,,broad,brown,tapering,equal,,,,,partial,white,one,,brown,,grasses
,convex,fibrous,gray,,,free,close,broad,purple,,,,smooth,gray,pink,partial,,one,pendant,black,,
edible,convex,fibrous,red,,,,,,,,,,smooth,white,,,,one,,,solitary,
poisonous,convex,smooth,pink,,creosote,,crowded,,,enlarging,bulbous,,smooth,white,white,partial,white,one,pendant,brown,,
edible,,scaly,,bruises,none,,close,broad,white,tapering,bulbous,smooth,,,,partial,,one,pendant,,solitary,woods
edible,,,red,,none,,close,broad,pink,,bulbous,,,,gray,partial,white,one,pendant,,several,woods
edible,convex,scaly,,bruises,none,free,close,,,,,smooth,smooth,white,,,,,pendant,,,woods
,,scaly,red,bruises,none,free,,,purple,tapering,bulbous,smooth,,,,,white,,,black,several,
edible,convex,,white,,none,,crowded,broad,black,tapering,equal,,smooth,,white,partial,,,evanescent,,,grasses
,,fibrous,,bruises,none,free,,broad,,,,smooth,,gray,,partial,,one,pendant,,,
edible,,scaly,,bruises,none,free,close,broad,,tapering,bulbous,smooth,smooth,,pink,partial,,one,,brown,several,woods
edible,,scaly,gray,bruises,,free,,,brown,tapering,bulbous,smooth,smooth,,,partial,,one,,,several,woods
,,fibrous,red,bruises,,free,,,,,bulbous,smooth,smooth,gray,,,,one,pendant,brown,solitary,
,convex,scaly,,,none,,close,broad,brown,tapering,bulbous,,smooth,,white,partial,white,one,pendant,black,,
edible,,scaly,gray,bruises,none,free,close,broad,white,tapering,bulbous,,smooth,,,partial,,one,pendant,brown,several,
edible,,fibrous,red,,none,,,,,tapering,,smooth,smooth,gray,pink,partial,white,,pendant,,solitary,woods
poisonous,,,white,bruises,pungent,free,close,narrow,,enlarging,equal,smooth,smooth,,white,partial,white,,pendant,,several,urban
edible,flat,fibrous,,bruises,,,close,broad,purple,tapering,,,,,white,,white,one,pendant,brown,solitary,
edible,,,,,none,,close,broad,white,tapering,bulbous,,smooth,,white,partial,white,,pendant,,solitary,woods
edible,convex,,red,bruises,none,free,,broad,brown,tapering,,smooth,smooth,,pink,partial,white,one,pendant,brown,,woods
,convex,,gray,bruises,none,free,close,,pink,,bulbous,,smooth,,gray,,,one,,,several,woods
,,smooth,white,,,,crowded,broad,,tapering,equal,,fibrous,white,,partial,white,one,evanescent,,scattered,grasses
edible,,fibrous,,no,none,free,crowded,,,tapering,,,smooth,white,white,,,one,evanescent,brown,abundant,
,,,brown,,,free,close,,,tapering,bulbous,smooth,smooth,pink,pink,,white,one,,,several,
,flat,fibrous,brown,,none,free,,,,,bulbous,,,pink,gray,,white,,,,,
edible,,,red,bruises,,,close,,pink,,bulbous,smooth,smooth,,gray,partial,,one,pendant,,solitary,woods
edible,,,red,bruises,none,free,close,,,tapering,bulbous,smooth,,pink,pink,partial,white,,,,,
edible,,scaly,red,bruises,,,close,,pink,tapering,bulbous,smooth,smooth,pink,white,partial,white,,,,,woods
,,,brown,bruises,none,free,close,broad,,tapering,bulbous,smooth,smooth,white,pink,partial,white,,,black,solitary,
edible,convex,fibrous,gray,,none,free,close,broad,,,,,smooth,white,,partial,,one,,black,several,
edible,flat,fibrous,,,none,free,close,,white,,bulbous,smooth,smooth,white,,,,one,pendant,,,woods
,,,,,none,free,close,broad,brown,,,,smooth,,pink,partial,white,,pendant,brown,,
,convex,scaly,,bruises,none,free,,broad,,,bulbous,,smooth,,pink,partial,white,one,,,several,woods
poisonous,convex,smooth,white,no,,free,crowded,,pink,,bulbous,,smooth,white,white,partial,white,one,,brown,scattered,woods
edible,,,brown,bruises,,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,,partial,white,one,pendant,black,,
edible,,fibrous,gray,bruises,,,close,broad,,tapering,bulbous,smooth,,pink,,,white,,pendant,brown,,woods
edible,flat,fibrous,brown,,,free,close,broad,purple,,bulbous,,smooth,,,partial,,one,pendant,,several,
,convex,scaly,,bruises,,free,close,,pink,,,,smooth,,,partial,white,one,pendant,black,,
edible,convex,,red,bruises,,,,broad,white,,bulbous,smooth,,gray,pink,partial,white,,,black,solitary,woods
,,smooth,white,no,none,,crowded,,brown,,equal,,smooth,white,white,,,,evanescent,,scattered,
edible,,scaly,gray,,none,free,close,broad,,tapering,bulbous,,smooth,,,partial,white,,pendant,,solitary,woods
edible,,fibrous,red,bruises,none,free,,broad,,,bulbous,,,pink,pink,partial,white,,pendant,black,,woods
,,,brown,,none,free,,,,tapering,bulbous,smooth,,white,gray,partial,white,one,pendant,brown,,woods
edible,,fibrous,,,,,close,broad,pink,tapering,bulbous,,smooth,white,gray,partial,white,,,black,several,
edible,convex,scaly,brown,bruises,none,free,close,,brown,tapering,,smooth,smooth,gray,,partial,white,,,,,
edible,,scaly,gray,bruises,,free,,,brown,,bulbous,smooth,smooth,,,partial,white,one,pendant,brown,solitary,
edible,convex,,brown,bruises,,free,,,brown,tapering,bulbous,,smooth,white,white,partial,white,one,pendant,black,,woods
,convex,fibrous,gray,,none,free,close,,purple,tapering,bulbous,,,pink,white,partial,,,pendant,brown,,
,convex,scaly,,bruises,,,close,broad,white,,,smooth,smooth,white,white,,white,one,pendant,,solitary,woods
,convex,scaly,,,none,,,,,tapering,bulbous,,smooth,white,pink,,white,,,,,woods
,flat,,brown,,none,,,,pink,,bulbous,,smooth,pink,,,,one,,brown,solitary,woods
edible,convex,,gray,,,free,close,broad,brown,tapering,,smooth,,white,pink,partial,white,,pendant,brown,,
edible,,,red,,none,free,close,,white,tapering,bulbous,,smooth,pink,,,white,,pendant,black,solitary,woods
,convex,scaly,brown,bruises,,free,close,,,tapering,bulbous,,smooth,,pink,,,one,pendant,black,solitary,
poisonous,,,gray,no,,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,,,white,one,large,,,
edible,,fibrous,gray,bruises,none,free,close,,purple,,,smooth,,pink,pink,partial,white,one,,,several,woods
,convex,,,bruises,none,,close,broad,purple,tapering,bulbous,smooth,smooth,,,partial,,one,,,several,woods
poisonous,,fibrous,gray,,foul,,,broad,chocolate,enlarging,,,silky,,buff,partial,,one,,chocolate,several,woods
edible,convex,scaly,red,bruises,none,free,close,,,,bulbous,smooth,smooth,white,,,white,one,pendant,black,several,woods
,,fibrous,,bruises,,,close,broad,,tapering,bulbous,smooth,smooth,,gray,partial,,one,pendant,black,several,
,convex,fibrous,gray,no,,,,,chocolate,,bulbous,silky,silky,buff,brown,partial,white,one,large,chocolate,,woods
poisonous,,fibrous,pink,no,,,,,brown,,bulbous,smooth,,,white,partial,,,pendant,,scattered,
,convex,,,bruises,none,,close,,,,bulbous,,smooth,,,,white,,pendant,black,,woods
,,,gray,,none,,close,broad,,tapering,,,smooth,,gray,,,,pendant,,,woods
,convex,fibrous,gray,bruises,,,,,,tapering,bulbous,,,,,partial,white,,pendant,brown,several,
,convex,scaly,gray,,,free,close,,white,tapering,bulbous,smooth,smooth,,pink,partial,white,,pendant,black,solitary,
edible,,,gray,,,free,close,broad,brown,tapering,bulbous,,smooth,white,gray,,,one,,brown,several,woods
,flat,fibrous,,,,,close,,brown,tapering,,smooth,,gray,,partial,white,,,brown,,woods
edible,convex,fibrous,,bruises,,,close,broad,white,tapering,bulbous,,smooth,,,partial,white,one,,brown,solitary,
,,fibrous,,bruises,none,free,close,broad,,tapering,bulbous,,,gray,,partial,white,one,pendant,,,
edible,convex,fibrous,,bruises,,,,broad,white,tapering,bulbous,smooth,smooth,white,white,partial,white,,pendant,black,solitary,woods
edible,convex,scaly,,bruises,none,,close,,purple,,bulbous,smooth,,pink,gray,partial,white,one,pendant,,,woods
,flat,fibrous,brown,,,,close,broad,pink,tapering,,,smooth,,,partial,white,,pendant,black,,woods
,flat,fibrous,brown,,,free,close,broad,purple,,bulbous,smooth,,,white,,white,,,brown,several,woods
edible,,,gray,,none,,,,brown,tapering,,smooth,,pink,,partial,white,,pendant,black,solitary,woods
edible,convex,fibrous,gray,bruises,none,free,,broad,,,bulbous,,smooth,white,,,white,one,pendant,black,,
edible,convex,,,,none,free,,,,tapering,bulbous,smooth,,,pink,partial,,one,,brown,several,woods
edible,convex,,,bruises,,free,close,broad,white,,bulbous,smooth,smooth,,gray,partial,white,,,brown,several,woods
edible,flat,,,bruises,,free,close,broad,purple,,,,smooth,pink,,,white,one,pendant,brown,several,
edible,convex,scaly,,bruises,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,,,white,one,,,several,woods
edible,,,,bruises,none,free,close,broad,,,bulbous,smooth,smooth,,gray,partial,white,,,,solitary,
poisonous,convex,fibrous,white,,,,,,gray,,,smooth,,white,white,partial,,,pendant,,several,woods
edible,flat,,brown,bruises,none,,close,broad,purple,tapering,,smooth,smooth,white,,,,,pendant,black,,woods
,,scaly,red,bruises,none,,,broad,,tapering,,smooth,smooth,pink,white,,,one,pendant,brown,,woods
,convex,,,,none,free,,,brown,tapering,bulbous,,smooth,,,,white,one,,brown,,
edible,flat,fibrous,gray,bruises,,,,broad,brown,,bulbous,smooth,smooth,pink,,partial,,one,pendant,black,,woods
edible,convex,fibrous,,,none,free,,,white,tapering,,smooth,smooth,white,pink,,white,one,,black,solitary,
,,fibrous,,,foul,free,,broad,pink,,bulbous,silky,silky,,,,,one,large,,solitary,woods
edible,convex,scaly,,bruises,none,,,,,tapering,bulbous,,smooth,,,,,,pendant,,solitary,
edible,flat,,gray,bruises,,,close,,,tapering,bulbous,,smooth,gray,,partial,,one,,,several,woods
,flat,scaly,red,bruises,none,free,close,broad,white,tapering,bulbous,,,white,white,partial,white,one,,black,,woods
edible,convex,,,,none,free,close,,pink,tapering,,smooth,,pink,pink,partial,,one,,brown,,
poisonous,convex,fibrous,,no,foul,,close,broad,pink,enlarging,bulbous,silky,silky,,pink,partial,,one,large,chocolate,several,grasses
edible,,scaly,,bruises,,,close,broad,white,,bulbous,smooth,smooth,,gray,partial,white,,pendant,brown,,
,convex,scaly,,bruises,,free,close,broad,pink,tapering,,,smooth,,pink,partial,,one,pendant,,,woods
edible,convex,scaly,brown,,none,,close,broad,pink,tapering,bulbous,smooth,,,white,partial,,one,,black,several,woods
edible,,scaly,brown,bruises,,,,broad,brown,tapering,bulbous,smooth,,white,white,partial,white,one,pendant,black,solitary,
edible,convex,scaly,gray,,none,free,,broad,,tapering,bulbous,smooth,smooth,,gray,partial,white,one,pendant,,solitary,
edible,,,,bruises,none,,close,broad,,,bulbous,,smooth,white,gray,partial,,one,,,solitary,woods
,convex,fibrous,,bruises,none,free,,broad,,tapering,bulbous,,,,gray,partial,white,,pendant,,solitary,
,,,,,,free,,broad,brown,,,,smooth,,,partial,,one,,,,woods
edible,,,,,none,free,,broad,brown,tapering,bulbous,smooth,,,,,white,one,pendant,,several,
,convex,scaly,gray,bruises,none,free,,broad,pink,tapering,,smooth,smooth,,gray,partial,white,,pendant,brown,,woods
edible,flat,fibrous,red,,,free,close,,brown,,bulbous,smooth,smooth,,,,white,one,pendant,brown,,woods
,,fibrous,,,none,,close,broad,brown,,,smooth,,pink,pink,partial,white,one,,black,,
,flat,fibrous,brown,,none,,close,broad,,,,,smooth,,,partial,white,one,,,,
edible,,,,bruises,none,free,close,broad,,,bulbous,smooth,smooth,pink,pink,partial,white,,pendant,brown,,
edible,convex,,gray,,none,,,broad,white,,bulbous,smooth,,,gray,,,one,,,solitary,woods
edible,,fibrous,,,,free,close,,,tapering,bulbous,,smooth,pink,gray,partial,,one,,black,,
,flat,fibrous,,,,,close,broad,white,tapering,,smooth,smooth,gray,gray,partial,white,,,brown,,woods
edible,flat,,brown,bruises,none,free,close,,,tapering,,,smooth,pink,gray,,white,,,brown,,
edible,convex,scaly,,,none,free,,,pink,tapering,,smooth,,gray,pink,partial,white,,pendant,,solitary,woods
,convex,scaly,,bruises,,free,,broad,,,bulbous,,smooth,,white,partial,white,one,pendant,brown,several,
,flat,,,bruises,none,,close,,pink,,,smooth,smooth,,white,partial,,,pendant,,solitary,woods
edible,flat,fibrous,,bruises,none,,,broad,white,,bulbous,smooth,,pink,,,,one,,brown,several,woods
poisonous,convex,fibrous,gray,,foul,free,close,,gray,,,silky,silky,,,,white,one,large,chocolate,several,
,convex,fibrous,,bruises,,free,,broad,,tapering,bulbous,smooth,,,white,,white,one,,,,
edible,convex,scaly,brown,bruises,none,,,,white,tapering,bulbous,,,,,,,,,,solitary,woods
edible,convex,fibrous,,,none,,close,broad,brown,tapering,bulbous,smooth,smooth,white,,,white,,pendant,,,woods
edible,,,gray,bruises,none,free,close,,,tapering,,,smooth,pink,pink,,,one,,brown,solitary,woods
edible,convex,,gray,bruises,none,,,broad,white,tapering,bulbous,,,gray,white,partial,white,one,,black,,woods
,,fibrous,,,none,free,,,,,,,smooth,,,partial,,,pendant,black,,woods
,,,gray,bruises,none,,close,,brown,,,,,gray,,partial,white,one,pendant,,,
,convex,scaly,brown,bruises,none,,,broad,,tapering,bulbous,smooth,,pink,,,,,pendant,black,several,
edible,,,red,bruises,none,free,close,,white,tapering,bulbous,,smooth,,white,,,one,pendant,black,solitary,
,flat,fibrous,,,none,free,close,broad,brown,,,,smooth,gray,,partial,,one,,brown,,woods
,,fibrous,gray,,foul,free,,broad,gray,,bulbous,silky,silky,,brown,partial,,one,,,several,
,,,red,bruises,,free,,,pink,tapering,,smooth,,pink,,partial,,one,pendant,,,woods
,flat,fibrous,,bruises,,free,,broad,,tapering,,,,gray,gray,,white,,pendant,brown,,
edible,,fibrous,red,,,,close,,brown,tapering,bulbous,,,white,pink,partial,white,one,,,solitary,woods
edible,,fibrous,red,,,free,close,,brown,,bulbous,,,white,,,white,one,pendant,,,woods
,,,red,bruises,none,free,,broad,pink,,bulbous,smooth,,,,partial,,one,,,,woods
,flat,,gray,bruises,,free,close,broad,,tapering,bulbous,,,,,,,,,,several,woods
,,,brown,bruises,,free,,,,,bulbous,smooth,smooth,white,gray,partial,white,,pendant,brown,solitary,woods
,convex,fibrous,gray,,none,,close,broad,brown,tapering,bulbous,smooth,smooth,gray,,partial,,one,pendant,,solitary,
,flat,,,bruises,,free,,broad,pink,tapering,,,smooth,pink,,partial,,one,,,,
edible,convex,scaly,brown,,none,free,,,white,tapering,bulbous,smooth,smooth,white,pink,,white,one,pendant,black,,
,convex,scaly,gray,bruises,none,free,close,broad,pink,,bulbous,smooth,smooth,,,,white,one,,,solitary,
edible,convex,scaly,gray,,,free,,broad,purple,tapering,,smooth,,gray,white,,white,,pendant,brown,solitary,
edible,,fibrous,,bruises,none,,,,white,,bulbous,,smooth,white,,partial,white,one,pendant,brown,solitary,
edible,,,red,bruises,none,free,,broad,pink,,bulbous,,smooth,gray,gray,,,,pendant,,,woods
,flat,fibrous,,bruises,,free,,,purple,,bulbous,,,,,,white,one,,,several,
,convex,scaly,,bruises,none,free,close,broad,,,,smooth,smooth,pink,pink,partial,white,one,,brown,several,
,convex,,,bruises,none,free,close,broad,brown,tapering,bulbous,,,white,,partial,,,pendant,brown,solitary,woods
edible,,fibrous,brown,,,free,,broad,purple,,bulbous,smooth,smooth,,,,white,,pendant,black,solitary,
,convex,,red,,none,free,,broad,pink,,,smooth,smooth,,,,,,pendant,brown,several,woods
,convex,fibrous,gray,bruises,,free,,broad,white,tapering,bulbous,,smooth,white,,partial,white,,,brown,,
edible,convex,scaly,,bruises,,free,,broad,pink,,,smooth,smooth,,white,partial,,one,,brown,,
poisonous,convex,fibrous,,,creosote,free,close,,gray,enlarging,,smooth,smooth,,white,partial,white,one,pendant,,several,
,,fibrous,gray,bruises,none,free,,broad,,tapering,,smooth,smooth,pink,,partial,white,,,,several,
,,fibrous,,bruises,,,close,broad,white,,,smooth,,gray,gray,partial,white,,pendant,brown,solitary,woods
edible,flat,smooth,brown,no,none,,crowded,broad,pink,,equal,smooth,,white,white,partial,,,,black,abundant,grasses
,flat,fibrous,brown,,none,,,broad,white,tapering,bulbous,smooth,,gray,white,partial,white,one,pendant,brown,several,woods
edible,convex,scaly,gray,bruises,none,free,close,broad,,,bulbous,,smooth,pink,white,partial,,one,pendant,,,
edible,,,gray,bruises,,,close,,white,,,,,gray,gray,partial,white,one,,brown,several,
edible,,scaly,gray,bruises,,free,,,,,,smooth,smooth,white,white,,,one,pendant,brown,several,
edible,flat,scaly,,,none,free,close,,pink,,,smooth,smooth,,,partial,,,pendant,brown,several,woods
,convex,,gray,,none,free,close,broad,brown,,,smooth,smooth,pink,gray,,,,,brown,,woods
,,,gray,,none,,,broad,,tapering,bulbous,smooth,smooth,pink,gray,partial,,,,,,woods
edible,flat,,,bruises,none,free,,broad,brown,tapering,,smooth,,,gray,partial,,one,pendant,brown,several,
edible,,scaly,,bruises,none,free,,,,,bulbous,smooth,,gray,gray,,,one,,black,,woods
,,,,bruises,none,free,close,,purple,tapering,bulbous,smooth,,,,partial,,one,,black,solitary,woods
,,scaly,red,,none,,close,broad,pink,tapering,,smooth,smooth,pink,white,,,one,pendant,brown,,
edible,convex,scaly,red,bruises,,free,,broad,white,tapering,bulbous,,,white,white,,,,pendant,black,,
edible,flat,scaly,,bruises,,,close,broad,,tapering,,smooth,,,gray,partial,white,one,pendant,black,,woods
,convex,scaly,brown,,,free,close,broad,white,tapering,bulbous,smooth,,pink,pink,partial,,one,pendant,brown,solitary,woods
,convex,,gray,bruises,none,free,close,,purple,tapering,bulbous,smooth,smooth,gray,,,white,one,,brown,solitary,
edible,flat,fibrous,gray,bruises,none,free,close,,pink,,bulbous,smooth,,,,partial,white,one,pendant,black,,
edible,flat,,,,,free,crowded,,,,equal,smooth,,white,white,partial,,,evanescent,black,,grasses
edible,,scaly,brown,,,,,,pink,,,,,white,,partial,,,pendant,brown,several,
edible,convex,,,bruises,,free,close,,,,,smooth,,,,partial,,,,,solitary,woods
,flat,,red,bruises,none,free,close,broad,,,,smooth,,,gray,partial,,,,,solitary,
edible,,,red,bruises,,free,,broad,,tapering,,smooth,smooth,,gray,,white,one,pendant,,several,woods
,,scaly,brown,bruises,,,close,,,tapering,,,,gray,gray,partial,white,,pendant,brown,solitary,woods
edible,flat,,,,none,free,close,broad,white,tapering,bulbous,,smooth,pink,white,partial,,,,,solitary,woods
,,scaly,,,,free,close,broad,pink,tapering,bulbous,,,,,,white,,,black,several,
edible,flat,,brown,,none,,,,white,tapering,bulbous,smooth,smooth,,,,white,,pendant,,several,woods
edible,convex,scaly,red,bruises,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,,white,partial,white,one,pendant,,solitary,
edible,convex,,red,,,,close,broad,pink,,,smooth,smooth,gray,gray,,,one,,black,several,woods
,,scaly,red,bruises,none,,close,,white,tapering,bulbous,smooth,smooth,pink,white,,white,one,pendant,black,,woods
,convex,fibrous,red,bruises,,free,,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,one,pendant,brown,,woods
edible,,fibrous,red,,,,close,,,,,smooth,smooth,,white,,white,,pendant,,several,woods
,convex,fibrous,red,,none,,close,,pink,,bulbous,smooth,smooth,gray,gray,partial,,one,,brown,several,woods
edible,,fibrous,brown,bruises,none,free,close,,,tapering,bulbous,smooth,smooth,,pink,partial,white,one,,,,woods
